"Context","Source/Translation"
"dropdownBalancedModePassiveFirst","Match Passive First"
"txtBalancedMatch","Choose which offer to match first when incoming and outging offers have the same priority."
"GROUP_PATH_DISTANCE","Match Distance Algorithm"
"optionPathDistanceServices","Use Path Distance for Services"
"optionPathDistanceGoods","Use Path Distance for Goods"
"txtPathDistance","Use path distance instead of line of sight distance. This will result in better matches where your network or geography is complex but is slower so please ensure your computer is fast enough for this option."
"optionHighlightMatches","Highlight Matches"
"listBuildingPanelOffersPark","Park"
"tabTransferRoadAccess","No Road Access"
"btnResetRoadAccess","Reset Road Access"
"tabGame","Game"
"btnDeleteVehicle","Delete vehicle"
"tabMaintenance","Maintenance"
"GROUP_Maintenance","Maintenance"
"btnReleaseGhostVehicles","Release Ghost Vehicles"
"txtReleaseGhostVehicles","Look for vehicles that are stuck or without valid positions or status and release them."
"btnReleaseBrokenPathing","Release Broken Pathing"
"txtBrokenPathUnits","Find path units that have not been released correctly but are not used and release them properly."
"txtGhostVehiclesCount","Ghost Vehicles Released"


