"Context","Source/Translation"
"buttonResetTransferStatistics","Zresetuj statystyki transportu"
"tabBuildingPanelSettings","Ustawienia"
"GROUP_BUILDINGPANEL_SERVICES","Opcje usług"
"GROUP_BUILDINGPANEL_OUTSIDE_CONNECTIONS","Połączenia zewnętrzne"
"dropdownBuildingPanelImportExport","Import/Eksport"
"GROUP_BUILDINGPANEL_GOODS_DELIVERY","Opcje dostawy towaru"
"chkBuildingPanelReserveWarehouseTrucks","Zarezerwuj ciężarówki z magazynu dla transportu lokalnego"
"tabBuildingPanelStatus","Stan"
"listBuildingPanelStatusColumn1","Materiał"
"listBuildingPanelStatusColumn2","Wartość"
"listBuildingPanelStatusColumn3","Odbiorca"
"listBuildingPanelStatusColumn4","Pojazd"
"listBuildingPanelStatusColumn5","Minutnik"
"tabBuildingPanelTransfers","Transporty"
"labelBuildingPanelOffers","Oferty transportu"
"labelBuildingPanelMatchOffers","Przypisane oferty"
"listBuildingPanelOffersColumn1","Do/Poza"
"listBuildingPanelOffersColumn2","Materiał"
"listBuildingPanelOffersColumn3","Priorytet"
"listBuildingPanelOffersColumn4","Aktywny"
"listBuildingPanelOffersColumn5","Kwota"
"listBuildingPanelOffersColumn6","Opis"
"listBuildingPanelMatchesColumn1","Czas"
"listBuildingPanelMatchesColumn2","Materiał"
"listBuildingPanelMatchesColumn3","Aktywny"
"listBuildingPanelMatchesColumn4","Kwota"
"listBuildingPanelMatchesColumn5","Δ"
"listBuildingPanelMatchesColumn6","Opis"
"titleTransferIssuesPanel","Błędy transportu"
"tabTransferIssuesPathing","Trasa"
"listPathingColumn1","Czas"
"listPathingColumn2","Źródło"
"listPathingColumn3","Cel"
"tabTransferIssuesDead","Martwy"
"listDeadColumn1","Martwy"
"listDeadColumn2","Minutnik"
"listDeadColumn3","Źródło"
"listDeadColumn4","Cel"
"listDeadColumn5","Pojazd"
"tabTransferIssuesSick","Chory"
"listSickColumn1","Chory"
"listBuildingPanelVehicleTarget","Cel"
"dropdownBuildingPanelPreferLocalLabel","Ograniczenia dzielnicowe"
"dropdownBuildingPanelPreferLocal1","Wszystkie dzielnice"
"dropdownBuildingPanelPreferLocal2","Preferuj w obrębie dzielnicy"
"dropdownBuildingPanelPreferLocal3","Tylko w obrębie dzielnicy"
"dropdownBuildingPanelPreferLocal4","All Districts, Except For"
"tabTransferIssuesOutside","Poza"
"GROUP_BUILDING_PANEL","Panel Budynków"
"keyOpenBuildingPanel","Otwórz Panel Budynków"
"GROUP_LOCALISATION","Lokalizacja"
"dropdownLocalization","Język"
"tabBuildingPanelVehicles","Pojazdy"
"txtBuildingPanelTransferManagerWarning","Uwaga: Te ustawienia wymagają włączenia Niestandardowych ustawień Transfer Manager."
"tabTransferIssuesGoods","Towary"
"chkShowIssuesWithVehicles","Pokaż problemy z pojazdami w trasie"
"GROUP_BUILDINGPANEL_DISTRICT","Ograniczenia Dzielnicowe"
"dropdownBuildingPanelOutgoingPreferLocalLabel","Wychodzące"
"dropdownBuildingPanelIncomingPreferLocalLabel","Przychodzące"
"chkAllowImport","Zezwól na import"
"chkAllowExport","Zezwól na Eksport"
"GROUP_BUILDINGPANEL_APPLYTOALL","Zastosuj na wszystkich budynków tego typu"
"tabExperimental","Funkcje Eksperymentalne"
"chkDistrictAllowServices","Zezwalaj na usługi (Śmieci, Straż Pożarna, Policja...)"
"GROUP_DISTANCE_LIMITS","Limit odległości"
"tabDistanceRestrictions","Odległość"
"sliderDeathcareDistanceLimits","Limit odległości usług pogrzebowych (km)"
"sliderHealthcareDistanceLimits","Limit odległości pomocy medycznej (km)"
"sliderGarbageDistanceLimits","Limit odległości śmieciarek (km)"
"sliderPoliceDistanceLimits","Limit odległości policji (km)"
"sliderFireDistanceLimits","Limit odległości straży pożarnej (km)"
"sliderMailDistanceLimits","Limit odległości poczty (km)"
"txtDistanceLimits","Maksymalny dozwolony dystans, 0 = Nieograniczony. Import/Eksport nie jest naruszony."
"tabVehicleAI","SI Pojazdu"
"GROUP_VEHICLE_AI","Włącz/Wyłącz SI pojazdu"
"optionFireTruckAI","Wóz strażacki"
"optionFireCopterAI","Helikopter strażacki"
"optionGarbageTruckAI","Śmieciarka"
"optionPoliceCarAI","Radiowóz"
"optionPoliceCopterAI","Helikopter policyjny"
"txtVehicleAIDescription","SI Pojazdu usprawnia wyszukiwanie pojazdów w pobliżu problemów do rozwiązania."
"tabImportExport","Import/Eksport"
"GROUP_IMPORT_RESTRICTIONS","Zezwól na import"
"txtImportRestrictions","Upewnij się, że masz wystarczającą produkcję wewnętrzną, zanim wyłączysz te zasoby."
"sliderWarehouseReservePercent","Ciężarówki zarezerwowane dla transportu lokalnego (%)"
"sliderWarehouseFirstPercent","Ciężarówki zarezerwowane dla transportu lokalnego (%)"
"GROUP_DUMMY_TRAFFIC","Lepszy ruch uliczny"
"optionDummyTraffic","Wyłącz lepszy ruch uliczny"
"txtDummyTraffic","Gra dodaje lepszy ruch uliczny, aby miasto wyglądało na bardziej żywe. Ta opcja blokuje sztuczny ruch uliczny w celu zmniejszenia ruchu w mieście."
"optionWarehouseOverride","Nadpisz globalne ustawienia"
"listConnectionName","Nazwa"
"listConnectionType","Rodzaj"
"listConnectionGuest","Pojazdy"
"listConnectionOwn","Pojazdy"
"listConnectionMultiplier","Mnożnik"
"listConnectionImport","Import"
"listConnectionExport","Eksport"
"titleOutsideConnectionPanel","Połączenia zewnętrzne"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Mnożnik odległości z zewnątrz"
"sliderOutsideDistanceMultiplier","Mnożnik"
"sliderOutsideDistanceMultiplierTooltip","0 = Użyj globalnych ustawień\r\n1 = Bez zmiany odległości\r\n10 = 10x Dalej"
"OutsideMultiplierDescription1","Te mnożniki są używane do obliczenia odległości w algorytmie, aby połączenie wydawało się bardziej oddalone i tym samym jest mniej prawdopodobne, że zostanie ono wybrane jako punkt końcowy."
"OutsideMultiplierDescription2","1 = Brak zmiany odległości"
"OutsideMultiplierDescription3","10 = 10x dalej"
"sliderShipMultiplier","Mnożnik statków"
"sliderPlaneMultiplier","Mnożnik samolotów"
"sliderTrainMultiplier","Mnożnik pociągów"
"sliderRoadMultiplier","Mnożnik dróg"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Panel Połączeń zewnętrznych"
"keyOpenOutsidePanel","Otwórz Panel Połączeń zewnętrznych"
"optionNewWarehouseTransfer","Ulepszony transport między magazynami"
"txtNewInterWarehouseMatching","Ta opcja pozwala na dokonywanie transportu między magazynami przy niższych priorytetach, ale sprawdza poziom wypełnienia magazynu, aby zagwarantować, że nie będą bezcelowo wysyłać towarów tam i z powrotem bez korzyści."
"txtDetectedDistricts","Wykryte dzielnice"
"btnDistricts","Districts"
"btnDistrict","Dzielnica"
"btnPark","Park/Przemysł"
"btnMap","Mapa"
"txtNone","Brak"
"txtVehiclesNone","Brak"
"txtStatusNone","Brak"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Ograniczenia odległości"
"sliderDistanceRestriction","Maksymalna odległość punktu docelowego (km)"
"sliderDistanceRestrictionTooltip","0 = Użyj globalnych ustawień, jeśli istnieje lub nie ma ograniczeń.\r\n1+ = Maksymalna odległość punktu końcowego"
"titleDistrictPanel","Wybierz dzielnicę"
"txtAllowedDistricts","Dozwolone dzielnice"
"txtBlockedDistricts","Blocked Districts"
"txtCurrentDistrict","Obecna dzielnica"
"txtCurrentPark","Obecny park"
"txtLoad","Ładunek"
"GROUP_IMPROVED_SERVICES_MATCHING","Improved Service Matching"
"tabMatches","Matches"
"titleTransferStatsPanel","Transfer Manager Statistics"
"sliderOutsideCargoCapacity","Cargo Capacity"
"sliderOutsideResidentCapacity","Resident Capacity"
"sliderOutsideTouristFactor0","Tourist Factor 0"
"sliderOutsideTouristFactor1","Tourist Factor 1"
"sliderOutsideTouristFactor2","Tourist Factor 2"
"sliderOutsideDummyTrafficFactor","Dummy Traffic Factor"
"btnOutsideReset","Reset"
"GROUP_OUTSIDE_SETTINGS","Outside Connection Parameters"
"GROUP_BALANCED_MATCH_MODE","Balanced Match Mode"
"dropdownBalancedTitle","Match First When Equal"
"dropdownBalancedModeIncomingFirst","Match Incoming First (Vanilla)"
"dropdownBalancedModeLeastFirst","Match Least Offers First"
"dropdownBalancedModePassiveFirst","Match Passive First"
"txtBalancedMatch","Choose which offer to match first when incoming and outging offers have the same priority."
"GROUP_PATH_DISTANCE","Match Distance Algorithm"
"optionPathDistance","Use Path Distance (Where available)"
"txtPathDistance","Use path distance instead of line of sight distance (where available). This will result in better matches where your network or geography is complex but is slower so please ensure your computer is fast enough for this option.\r\nCurrently restricted to main services."
"optionHighlightMatches","Highlight Matches"
"listBuildingPanelOffersPark","Park"

