"Context","Source/Translation"
"optionImprovedMailTransfers","Βελτιωμένες Μεταφορές Ταχυδρομείου"
"txtDeathcareExperimental","By default Cemeteries, Garbage and Police Stations send out a transfer offer for one vehicle at a time. This option changes the offer to be the number of available vehicles, which can result in improved matching.\r\nIt now also increases offer priority when less than 1/2 of vehicles are in use."
"GROUP_TRANSFERISSUE_PANEL","Πίνακας ζητημάτων μεταφοράς"
"keyOpenTransferIssuePanel","Open Transfer Issue Panel"
"optionShowIssuesWithVehiclesOnRoute","Show issues with vehicles on route"
"sliderTransferIssueDeleteResolvedDelay","Delete resolved delay"
"GROUP_STATISTICS_PANEL","Πίνακας Στατιστικών"
"keyOpenStatisticsPanel","Άνοιγμα Πίνακα Στατιστικών"
"StatisticsPanelEnabled","Ενεργοποίηση Στατιστικών"
"btnResetTransferManagerSettings","Επαναφορά Όλων Των Ρυθμίσεων Του Διαχειριστή Μεταφοράς"
"btnResetPathingStatistics","Επαναφορά διαδρομών"
"buttonResetTransferStatistics","Επαναφορά Στατιστικών Μεταφοράς"
"tabBuildingPanelSettings","Ρυθμίσεις"
"GROUP_BUILDINGPANEL_SERVICES","Ρυθμίσεις Υπηρεσιών"
"GROUP_BUILDINGPANEL_OUTSIDE_CONNECTIONS","Εξωτερικές Συνδέσεις"
"dropdownBuildingPanelImportExport","Εισαγωγή / Εξαγωγή"
"GROUP_BUILDINGPANEL_GOODS_DELIVERY","Επιλογές Παράδοσης Εμπορευμάτων"
"chkBuildingPanelReserveWarehouseTrucks","Reserve warehouse cargo trucks for local transfers"
"tabBuildingPanelStatus","Κατάσταση"
"listBuildingPanelStatusColumn1","Υλικό"
"listBuildingPanelStatusColumn2","Ποσό"
"listBuildingPanelStatusColumn3","Ανταποκριτής"
"listBuildingPanelStatusColumn4","Όχημα"
"listBuildingPanelStatusColumn5","Χρονόμετρο"
"tabBuildingPanelTransfers","Μεταφορές"
"labelBuildingPanelOffers","Προσφορές Μεταφορών"
"labelBuildingPanelMatchOffers","Αντιστοιχίσεις"
"listBuildingPanelOffersColumn1","Είσοδος/Έξοδος"
"listBuildingPanelOffersColumn2","Υλικό"
"listBuildingPanelOffersColumn3","Προτεραιότητα"
"listBuildingPanelOffersColumn4","Ενεργός"
"listBuildingPanelOffersColumn5","Ποσότητα"
"listBuildingPanelOffersColumn6","Περιγραφή"
"listBuildingPanelMatchesColumn1","Χρόνος"
"listBuildingPanelMatchesColumn2","Υλικό"
"listBuildingPanelMatchesColumn3","Ενεργό"
"listBuildingPanelMatchesColumn4","Ποσότητα"
"listBuildingPanelMatchesColumn5","Δ"
"listBuildingPanelMatchesColumn6","Περιγραφή"
"titleTransferIssuesPanel","Transfer Issues"
"tabTransferIssuesPathing","Διαδρομή"
"listPathingColumn1","Χρόνος"
"listPathingColumn2","Πηγή"
"listPathingColumn3","Προορισμός"
"tabTransferIssuesDead","Νεκρός"
"listDeadColumn1","Νεκρός"
"listDeadColumn2","Χρονόμετρο"
"listDeadColumn3","Πηγή"
"listDeadColumn4","Προορισμός"
"listDeadColumn5","Όχημα"
"tabTransferIssuesSick","Άρωστος"
"listSickColumn1","Άρωστος"
"listBuildingPanelVehicleTarget","Προορισμός"
"dropdownBuildingPanelPreferLocalLabel","Περιορισμοί Περιοχών"
"dropdownBuildingPanelPreferLocal1","Όλες οι περιοχές"
"dropdownBuildingPanelPreferLocal2","Προτίμηση Εντός Περιοχής"
"dropdownBuildingPanelPreferLocal3","Εντός Περιοχής Μόνο"
"dropdownBuildingPanelPreferLocal4","Όλες Οι Περιοχές, Εκτός Από"
"tabTransferIssuesOutside","Outside"
"GROUP_BUILDING_PANEL","Πίνακας Κτιρίου"
"keyOpenBuildingPanel","Άνοιγμα Πίνακα Κτιρίου"
"GROUP_LOCALISATION","Τοπικές ρυθμίσεις"
"dropdownLocalization","Γλώσσα"
"tabBuildingPanelVehicles","Οχήματα"
"txtBuildingPanelTransferManagerWarning","Προειδοποίηση: Αυτές οι ρυθμίσεις απαιτούν την ενεργοποίηση του Προσαρμοσμένου Διαχειριστή Μεταφορών."
"tabTransferIssuesGoods","Εισερχόμενα Αγαθά"
"tabTransferIssuesGoodsOut","Εξερχόμενα Αγαθά"
"chkShowIssuesWithVehicles","Εμφάνιση προβλημάτων με οχήματα στη διαδρομή"
"GROUP_BUILDINGPANEL_DISTRICT","Περιορισμοί Περιοχών"
"dropdownBuildingPanelOutgoingPreferLocalLabel","Εξερχόμενα"
"dropdownBuildingPanelIncomingPreferLocalLabel","Εισερχόμενα"
"chkAllowImport","Επιτρέπεται Εισαγωγή"
"chkAllowExport","Επιτρέπεται Η Εξαγωγή"
"GROUP_BUILDINGPANEL_APPLYTOALL","Εφαρμογή σε κτίρια του τύπου"
"txtApplyToBuilding","Apply To Buildings"
"tabExperimental","Πειραματικό"
"chkDistrictAllowServices","Επιτρέπεται Η Υπηρεσία (Garbage, Fire, Police...)"
"GROUP_DISTANCE_LIMITS","Όρια Απόστασης"
"tabDistanceRestrictions","Απόσταση"
"sliderDeathcareDistanceLimits","Όριο απόστασης Μεταφοράς Νεκρών (χλμ)"
"sliderHealthcareDistanceLimits","Όριο απόστασης υγειονομικής περίθαλψης (χλμ)"
"sliderGarbageDistanceLimits","Όριο απόστασης απορριμμάτων (χλμ.)"
"sliderPoliceDistanceLimits","Όριο απόστασης της αστυνομίας (χλμ)"
"sliderFireDistanceLimits","Όριο απόστασης πυρκαγιάς (χλμ)"
"sliderMailDistanceLimits","Όριο απόστασης ταχυδρομείου (χλμ.)"
"txtDistanceLimits","Μέγιστη επιτρεπόμενη απόσταση αντιστοίχισης, 0 = Απεριόριστη. Εισαγωγές/Εξαγωγές δεν επηρεάζονται."
"tabVehicleAI","Τεχνητή Νοημοσύνη Οχημάτων"
"GROUP_VEHICLE_AI","Ενεργοποίηση/Απενεργοποίηση Τεχνητής Νοημοσύνης Οχημάτων"
"optionFireTruckAI","Πυροσβεστικό Όχημα"
"optionFireCopterAI","Πυροσβεστικό Ελικόπτερο"
"optionGarbageTruckAI","Σκουπιδιάρικο"
"optionPoliceCarAI","Περιπολικό"
"optionPoliceCopterAI","Αστυνομικό Ελικόπτερο"
"txtVehicleAIDescription","Η Τεχνητή Νοημοσύνη Οχημάτων ενισχύει τα οχήματα για να ψάξουν προσεκτικά για ζητήματα προς επίλυση."
"tabImportExport","Εισαγωγές/Εξαγωγές"
"GROUP_IMPORT_RESTRICTIONS","Επιτρέπεται Η Εισαγωγή"
"txtImportRestrictions","Please ensure you have sufficient internal production before disabling these resources."
"sliderWarehouseReservePercent","Reserve Trucks For Local Delivery (%)"
"sliderWarehouseReservePercentLocal","Reserve Trucks (%)"
"GROUP_DUMMY_TRAFFIC","Dummy Traffic"
"optionDummyTraffic","Disable Dummy Traffic"
"txtDummyTraffic","The game adds dummy traffic to make the city feel more alive. This option blocks dummy traffic transfers to reduce traffic within the city."
"optionWarehouseOverride","Override Global Settings"
"listConnectionName","Τίτλος"
"listConnectionType","Τύπος"
"listConnectionGuest","Οχήματα Επισκεπτών"
"listConnectionOwn","Ίδια Οχήματα"
"listConnectionStuck","Κολλημένα"
"listConnectionMultiplier","Πολλαπλασιαστής"
"listConnectionImport","Εισαγωγή"
"listConnectionExport","Εξαγωγή"
"titleOutsideConnectionPanel","Εξωτερικές Συνδέσεις"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Outside Distance Multiplier"
"sliderOutsideDistanceMultiplier","Πολλαπλασιαστής"
"sliderOutsideDistanceMultiplierTooltip","0 = Use global setting\r\n1 = No change to distance\r\n10 = 10x Further away"
"OutsideMultiplierDescription1","These multipliers are applied to the calculated distance in the match algorithm to make the connection seem further away and hence less likely to be chosen as a match."
"OutsideMultiplierDescription2","1 = Καμία αλλαγή στην απόσταση"
"OutsideMultiplierDescription3","10 = 10x πιο μακριά"
"sliderShipMultiplier","Πολλαπλασιαστής Πλοίου"
"sliderPlaneMultiplier","Πολλαπλασιαστής Αεροπλάνων"
"sliderTrainMultiplier","Πολλαπλασιαστής Τρένων"
"sliderRoadMultiplier","Πολλαπλασιαστής Δρόμου"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Πίνακας Εξωτερικών Συνδέσεων"
"keyOpenOutsidePanel","Άνοιγμα Πίνακα Εξωτερικών Συνδέσεων"
"txtDetectedDistricts","Ανιχνευμένες Περιοχές"
"btnDistricts","Περιφέρειες"
"btnDistrict","Περιφέρεια"
"btnPark","Περιοχή"
"btnMap","Χάρτης"
"txtNone","Κανένα"
"txtVehiclesNone","Κανένα"
"txtStatusNone","Κανένα"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Περιορισμοί Περιοχών"
"sliderDistanceRestriction","Maximum Match Distance (km)"
"sliderDistanceRestrictionTooltip","0 = Use global setting, if any or no restriction.\r\n1+ = Maximum match distance"
"titleDistrictPanel","Επιλογή Περιοχών"
"txtAllowedDistricts","Επιτρεπόμενες Περιοχές"
"txtBlockedDistricts","Αποκλεισμένες Περιοχές"
"txtCurrentDistrict","Τρέχουσα Περιοχή"
"txtCurrentPark","Τρέχουσα Ζώνη"
"txtLoad","Φορτίο"
"GROUP_IMPROVED_SERVICES_MATCHING","Improved Service Matching"
"tabMatches","Αντιστοιχίσεις"
"titleTransferStatsPanel","Στατιστικά Διαχείρισης Μεταφοράς"
"sliderOutsideCargoCapacity","Χωρητικότητα φορτίου"
"sliderOutsideResidentCapacity","Χωρητικότητα Κατοίκων"
"sliderOutsideTouristFactor0","Τουριστικός Συντελεστής 0"
"sliderOutsideTouristFactor1","Τουριστικός Συντελεστής 1"
"sliderOutsideTouristFactor2","Τουριστικός Συντελεστής 2"
"sliderOutsideDummyTrafficFactor","Dummy Traffic Factor"
"btnOutsideReset","Επαναφορά"
"GROUP_OUTSIDE_SETTINGS","Εξωτερικές Παράμετροι Σύνδεσης"
"GROUP_BALANCED_MATCH_MODE","Balanced Match Mode"
"dropdownBalancedTitle","Match First When Equal"
"dropdownBalancedModeIncomingFirst","Match Incoming First (Vanilla)"
"dropdownBalancedModeLeastFirst","Match Least Offers First"
"dropdownBalancedModePassiveFirst","Match Passive First"
"txtBalancedMatch","Choose which offer to match first when incoming and outging offers have the same priority."
"GROUP_PATH_DISTANCE","Match Distance Algorithm"
"optionPathDistanceServices","Use Path Distance for Services"
"optionPathDistanceGoods","Use Path Distance for Goods"
"dropdownPathDistanceAlgorithmServices","Services Algorithm"
"dropdownPathDistanceAlgorithmGoods","Goods Algorithm"
"dropdownPathDistanceLOS","Γραμμή θέασης"
"dropdownPathDistanceConnectedLOS","Συνδεδεμένη γραμμή θέασης"
"dropdownPathDistance","Απόσταση Διαδρομής"
"txtPathDistance","Use path distance instead of line of sight distance. This will result in better matches where your network or geography is complex but is slower so please ensure your computer is fast enough for this option."
"optionHighlightMatches","Highlight Matches"
"listBuildingPanelOffersPark","Πάρκο"
"tabTransferRoadAccess","Χωρίς Οδική Πρόσβαση"
"btnResetRoadAccess","Επαναφορά Οδικής Πρόσβασης"
"tabGame","Παιχνίδι"
"btnDeleteVehicle","Διαγραφή οχήματος"
"tabMaintenance","Συντήρηση"
"GROUP_Maintenance","Συντήρηση"
"btnReleaseGhostVehicles","Release Ghost Vehicles"
"txtReleaseGhostVehicles","Look for vehicles that are stuck or without valid positions or status and release them."
"btnReleaseBrokenPathing","Release Broken Pathing"
"txtBrokenPathUnits","Find path units that have not been released correctly but are not used and release them properly."
"txtGhostVehiclesCount","Ghost Vehicles Released"
"GROUP_MAINTENANCE_PATHING","Αποσφαλμάτωση Διαδρομής"
"dropdownConnectionGraph","Προβολή Γραφήματος Σύνδεσης Διαδρομής"
"dropdownConnectionGraphNone","Κανένα"
"dropdownConnectionGraphGoods","Εμπορεύματα"
"dropdownConnectionGraphPedestrianZoneServices","Υπηρεσίες Για Πεζούς"
"dropdownConnectionGraphOtherServices","Άλλες υπηρεσίες"
"txtShowConnectionGraph","While the building panel is open, this option will color each node to show whether they are connected or not according to the Transfer Manager algorithm. Nodes with the same color are connected, differently colored nodes are not."
"tabBuildingPanelCapacity","Capacity"
"sliderTransferIssueDeadTimerValue","Death Timer Threshold"
"sliderTransferIssueSickTimerValue","Sick Timer Threshold"
"sliderTransferIssueGoodsTimerValue","Goods Timer Threshold"
"GROUP_SICK_COLLECTION","Sick Citizen Collection"
"optionOverrideResidentialSick","Override Residential Sick Handler"
"optionCollectionOtherBuildings","Collect Sick From Other Buildings"
"txtOverrideSickCollection","The vanilla sick handler tends to leave quite a few sick citizens uncollected. This option overrides the vanilla sick handler with a custom handler to hopefully improve this behaviour."
"txtSickCollectionOtherBuildings","The vanilla game only collects sick citizens from residential buildings. For more realism and better hospital usage sick citizens can also be collected from other building types as well."
"txtSickCollectionWarning","Warning: Enabling this option on an existing city will result in a surge of sick citizen collection which may tax your hospital system."
"GROUP_BUILDINGPANEL_BUILDING_RESTRICTIONS","Περιορισμοί Κτιρίων"
"btnBuildingRestrictions","Κτήρια"
"btnBuildingRestrictionsSelected","Επιλογή Κτιρίων"
"txtBuildingRestrictionsIncoming","Εισερχόμενα"
"txtBuildingRestrictionsOutgoing","Εξερχόμενα"
"txtBuildingRestrictionsAllBuildings","Όλα Τα Κτίρια"
"txtBuildingRestrictionsRestricted","Περιορισμένο"
"txtAllowedBuildings","Επιτρεπόμενα Κτίρια"
"btnClear","Καθαρισμός"
"reasonGoodsIn","Εισερχόμενα Εμπορεύματα"
"reasonStudent1","Φοιτητές"
"reasonStudent2","Φοιτητές"
"reasonStudent3","Φοιτητές"
"reasonCrime","Έγκλημα"
"reasonCrimeMove","Μετακίνηση Εγκληματιών"
"reasonGarbage","Σκουπίδια"
"reasonGarbageMove","Μετακίνηση Απορριμμάτων"
"reasonGarbageTransfer","Μεταφορά Απορριμμάτων"
"reasonDead","Μεταφορά Νεκρών"
"reasonDeadMove","Μετακίνηση Νεκρών"
"reasonSick","Μεταφορά Ασθενών"
"reasonSickMove","Μετακίνηση Ασθενών"
"reasonFire","Πυρκαγιά"
"reasonFire2","Πυροσβεστικό Ελικόπτερο"
"reasonForestFire","Δασική Πυρκαγιά"
"reasonMaterialOut","Εξερχόμενα Υλικά"
"reasonMail","Ταχυδρομείο"
"reasonMail2","Large Mail"
"reasonUnsortedMail","Αταξινόμητο Ταχυδρομείο"
"reasonSortedMail","Ταξινομημένο Ταχυδρομείο"
"reasonParkMaintenance","Συντήρηση Πάρκου"
"reasonRoadMaintenance","Συντήρηση Δρόμων"
"reasonTaxi","Ταξί"
"reasonTaxiMove","ΤαξίΚινηση"
"reasonCollapsed","Φορτηγά"
"reasonCollapsed2","Ελικόπτερα"
"reasonRawMaterial","Πρώτες Ύλες"
"reasonIncomingMaterial","Εισερχόμενα Υλικά"
"reasonOutgoingMaterial","Εξερχόμενα Υλικά"
"reasonWarehouse","Αποθήκευση"
"reasonGoods","Εμπορεύματα"
"reasonCash","Συλλογή μετρητών"
"reasonFloodWater","Πλημμύρα"
"reasonSnow","Συλλογή Χιονιού"
"reasonSnowMove","Μετακίνηση Χιονιού"
"txtImprovedWarehouseMatching","Vanilla warehouse offers are limited to priority 2, this option will allow them to scale to priority 7."
"optionImprovedWarehouseMatching","Improved Warehouse Transfers"
"tooltipHighlightModeOff","Highlight Mode: Off"
"tooltipHighlightModeMatches","Highlight Mode: Matches\r\n\r\nKey\r\nRed: Selected Building\r\nMagenta: Services\r\nCyan: Raw Materials\r\nBlue: Goods\r\nGreen: Mail\r\nYellow: Everything else"
"tooltipHighlightModeIssues","Highlight Mode: Issues\r\n\r\nKey\r\nRed: Selected Building\r\nCyan and Gold: Low Priority\r\nBlue and Orange: High Priority\r\nGreen: Other service buildings for this issue type"
"GROUP_EXPORT_LIMITS","Export Vehicle Limits"
"sliderExportVehicleLimit","Building Export Vehicle Limit(%)"
"txtExportVehicleLimit","If your outside connections are getting over worked, you can use this setting to limit the number of vehicles that each building can allocate to exporting.\r\n0% = No Export Allowed\r\n100% = Unrestricted"
"optionImprovedWarehouseTransfer","Improved Warehouse Transfer"
"GROUP_VISUALS","Visuals"
"optionEnablePanelTransparency","Enable Panel Transparency (Requires Restart)"
"optionOverrideGenericIndustriesHandler","Override Generic Industries Handler"
"txtOverrideGenericIndustriesHandler","The generic industries handler tends to request a lot of material very urgently which can generate a lot of truck traffic and hog the available material. This handler attempts to correct these issues."
"GROUP_MAINTENANCE_LOGGING","Match Set Logging"
"dropdownLoggingReason","Αιτία Καταγραφής"
"txtMatchLogging","Αυτή η επιλογή θα γράψει τα αρχεία καταγραφής για κάθε σύνολο αντιστοίχισης για τον επιλεγμένο λόγο. Προειδοποίηση: Αυτό παράγει μια σημαντική ποινή απόδοσης, παρακαλώ ενεργοποιήστε μόνο για επίλυση προβλημάτων."
"txtMatchLoggingPath","Log File Path:\r\n"
"optionShowBuildingId","Show Building ID In Title"
"GROUP_PATH_FAIL_EXCLUSION","Path Failure"
"txtPathFailExclusion","Detect path failures and block any further matches between these failed objects for a while."
"optionPathFailExclusion","Path Failure Exclusion"
"dropdownCandidates","Καταγραφή Υποψηφιοτήτων"
"dropdownAllCandidates","Όλοι Οι Υποψήφιοι"
"dropdownValidCandidates","Έγκυροι Υποψήφιοι"
"dropdownExcludedCandidates","Αποκλεισμένοι Υποψήφιοι"
"dropdownNoCandidates","Δεν Υπάρχουν Υποψήφιοι"
"sliderPathDistanceHeuristic","Απόδοση Αλγορίθμου"
"txtPathDistanceHeuristic","Ο αλγόριθμος απόστασης διαδρομής μπορεί να χρησιμοποιήσει μια ευρετική λύση για να επιταχύνει τον υπολογισμό, αλλά αυτ'η η ευρετική λύση μπορεί να μειώσει την ακρίβεια της επιλογής του πλησιέστερου ταιριάσματος σε ορισμένες περιπτώσεις."
"txtPathDistanceHeuristicKey","0% = Ακριβής (Χωρίς ευρετική λύση), 100% = Γρήγορη (Μόνο Για ευρετική λύση)"
"txtPathDistanceShift","Ο αλγόριθμος απόστασης διαδρομής προσαρμόζει το χρόνο ταξιδιού του τελευταίου τμήματος μιας εξωτερικής σύνδεσης, εντός του αλγορίθμου, για την εφαρμογή των εξωτερικών πολλαπλασιαστών σύνδεσης. Αλλάζοντας αυτή την τιμή μπορείτε να ρυθμίσετε την υποκείμενη βασική τιμή που εφαρμόζεται σε αυτά τα τμήματα."
"sliderPathDistanceShift","Αξία Πολλαπλασιαστή Βάσης (Χρόνος Ταξιδίου)"
"txtPathUnitCount","Απελευθέρωση Μονάδων Διαδρομής"
"txtEnterBuildingId","Επιλέξτε Κτήριο η Αναγνωριστικό Κτηρίου"
"tooltipCopySettings","Αντιγραφή ρυθμίσεων"
"tooltipPasteSettings","Επικόλληση ρυθμίσεων"
"tooltipClearSettings","Διαγραφή ρυθμίσεων"
"GROUP_TAXI_MOVE","Χρήση Στάσης Ταξί"
"txtTaxiMove","Αυτή η επιλογή κάνει τη στάση Taxi ως κόμβο για ταξί και όχι για το αμαξοστάσιο. Αυτό σημαίνει ότι το ταξί θα περιμένει τώρα σε στάσεις κοντά σε ένα αεροδρόμιο ή πολυσύχναστη τουριστική περιοχή αντί να είναι κρυμμένο στο αμαξοστάσιο."
"optionTaxiMove","Βελτίωση Της Χρήσης Στάσης Ταξί"
"sliderTaxiStandDelay","Καθυστέρηση Χρήσης Στάσης Ταξί"
"txtTaxiStandDelay","Προσθέστε μια μικρή καθυστέρηση πριν από ένα ταξί, που περιμένει σε μια στάση, θα κάνει μια προσφορά ταξί. Αυτό εμποδίζει τα ταξί να φτάνουν συνεχώς σε στάση ταξί και στη συνέχεια να αποστέλλονται αμέσως για να παραλάβουν έναν άλλο πολίτη."
"tabAdvanced","Advanced"
"GROUP_PATCHES","Patches"
"txtAdvancedDescription","These patches are designed to fix issues in the vanilla game code that effect transfers. It is recommended to have them enabled unless troubleshooting an issue you are having."
"optionForceCargoShipSpawn","Force cargo ships to spawn at outside connections."
"optionForcePassengerShipSpawn","Force passenger ships to spawn at outside connections."
"optionForceCargoPlaneSpawn","Force cargo planes to spawn at outside connections."
"optionForcePassengerPlaneSpawn","Force passenger planes to spawn at outside connections."
"optionForceAirportGateToSpawn","Force passenger planes to spawn at airport DLC gates."
"optionFixCargoTrucksDisappearingOutsideConnections","Fix cargo trucks spawning at outside connections then disappearing."
"optionResetStopMaxWaitTimeWhenNoPasengers","Reset stop max wait time when no passengers waiting at stop."
"optionFixBankVansStuckCargoStations","Fix bank vans getting stuck at cargo stations."
"optionFixPostVansStuckCargoStations","Fix post vans getting stuck at cargo stations."
"optionFixTransportStationNullReferenceException","Fix transport station null reference exception."
"optionFixPostTruckCollectingMail","Fix post trucks collecting mail after visiting a service point."
"optionFixFishWarehouses","Fix fish warehouses spawning fishing boats."
"optionFixCargoWarehouseAccessSegment","Fix cargo warehouse pathing issues (incorrect access segment)."
"optionRemoveEmptyWarehouseLimit","Remove Empty mode warehouse capacity limitation (Requires restart)."
"optionFixCargoWarehouseExcludeFlag","Fix cargo warehouse offer missing exclude flag (Requires restart)."
"optionLogCitizenPathFailures","Log citizen path failures"
"txtLogCitizenPathFailureWarning","Warning: This option usually produces a large number of path failures and is only intended to help when debugging a buildings path issues."
