"Context","Source/Translation"
"chkBuildingPanelReserveWarehouseTrucks","Réserver les camions de marchandises de l'entrepôt pour les transferts locaux"
"tabBuildingPanelStatus","Statut"
"listBuildingPanelStatusColumn1","Matériaux"
"listBuildingPanelStatusColumn2","Valeur"
"listBuildingPanelStatusColumn3","Fournisseur"
"listBuildingPanelStatusColumn4","Véhicule"
"listBuildingPanelStatusColumn5","Minuteur"
"tabBuildingPanelTransfers","Transfert"
"labelBuildingPanelOffers","Offres de Transfert"
"labelBuildingPanelMatchOffers","Demandes en cours"
"listBuildingPanelOffersColumn1","Entrée/Sortie"
"listBuildingPanelOffersColumn2","Matériaux"
"listBuildingPanelOffersColumn3","Priorité"
"listBuildingPanelOffersColumn4","Actif"
"listBuildingPanelOffersColumn5","Montant"
"listBuildingPanelOffersColumn6","Description"
"listBuildingPanelMatchesColumn1","Temps"
"listBuildingPanelMatchesColumn2","Matériaux"
"listBuildingPanelMatchesColumn3","Actif"
"listBuildingPanelMatchesColumn4","Montant"
"listBuildingPanelMatchesColumn5","Δ"
"listBuildingPanelMatchesColumn6","Description"
"titleTransferIssuesPanel","Problème"
"tabTransferIssuesPathing","En cours"
"listPathingColumn1","Temps"
"listPathingColumn2","Source"
"listPathingColumn3","Objectif"
"tabTransferIssuesDead","Mort"
"listDeadColumn1","Mort"
"listDeadColumn2","Minuteur"
"listDeadColumn3","Source"
"listDeadColumn4","Objectif"
"listDeadColumn5","Véhicule"
"tabTransferIssuesSick","Malade"
"listSickColumn1","Malade"
"listBuildingPanelVehicleTarget","Objectif"
"dropdownBuildingPanelPreferLocalLabel","Restrictions de quartier"
"dropdownBuildingPanelPreferLocal1","Tous les quartiers"
"dropdownBuildingPanelPreferLocal2","Préférer dans le quartier"
"dropdownBuildingPanelPreferLocal3","Seulement dans le quartier"
"dropdownBuildingPanelPreferLocal4","Tous les districts, sauf pour"
"tabTransferIssuesOutside","Extérieur"
"GROUP_BUILDING_PANEL","Panneau de construction"
"keyOpenBuildingPanel","Ouvrir le Panneau de construction"
"GROUP_LOCALISATION","Traduction"
"dropdownLocalization","Langue"
"tabBuildingPanelVehicles","Véhicules"
"txtBuildingPanelTransferManagerWarning","Attention : Ces paramètres nécessitent l'activation de Transfer Manager Personnalisé."
"tabTransferIssuesGoods","Marchandises entrantes"
"tabTransferIssuesGoodsOut","Marchandises sortantes"
"chkShowIssuesWithVehicles","Afficher les problèmes d'itinéraire des véhicules"
"GROUP_BUILDINGPANEL_DISTRICT","Restrictions de Quartier"
"dropdownBuildingPanelOutgoingPreferLocalLabel","Sortant"
"dropdownBuildingPanelIncomingPreferLocalLabel","Entrant"
"chkAllowImport","Autoriser les importations"
"chkAllowExport","Autoriser les exportations"
"GROUP_BUILDINGPANEL_APPLYTOALL","Appliquer à tous les bâtiments de ce type"
"tabExperimental","Expérimental"
"chkDistrictAllowServices","Autoriser les services (éboueur, pompier, police...)"
"GROUP_DISTANCE_LIMITS","Limite de distance"
"tabDistanceRestrictions","Distance"
"sliderDeathcareDistanceLimits","Limite de distance des services mortuaires (km)"
"sliderHealthcareDistanceLimits","Limite de distance des services de santé(km)"
"sliderGarbageDistanceLimits","Limite de distance des éboueurs (km)"
"sliderPoliceDistanceLimits","Limite de distance de la police (km)"
"sliderFireDistanceLimits","Limite de distance des pompiers (km)"
"sliderMailDistanceLimits","Limite de distance du courrier (km)"
"txtDistanceLimits","Distance de correspondance maximale autorisée, 0 = Illimitée. Les imports/exports ne sont pas affectés."
"tabVehicleAI","Véhicules IA"
"GROUP_VEHICLE_AI","Activer/Désactiver Vehicle AI"
"optionFireTruckAI","Camion de pompiers"
"optionFireCopterAI","Hélicoptère des pompiers"
"optionGarbageTruckAI","Camion poubelle"
"optionPoliceCarAI","Voiture de police"
"optionPoliceCopterAI","Hélicoptères de police"
"txtVehicleAIDescription","VehicleAI permet aux véhicules de trouver des problèmes à résoudre dans leur zone."
"tabImportExport","Import / Export"
"GROUP_IMPORT_RESTRICTIONS","Autoriser les importations"
"txtImportRestrictions","Assurez-vous d'avoir une production propre suffisante avant de désactiver ces ressources."
"sliderWarehouseReservePercent","Reserve Trucks For Local Delivery (%)"
"sliderWarehouseReservePercentLocal","Reserve Trucks (%)"
"GROUP_DUMMY_TRAFFIC","Trafic fictif"
"optionDummyTraffic","Désactiver le trafic fictif"
"txtDummyTraffic","Le jeu ajoute du trafic fictif pour rendre la ville plus vivante. Cette option bloque les transferts de trafic fictif pour réduire le trafic dans la ville."
"optionWarehouseOverride","Remplacer les paramètres globaux"
"listConnectionName","Nom"
"listConnectionType","Type"
"listConnectionGuest","Véhicules invités"
"listConnectionOwn","Véhicules Propre"
"listConnectionMultiplier","Coefficient"
"listConnectionImport","Import"
"listConnectionExport","Export"
"titleOutsideConnectionPanel","Connexions extérieures"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Coefficient de distance"
"sliderOutsideDistanceMultiplier","Coefficient"
"sliderOutsideDistanceMultiplierTooltip","0 = Utiliser le réglage global\r\n1 = Aucun changement de distance\r\n10 = 10x Plus loin"
"OutsideMultiplierDescription1","Ces coefficients sont utilisés pour calculer la portée de la connexion dans l'algorithme de mise en correspondance, afin de donner l'impression que la connexion est plus éloignée et donc moins susceptible d'être choisie comme correspondance."
"OutsideMultiplierDescription2","1 = Pas de changement de distance"
"OutsideMultiplierDescription3","10 = 10 x plus loin"
"sliderShipMultiplier","Coefficient des bateaux"
"sliderPlaneMultiplier","Coefficient des avions"
"sliderTrainMultiplier","Coefficient des trains"
"sliderRoadMultiplier","Coefficient des routes"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Panneau de Connexion Extérieure"
"keyOpenOutsidePanel","Ouvrir Panneau de Connexion Extérieure"
"txtDetectedDistricts","Quartiers détectés"
"btnDistricts","Quartier"
"btnDistrict","Quartier"
"btnPark","Parc"
"btnMap","Carte"
"txtNone","Aucun"
"txtVehiclesNone","Aucun"
"txtStatusNone","Aucun"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Restrictions de distance"
"sliderDistanceRestriction","Distance maximale des correspondances(km)"
"sliderDistanceRestrictionTooltip","0 = Utiliser le paramètre global, s'il y a ou non une restriction.\r\n1+ = Distance de correspondance maximale"
"titleDistrictPanel","Sélectionnez les quartiers"
"txtAllowedDistricts","Quartiers autorisés"
"txtBlockedDistricts","Quartiers bloqués"
"txtCurrentDistrict","Quartier actuel"
"txtCurrentPark","Parc actuel"
"txtLoad","Chargement"
"GROUP_IMPROVED_SERVICES_MATCHING","Correspondance de service améliorée"
"tabMatches","Correspondance"
"titleTransferStatsPanel","Statistiques du gestionnaire de transfert"
"sliderOutsideCargoCapacity","Capacité de Marchandise"
"sliderOutsideResidentCapacity","Capacité Résident"
"sliderOutsideTouristFactor0","Facteur touristique 0"
"sliderOutsideTouristFactor1","Facteur touristique 1"
"sliderOutsideTouristFactor2","Facteur touristique 2"
"sliderOutsideDummyTrafficFactor","Facteur de trafic factice"
"btnOutsideReset","Réinitialiser"
"GROUP_OUTSIDE_SETTINGS","Paramètres de connexion extérieurs"
"GROUP_BALANCED_MATCH_MODE","Mode de correspondance équilibré"
"dropdownBalancedTitle","Correspondance en premier si égal"
"dropdownBalancedModeIncomingFirst","Correspondant en premier (Vanilla)"
"dropdownBalancedModeLeastFirst","Faire correspondre les moins d'offres en premier"
"dropdownBalancedModePassiveFirst","Correspondance passive en premier"
"txtBalancedMatch","Choisissez l'offre qui doit correspondre en premier lorsque les offres entrantes et sortantes ont la même priorité."
"GROUP_PATH_DISTANCE","Algorithme de distance de correspondance"
"optionPathDistanceServices","Utiliser la distance de chemin pour les services"
"optionPathDistanceGoods","Utiliser la distance de chemin pour les marchandises"
"txtPathDistance","Utiliser la distance du chemin au lieu de la distance de vue. Cela donnera de meilleures correspondances là où votre réseau ou votre géographie est complexe, mais plus lent, donc veuillez vous assurer que votre ordinateur est assez rapide pour cette option."
"optionHighlightMatches","Surligner les correspondances"
"listBuildingPanelOffersPark","Parc"
"tabTransferRoadAccess","Pas d'accès à la route"
"btnResetRoadAccess","Réinitialiser l'accès à la route"
"tabGame","Jeu"
"btnDeleteVehicle","Supprimer le véhicule"
"tabMaintenance","Maintenance"
"GROUP_Maintenance","Maintenance"
"btnReleaseGhostVehicles","Libérer les véhicules fantômes"
"txtReleaseGhostVehicles","Recherchez les véhicules qui sont bloqués ou qui n'ont pas de positions ou de statut valides et relâchez-les."
"btnReleaseBrokenPathing","Libérer le cheminement brisé"
"txtBrokenPathUnits","Trouver les unités de chemin qui n'ont pas été publiées correctement mais qui ne sont pas utilisées et les libérer correctement."
"txtGhostVehiclesCount","Véhicules fantômes libérés"
"GROUP_MAINTENANCE_PATHING","Débogage du chemin"
"dropdownConnectionGraph","Afficher le graphique de connexion des chemins"
"dropdownConnectionGraphNone","Aucun"
"dropdownConnectionGraphGoods","Marchandise"
"dropdownConnectionGraphServices","Services"
"txtShowConnectionGraph","Pendant que le panneau de construction est ouvert, cette option colorera chaque noeud pour montrer s'il est connecté ou non."
"tabBuildingPanelCapacity","Capacité"
"sliderTransferIssueDeadTimerValue","Seuil de temps de mort"
"sliderTransferIssueSickTimerValue","Seuil de minuterie malade"
"sliderTransferIssueGoodsTimerValue","Seuil de minuterie de marchandises"
"GROUP_SICK_COLLECTION","Collection de citoyens malades"
"optionOverrideResidentialSick","Remplacer le gestionnaire de malades résidentiels"
"optionCollectionOtherBuildings","Collecter les malades des autres bâtiments"
"txtOverrideSickCollection","Le manipulateur de la vanille a tendance à laisser pas mal de citoyens malades. Cette option remplace le gestionnaire de maladies de la vanille par un gestionnaire personnalisé pour améliorer ce comportement."
"txtSickCollectionOtherBuildings","Le jeu de la vanille ne rassemble que les citoyens malades des immeubles résidentiels. Pour un plus grand réalisme et une meilleure utilisation de l'hôpital, les citoyens malades peuvent également être recueillis auprès d'autres types de bâtiments."
"txtSickCollectionWarning","Attention : Activer cette option sur une ville existante entraînera une augmentation de la perception des citoyens malades, qui pourrait taxer votre système hospitalier."
"GROUP_BUILDINGPANEL_BUILDING_RESTRICTIONS","Restrictions de Bâtiment"
"btnBuildingRestrictions","Bâtiments..."
"btnBuildingRestrictionsSelected","Sélectionner un bâtiment "
"txtBuildingRestrictionsIncoming","Entrant"
"txtBuildingRestrictionsOutgoing","Sortant"
"txtBuildingRestrictionsAllBuildings","Tous les bâtiments"
"txtBuildingRestrictionsRestricted","Limité"
"btnClear","Effacer"
"reasonGoodsIn","Marchandises entrantes"
"reasonStudent1","Étudiants"
"reasonStudent2","Étudiants"
"reasonStudent3","Étudiants"
"reasonCrime","Meurtre"
"reasonCrimeMove","Déplacer des criminels"
"reasonGarbage","Déchets"
"reasonGarbageMove","Déplacement des déchets"
"reasonGarbageTransfer","Transfert des déchets"
"reasonDead","Collecter les Morts"
"reasonDeadMove","Déplacement mort"
"reasonSick","Collecte des malades"
"reasonSickMove","Déplacement de malades"
"reasonFire","Feu"
"reasonFire2","Hélicoptère de feu"
"reasonForestFire","Feu de forêt"
"reasonMaterialOut","Matériaux sortants"
"reasonMail","Courrier"
"reasonUnsortedMail","Courrier non trié"
"reasonSortedMail","Courrier trié"
"reasonParkMaintenance","Entretien des parcs"
"reasonRoadMaintenance","Entretien de la voirie"
"reasonTaxi","Taxi"
"reasonCollapsed","Camions"
"reasonCollapsed2","Hélicoptères"
"reasonRawMaterial","Matière première"
"reasonIncomingMaterial","Matériel entrant"
"reasonOutgoingMaterial","Matériel sortant"
"reasonWarehouse","Stockage"
"reasonGoods","Marchandise"
"reasonCash","Cash Collection"
"txtImprovedWarehouseMatching","Vanilla warehouse offers are limited to priority 2, this option will allow them to scale to priority 7."
"optionImprovedWarehouseMatching","Transfert d'entrepôt amélioré"
"tooltipHighlightModeOff","Highlight Mode: Off"
"tooltipHighlightModeMatches","Highlight Mode: Matches\r\n\r\nKey\r\nMagenta: Services\r\nCyan: Raw Materials\r\nBlue: Goods\r\nYellow: Everything else"
"tooltipHighlightModeIssues","Highlight Mode: Issues\r\n\r\nKey\r\nCyan: Low Priority\r\nBlue: High Priority\r\nGreen: Other service buildings for this issue type"
"GROUP_EXPORT_LIMITS","Export Vehicle Limits"
"sliderExportVehicleLimit","Building Export Vehicle Limit(%)"
"txtExportVehicleLimit","If your outside connections are getting over worked, you can use this setting to limit the number of vehicles that each building can allocate to exporting.\r\n0% = No Export Allowed\r\n100% = Unrestricted"
"optionImprovedWarehouseTransfer","Improved Warehouse Transfer"
"GROUP_VISUALS","Visuals"
"optionEnablePanelTransparency","Enable Panel Transparency (Requires Restart)"
