"Context","Source/Translation"
"txtSickCollectionOtherBuildings","バニラのゲームでは、住宅区画からしか病人を収容しません。更に現実的で効果的な病院利用を促すために、病人を他の建物からも収容可能にします。"
"txtSickCollectionWarning","警告: 既存の都市でオプションを有効化すると、病人の収容人数が急増する場合があります。そのため、病院のシステムに負担が掛かる可能性があります。"
"GROUP_BUILDINGPANEL_BUILDING_RESTRICTIONS","建築の制限"
"btnBuildingRestrictions","建物..."
"btnBuildingRestrictionsSelected","建物を選択"
"txtBuildingRestrictionsIncoming","受信"
"txtBuildingRestrictionsOutgoing","発信"
"txtBuildingRestrictionsAllBuildings","全ての建物"
"txtBuildingRestrictionsRestricted","制限中"
"btnClear","クリア"
"reasonGoodsIn","商品の搬入"
"reasonStudent1","学生"
"reasonStudent2","学生"
"reasonStudent3","学生"
"reasonCrime","犯罪"
"reasonCrimeMove","移動中の犯罪者"
"reasonGarbage","ゴミ"
"reasonGarbageMove","ゴミの移動"
"reasonGarbageTransfer","ゴミの移送"
"reasonDead","死者の回収"
"reasonDeadMove","死者の移送"
"reasonSick","病人の回収"
"reasonSickMove","病人の移送"
"reasonFire","火災"
"reasonFire2","消防ヘリ"
"reasonForestFire","森林火災"
"reasonMaterialOut","資源の搬出"
"reasonMail","郵便物"
"reasonUnsortedMail","未分類の郵便"
"reasonSortedMail","分類済みの郵便"
"reasonParkMaintenance","パーク整備車両"
"reasonRoadMaintenance","道路整備車両"
"reasonTaxi","タクシー"
"reasonCollapsed","トラック"
"reasonCollapsed2","ヘリコプター"
"reasonRawMaterial","原材料"
"reasonIncomingMaterial","資源の搬入"
"reasonOutgoingMaterial","資源の搬出"
"reasonWarehouse","保管施設"
"reasonGoods","商品"
"reasonCash","Cash Collection"
"txtImprovedWarehouseMatching","バニラの倉庫オファーは、優先度「2」で指定されています。このオプションは、優先度「7」まで拡張が可能です。"
"optionImprovedWarehouseMatching","倉庫の輸送を改善"
"tooltipHighlightModeOff","ハイライトモード: オフ"
"tooltipHighlightModeMatches","ハイライトモード: 一致\r\n\r\nキー\r\n赤紫: サービス\r\nシアン: 原料\r\n青色: 商品\r\n黄色: 他の全て"
"tooltipHighlightModeIssues","ハイライトモード: 問題点\r\n\r\nキー\r\nシアン: 低優先\r\n青色: 高優先\r\n緑色: 他のサービス建物での問題"
"GROUP_EXPORT_LIMITS","輸出の車両数を制限"
"sliderExportVehicleLimit","建物の輸出車両を制限(%)"
"txtExportVehicleLimit","外部接続が過負荷になっている場合は、この設定から各建物で輸出に割り当てる車両数を制限できます。\r\n0% = 輸出不可\r\n100% = 制限なし"
"optionImprovedWarehouseTransfer","Improved Warehouse Transfer"
"GROUP_VISUALS","Visuals"
"optionEnablePanelTransparency","Enable Panel Transparency (Requires Restart)"
