"Context","Source/Translation"
"dropdownConnectionGraph","パスの接続グラフを表示"
"dropdownConnectionGraphNone","無し"
"dropdownConnectionGraphGoods","商品"
"dropdownConnectionGraphPedestrianZoneServices","歩行者エリアのサービス"
"dropdownConnectionGraphOtherServices","他のサービス"
"txtShowConnectionGraph","オプションはTransfer Managerのアルゴリズムに従って、各ノードに着色して接続状況を表示します。 同色のノードは接続されていて、色が違うノードは接続されていません。"
"tabBuildingPanelCapacity","容量"
"sliderTransferIssueDeadTimerValue","葬儀タイマーの閾値"
"sliderTransferIssueSickTimerValue","病気タイマーの閾値"
"sliderTransferIssueGoodsTimerValue","商品タイマーの閾値"
"GROUP_SICK_COLLECTION","病人の収容方法"
"txtOverrideSickHandler","The vanilla sick handler has very little in game consequences, citizens will occasionally be forced to move home and very rarely a building will become abandoned. This option overrides the vanilla sick handler with a custom handler where citizens will often die if no ambulance arrives in time."
"optionOverrideSickHandler","Override Sick Handler"
"txtSickSadNotification","Display sad notification when there are sick to be collected but no normal sick issues with the building."
"optionDisplaySickNotification","Display Sad Notification"
"optionSickHelicopterRate","Helicopter Request Rate"
"txtSickHelicopterRate","How often will the citizens request a helicopter instead of an ambulance."
"optionSickWalkRate","Walk Request Rate"
"txtSickWalkRate","How often are the citizens willing to walk to the hospital instead of getting an ambulance."
"GROUP_BUILDINGPANEL_BUILDING_RESTRICTIONS","建物の制限"
"btnBuildingRestrictions","建物..."
"btnBuildingRestrictionsSelected","建物を選択"
"txtBuildingRestrictionsIncoming","受信"
"txtBuildingRestrictionsOutgoing","発信"
"txtBuildingRestrictionsAllBuildings","全ての建物"
"txtBuildingRestrictionsRestricted","制限中"
"txtAllowedBuildings","許可した建物"
"btnClear","クリア"
"reasonGoodsIn","商品の搬入"
"reasonStudent1","学生"
"reasonStudent2","学生"
"reasonStudent3","学生"
"reasonCrime","犯罪"
"reasonCrimeMove","移動中の犯罪者"
"reasonGarbage","ゴミ"
"reasonGarbageMove","ゴミの移動"
"reasonGarbageTransfer","ゴミの移送"
"reasonDead","死者の回収"
"reasonDeadMove","死者の移送"
"reasonSick","病人の回収"
"reasonSickMove","病人の移送"
"reasonFire","火災"
"reasonFire2","消防ヘリ"
"reasonForestFire","森林火災"
"reasonMaterialOut","資源の搬出"
"reasonMail","郵便物"
"reasonMail2","大量の郵便物"
"reasonUnsortedMail","未分類の郵便"
"reasonSortedMail","分類済みの郵便"
"reasonParkMaintenance","パーク整備車両"
"reasonRoadMaintenance","道路整備車両"
"reasonTaxi","タクシー"
"reasonTaxiMove","タクシーの移動"
"reasonCollapsed","トラック"
"reasonCollapsed2","ヘリコプター"
"reasonRawMaterial","原材料"
"reasonIncomingMaterial","資源の搬入"
"reasonOutgoingMaterial","資源の搬出"
"reasonWarehouse","保管施設"
"reasonGoods","商品"
"reasonCash","現金の収集"
"reasonFloodWater","浸水"
"reasonSnow","雪の回収"
"reasonSnowMove","雪の移送"
"txtImprovedWarehouseMatching","バニラの倉庫オファーは、優先度「2」で指定されています。このオプションは、優先度「7」まで拡張が可能です。"
"optionImprovedWarehouseMatching","倉庫の輸送を改善"
"tooltipHighlightModeOff","ハイライトモード: オフ"
"tooltipHighlightModeMatches","ハイライトモード: 一致\r\n\r\nキー\r\n赤色: 選択した建物\r\n赤紫: サービス\r\nシアン: 原料\r\n青色: 商品\r\n緑色: 郵便\r\n黄色: 他の全て"
"tooltipHighlightModeIssues","ハイライトモード: 問題点\r\n\r\nキー\r\n赤色: 選択した建物\r\nシアン＆金色: 低優先\r\n青色＆橙色: 高優先\r\n緑色: 他のサービス施設での問題"
"tooltipHighlightModeSettings","Highlight Mode: Settings\r\n\r\nKey\r\nRed: Building with settings."
"tooltipHighlightModeIssues2","Highlight Mode: Issues\r\n\r\nKey"
"GROUP_EXPORT_LIMITS","輸出の車両数を制限"
"sliderExportVehicleLimit","建物の輸出車両を制限(%)"
"txtExportVehicleLimit","外部接続が過負荷になっている場合は、この設定から各建物で輸出に割り当てる車両数を制限できます。\r\n0% = 輸出不可\r\n100% = 制限なし"
"optionImprovedWarehouseTransfer","倉庫の輸送を改善"
"GROUP_VISUALS","グラフィック"
"optionEnablePanelTransparency","パネルの透過を有効化 (再起動が必要)"
"optionOverrideGenericIndustriesHandler","一般産業の内部処理を上書き"
"txtOverrideGenericIndustriesHandler","一般産業の内部処理は、過剰な資源を即座に要求する傾向があります。そのため、多数のトラックがスポーンして、利用可能な資源まで独占する可能性があります。この内部処理で起こる問題の改善を試みます。"
"GROUP_MAINTENANCE_LOGGING","各マッチのログを記録"
"dropdownLoggingReason","ログの理由"
"txtMatchLogging","このオプションは、選択した理由で設定された各マッチのログをファイルに書き出します。 警告: 大幅にパフォーマンスが低下します。トラブルシューティングの目的でのみ使用して下さい。"
"txtMatchLoggingPath","ログのファイルパス:\r\n"
"optionShowBuildingId","建物IDをタイトルに表示"
"GROUP_PATH_FAIL_EXCLUSION","経路エラー"
"txtPathFailExclusion","経路探索の失敗を検出して、これらの失敗したオブジェクト間のマッチ処理をしばらくブロックします。"
"optionPathFailExclusion","経路エラーの除外"
"dropdownCandidates","ログ取得時の候補"
"dropdownAllCandidates","全ての候補"
"dropdownValidCandidates","有効な候補"
"dropdownExcludedCandidates","除外する候補"
"dropdownNoCandidates","候補なし"
"sliderPathDistanceHeuristic","アルゴリズムの性能"
"txtPathDistanceHeuristic","経路距離のアルゴリズムは、処理を高速化するためにヒューリスティックな手法を使用します。このヒューリスティックは状況次第ですが、最も近い一致を選択する精度が低下する場合があります。"
"txtPathDistanceHeuristicKey","0% = 正確 (ヒューリスティック無し) / 100% = 速い (ヒューリスティックのみ)"
"txtPathDistanceShift","経路距離のアルゴリズムは、外部接続の最後のセグメントに乗数を適用して移動時間を調整します。 アルゴリズム内で乗数を変更することで、これらのセグメントに適用される基本的な数値を調整可能にします。"
"sliderPathDistanceShift","基本の乗算値 (移動時間)"
"txtPathUnitCount","Path Unitsを解放"
"txtEnterBuildingId","建物を選択するか、Building IDを入力"
"tooltipCopySettings","設定のコピー"
"tooltipPasteSettings","設定を貼り付け"
"tooltipClearSettings","設定をクリア"
"GROUP_TAXI_MOVE","タクシー待機所の利用"
"txtTaxiMove","オプションはタクシー待機所をハブのように変えます。 タクシーがタクシー車庫へ出来るだけ戻らずに、空港周辺や観光客の多い地区にある待機所でタクシーが待ちます。"
"optionTaxiMove","タクシー待機所の利用を改善"
"sliderTaxiStandDelay","タクシー待機所の遅延"
"txtTaxiStandDelay","タクシー待機所で待つタクシーの配車前に、少し遅延を追加します。 タクシーが頻繁にタクシー待機所に到着して、すぐに市民を乗せるために出発する配車の挙動を抑制します。"
"tabAdvanced","高度"
"GROUP_PATCHES","パッチ"
"GROUP_SPAWN_PATCHES","スポーンのパッチ"
"GROUP_VEHICLE_PATCHES","車両のパッチ"
"GROUP_WAREHOUSE_PATCHES","倉庫のパッチ"
"txtAdvancedDescription","これらのパッチは輸送に関する、バニラのゲームコードにある諸問題を修正します。 バニラで起こる問題のトラブルシューティングを行わない限り、基本的に有効化することをお勧めします。"
"optionForceCargoShipSpawn","外部接続で貨物船のスポーンを強制"
"optionForcePassengerShipSpawn","外部接続で大型客船のスポーンを強制"
"optionForceCargoPlaneSpawn","外部接続で貨物機のスポーンを強制"
"optionForcePassengerPlaneSpawn","外部接続で旅客機のスポーンを強制"
"optionForceAirportGateToSpawn","DLC Airportのゲートで旅客機のスポーンを強制"
"optionFixCargoTrucksDisappearingOutsideConnections","外部接続から貨物トラックが出現して、すぐ消える問題を修正"
"optionResetStopMaxWaitTimeWhenNoPasengers","停留所で乗客が待っていない場合は、停留所の退屈タイマーをリセット"
"optionFixBankVansStuckCargoStations","貨物駅でスタックする現金輸送車を修正"
"optionFixPostVansStuckCargoStations","貨物駅でスタックする郵便配達車を修正"
"optionFixTransportStationNullReferenceException","交通機関の駅で起こる、null reference exceptionエラーを修正"
"optionFixPostTruckCollectingMail","サービス地点を訪問した後に、郵便物を回収する郵便トラックの挙動を修正"
"optionFixFishWarehouses","漁船のスポーンする魚介類の倉庫を修正"
"optionFixCargoWarehouseAccessSegment","貨物駅付き倉庫で経路探索エラーを修正 (不正なアクセスセグメント)"
"optionForceCargoTrainDespawnOutsideConnections","外部接続で貨物列車のデスポーンを強制"
"optionForceCargoShipDespawnOutsideConnections","外部接続で貨物船のデスポーンを強制"
"optionForceCargoPlaneDespawnOutsideConnections","外部接続で貨物機のデスポーンを強制"
"optionRemoveEmptyWarehouseLimit","倉庫で搬出モードの容量制限を解除 (再起動が必要)"
"optionFixCargoWarehouseExcludeFlag","貨物駅付き倉庫でオファーの除外フラグを修正 (再起動が必要)"
"optionFixCargoWarehouseOfferRatio","より均等に使用するように貨物駅付き倉庫のオファー率を修正"
"optionLogCitizenPathFailures","住民の経路探索の失敗をログ"
"txtLogCitizenPathFailureWarning","警告: オプションの有効時は経路探索のエラーログを大量に生成するので、建物などで経路問題のデバッグで使用して下さい。"
"GROUP_UNLIMITED","オファー量の無制限化"
"txtApplyUnlimited","最近のCities Sylinesのアップデートで、Colossal Orderはオファー処理に無制限のフラグを導入しました。 このフラグを使用すると、オファーは大きな数量でも常にマッチします。 フラグをTransfer Managerにも適用したい場合は、このオプションを有効化して下さい。"
"txtApplyUnlimitedWarning","警告: オプションは新しい倉庫と外部接続がマッチすると、大量のトラフィックが発生する可能性があります。"
"optionApplyUnlimited","オファー量の無制限化を適用"
"txtAdditionalDistricts","追加の地区"
"GROUP_INTERCITY_STOPS","都市間の停車場"
"txtIntercityStopSpawnAtCount","待機中の乗客数が閾値に達した場合は、車両を強制的にスポーン\r\n0 = OFF"
"sliderForceTrainSpawnAtCount","鉄道の待機人数"
"sliderForceShipSpawnAtCount","船舶の待機人数"
"sliderForcePlaneSpawnAtCount","飛行機の待機人数"
"sliderForceBusSpawnAtCount","バスの待機人数"
"optionFixFindHospital","Patch ResidentAI.FindHospital (Requires restart)."
"txtFindHospital","There is a bad vanilla bug in ResidentAI.FindHospital that breaks sick, eldercare and childcare services."
"GROUP_OVEREDUCATED_WORKERS","Overeducated Workers"
"txtEmployOvereducatedWorkers","When this option is enabled, workers will occasionally apply for lower level jobs."
"optionEmployOverEducatedWorkers","Employ Overeducated Workers"
"GROUP_SICK_GENERATE","Sick Citizen Generatation"
"txtRandomSick","To increase hospital usage you can randomly make a citizen sick."
"txtRandomSickRate","Random Sick Rate"
"txtRandomSickRateScale","0 = OFF, 100 = Very High, 10000 = Very Low"
"sliderMainBuildingMaxMail","Main Building Max Mail"
"txtMainBuildingMaxMail","Main buildings collect all the mail for their areas. They have been created with a very low buffer limit of 2000, which results in constant demand for post vans to deliver mail. This option allows increasing their mail buffers so they will demand post vans less often."
"optionMainBuildingPostTruck","Use Post Trucks for Main Area Buildings"
"txtMainBuildingPostTruck","Post Trucks are used to collect mail from service points as they are less used and have larger mail capacity. This option will make them collect mail for main area buildings as well."
"GROUP_FIRETRUCK","Fire Truck"
"txtFiretruckExtinguishTrees","This option will make fire trucks extinguish nearby trees when putting out house fires."
"optionFiretruckExtinguishTrees","Fire Trucks Extinguish Trees"
"txtGlobalDistanceRestriction","Global Distance Restriction (km)"
"txtStatusHideVehicleReason","On the status tab of the building panel, hide the vehicles transfer reason when in a group. This option makes it easier to see what is happening on short lists but can be confusing on larger lists."
"optionStatusHideVehicleReason","Status Tab: Hide Vehicle Transfer Reason In Group"
"buttonResetPanelPosition","Reset Panel Position"
"columnPathFailureCount","Failure Count"
"columnId","Building ID"
"columnRestriction","Restrictions"
"issueGarbage","Garbage"
"issueIncoming","Incoming"
"issueOutgoing","Outgoing"
"issueNoServices","No Services"
"issueNoWorkers","No Workers"
"titleSettingsPanel","Building Settings"
"GROUP_SETTINGS_PANEL","Settings Panel"
"keyOpenSettingsPanel","Open Settings Panel"
"columnLocation","Location"
"pathingLocal","Local"
"tabPanels","Panels"
"txtCandidates","Candidates"
"txtBuildings","Buildings..."
"txtSelectBuildings","Select Buildings"
"txtSelectStartBuilding","Select Start Building"
"txtAlgorithm","Algorithm"
"txtDirection","Direction"
"txtForward","Forward"
"txtBackward","Backward"
"GROUP_PATH_DISTANCE_PANEL","Path Distance Panel"
"keyOpenPathDistancePanel","Open Path Distance Panel"
"txtPathDistanceCargoStationDelay","This option adjusts the travel time for the cargo station segment, within the algorithm, to take into account the transition between cargo vehicles."
"sliderCargoStationDelay","Cargo Station Delay"
"optionAddUnifiedUIbutton","Add Unified UI button"
"txtLocalVehicles","Local Vehicles"
"txtExternalVehicles","Outside Connection Vehicles"
"txtReturningVehicles","Returning to Facility"
