"Context","Source/Translation"
"optionFactoryFirstText","Esta opción, hará coincidir las ofertas entrantes de las fábricas en el proceso de emparejamiento para asegurar que las fábricas correspondan con la oferta más cercana disponible para mejorar la operación."
"GROUP_EXPORTIMPORT_OPTIONS","Opciones de exportación/importación"
"GROUP_EXPERIMENTAL_DEATHCARE","Cuidado de la muerte/Basura"
"optionDeathcareExperimental","Transferencias mejoradas de atención de la muerte"
"optionGarbageExperimental","Transferencias de basura mejoradas"
"optionPoliceExperimental","Transferencias Policiales Mejoradas"
"optionImprovedMailTransfers","Transferencias de correo mejoradas"
"txtDeathcareExperimental","De manera predeterminada los Cementerios, Basureros y Estaciones de Policía envían una oferta de transferencia para un vehículo a la vez. Esta opción cambia la oferta para que sea el número de vehículos disponibles, lo que puede resultar en una mejor capacidad de respuesta.\r\nAdemás ahora incrementa la prioridad de la oferta cuando menos de la mitad de los vehiculos son utilizados."
"GROUP_TRANSFERISSUE_PANEL","Panel de problemas de transferencia"
"keyOpenTransferIssuePanel","Abrir panel de problemas de transferencia"
"optionShowIssuesWithVehiclesOnRoute","Mostrar problemas con vehículos en ruta"
"sliderTransferIssueDeleteResolvedDelay","Eliminar retraso resuelto"
"GROUP_STATISTICS_PANEL","Panel de estadísticas"
"keyOpenStatisticsPanel","Abrir panel de estadísticas"
"StatisticsPanelEnabled","Habilitar estadísticas"
"btnResetTransferManagerSettings","Restablecer todos los ajustes del gestor de transferencias"
"btnResetPathingStatistics","Restablecer Ruta"
"buttonResetTransferStatistics","Restablecer estadísticas de transferencia"
"tabBuildingPanelSettings","Ajustes"
"GROUP_BUILDINGPANEL_SERVICES","Opciones de servicio"
"GROUP_BUILDINGPANEL_OUTSIDE_CONNECTIONS","Conexiones exteriores"
"dropdownBuildingPanelImportExport","Importar/Exportar"
"GROUP_BUILDINGPANEL_GOODS_DELIVERY","Opciones de entrega"
"chkBuildingPanelReserveWarehouseTrucks","Almacén de reserva de camiones de carga para traslados locales"
"tabBuildingPanelStatus","Estado"
"listBuildingPanelStatusColumn1","Material"
"listBuildingPanelStatusColumn2","Valor"
"listBuildingPanelStatusColumn3","Responder"
"listBuildingPanelStatusColumn4","Vehículo"
"listBuildingPanelStatusColumn5","Temporizador"
"tabBuildingPanelTransfers","Transferencias"
"labelBuildingPanelOffers","Ofertas de Transferencia"
"labelBuildingPanelMatchOffers","Coincidencias"
"listBuildingPanelOffersColumn1","Entrada / salida"
"listBuildingPanelOffersColumn2","Material"
"listBuildingPanelOffersColumn3","Prioridad"
"listBuildingPanelOffersColumn4","Activo"
"listBuildingPanelOffersColumn5","Monto"
"listBuildingPanelOffersColumn6","Descripción"
"listBuildingPanelMatchesColumn1","Tiempo"
"listBuildingPanelMatchesColumn2","Material"
"listBuildingPanelMatchesColumn3","Activo"
"listBuildingPanelMatchesColumn4","Monto"
"listBuildingPanelMatchesColumn5","Δ"
"listBuildingPanelMatchesColumn6","Descripción"
"titleTransferIssuesPanel","Problemas de transferencia"
"tabTransferIssuesPathing","Ruta"
"tabTransferIssues","Issues"
"listPathingColumn1","Tiempo"
"listPathingColumn2","Fuente"
"listPathingColumn3","Objetivo"
"tabTransferIssuesDead","Muerto"
"txtIssue","Issue"
"listDeadColumn1","Muerto"
"listDeadColumn2","Temporizador"
"listDeadColumn3","Fuente"
"listDeadColumn4","Objetivo"
"listDeadColumn5","Vehículo"
"tabTransferIssuesSick","Enfermo"
"listSickColumn1","Enfermo"
"listBuildingPanelVehicleTarget","Objetivo"
"dropdownBuildingPanelPreferLocalLabel","Calefacción urbana"
"dropdownBuildingPanelPreferLocal1","Todos los distritos"
"dropdownBuildingPanelPreferLocal2","Preferir dentro del distrito"
"dropdownBuildingPanelPreferLocal3","Solo dentro del Distrito"
"dropdownBuildingPanelPreferLocal4","Todos los Distritos, Excepto Para"
"tabTransferIssuesOutside","Fuera de"
"GROUP_BUILDING_PANEL","Panel de Edificios"
"keyOpenBuildingPanel","Panel de Edificios"
"GROUP_LOCALISATION","Localización"
"dropdownLocalization","Idioma"
"tabBuildingPanelVehicles","Vehículos"
"txtBuildingPanelTransferManagerWarning","Advertencia: Esta configuración requiere que el Administrador de transferencia personalizado esté habilitado."
"tabTransferIssuesGoods","Bienes entrantes"
"tabTransferIssuesGoodsOut","Bienes salientes"
"chkShowIssuesWithVehicles","Mostrar problemas con vehículos en ruta"
"GROUP_BUILDINGPANEL_DISTRICT","Restricciones del Distrito"
"dropdownBuildingPanelOutgoingPreferLocalLabel","Saliendo"
"dropdownBuildingPanelIncomingPreferLocalLabel","Entrante"
"chkAllowImport","Permitir Importación"
"chkAllowExport","Permitir exportaciones"
"GROUP_BUILDINGPANEL_APPLYTOALL","Aplicar a todos los edificios del mismo tipo"
"txtApplyToBuilding","Apply To Buildings"
"tabExperimental","Experimental"
"chkDistrictAllowServices","Permitir Servicios (Basura, Bomberos, Policía...)"
"GROUP_DISTANCE_LIMITS","Límites de distancia"
"tabDistanceRestrictions","Distancia"
"sliderDeathcareDistanceLimits","Límite de distancia del cuidado de la muerte (km)"
"sliderHealthcareDistanceLimits","Límite de distancia asistencial (km)"
"sliderGarbageDistanceLimits","Límite de distancia de basura (km)"
"sliderPoliceDistanceLimits","Límite de distancia policial (km)"
"sliderFireDistanceLimits","Límite de distancia de fuego (km)"
"sliderMailDistanceLimits","Límite de distancia de correo (km)"
"txtDistanceLimits","Maximum allowed matching distance, 0 = Unlimited.\r\nImports/Exports are not affected."
"tabVehicleAI","Vehículo AI"
"GROUP_VEHICLE_AI","Habilitar/deshabilitar la IA del vehículo"
"optionFireTruckAI","Camión de bomberos"
"optionFireCopterAI","Helicóptero de fuego"
"optionPostVanAI","Post Van"
"optionGarbageTruckAI","Camión de la basura"
"optionPoliceCarAI","Coche de policía"
"optionPoliceCopterAI","Helicóptero de la policía"
"txtVehicleAIDescription","VehicleAI mejora los vehículos para buscar problemas cercanos para resolver."
"tabImportExport","Importar/Exportar"
"GROUP_IMPORT_RESTRICTIONS","Permitir Importación"
"txtImportRestrictions","Asegúrese de tener suficiente producción interna antes de deshabilitar estos recursos."
"sliderWarehouseReservePercent","Reserva de camiones para traslados locales (%)"
"sliderWarehouseReservePercentLocal","Reservar Camiones (%)"
"GROUP_DUMMY_TRAFFIC","Tráfico ficticio"
"optionDummyTraffic","Desactivar tráfico ficticio"
"txtDummyTraffic","El juego agrega tráfico ficticio para que la ciudad se sienta más viva. Esta opción bloquea las transferencias de tráfico ficticias para reducir el tráfico dentro de la ciudad."
"optionWarehouseOverride","Anular la configuración global"
"listConnectionName","Nombre"
"listConnectionType","Tipo"
"listConnectionGuest","Vehículos ajenos"
"listConnectionOwn","Vehículos propios"
"listConnectionStuck","Atascado"
"listConnectionMultiplier","Multiplicador"
"listConnectionImport","Importar"
"listConnectionExport","Exportar"
"titleOutsideConnectionPanel","Conexiones exteriores"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Multiplicador de distancia exterior"
"sliderOutsideDistanceMultiplier","Multiplicador"
"sliderOutsideDistanceMultiplierTooltip","0 = Usar configuración global\r\n1 = Sin cambios en la distancia\r\n10 = 10x Más lejos"
"OutsideMultiplierDescription1","Estos multiplicadores se aplican a la distancia calculada en el algoritmo de coincidencia para hacer que la conexión parezca más lejana y, por lo tanto, menos probable que se elija como coincidencia."
"OutsideMultiplierDescription2","1 = Sin cambios en la distancia"
"OutsideMultiplierDescription3","10 = 10x más lejos"
"sliderShipMultiplier","Multiplicador de barcos"
"sliderPlaneMultiplier","Multiplicador plano"
"sliderTrainMultiplier","Multiplicador de tren"
"sliderRoadMultiplier","Multiplicador de carreteras"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Panel de conexión exterior"
"keyOpenOutsidePanel","Panel de conexión exterior abierto"
"txtDetectedDistricts","Distritos detectados"
"btnDistricts","Distritos"
"btnDistrict","Barrio"
"btnPark","Área"
"btnMap","Mapa"
"txtNone","Ninguna"
"txtVehiclesNone","Ninguno"
"txtStatusNone","Ninguna"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Restricciones de Distancia"
"sliderDistanceRestriction","Distancia Máxima de Emparejamiento (km)"
"sliderDistanceRestrictionTooltip","0 = Usar configuración global, si hay alguna o ninguna restricción.\r\n1+ = Distancia máxima de coincidencia"
"titleDistrictPanel","Seleccionar Distritos"
"txtAllowedDistricts","Distritos Permitidos"
"txtBlockedDistricts","Distritos Bloqueados"
"txtCurrentDistrict","Distrito Actual"
"txtCurrentPark","Área actual"
"txtLoad","Cargar"
"GROUP_IMPROVED_SERVICES_MATCHING","Emparejamiento de Servicio Mejorado"
"tabMatches","Coincidencias"
"titleTransferStatsPanel","Estadísticas del Gestor de Transferencias"
"sliderOutsideCargoCapacity","Capacidad de Carga"
"sliderOutsideResidentCapacity","Capacidad Residencial"
"sliderOutsideTouristFactor0","Factor de Turismo 0"
"sliderOutsideTouristFactor1","Factor de Turismo 1"
"sliderOutsideTouristFactor2","Factor de Turismo 2"
"sliderOutsideDummyTrafficFactor","Factor de Tráfico Tonto"
"btnOutsideReset","Restablecer"
"GROUP_OUTSIDE_SETTINGS","Parámetros de Conexión Exterior"
"GROUP_BALANCED_MATCH_MODE","Modo de Emparejamiento Balanceado"
"dropdownBalancedTitle","Emparejar Primero Cuando sea Igual"
"dropdownBalancedModeIncomingFirst","Emparejamiento Entrante Primero (Vanilla)"
"dropdownBalancedModeLeastFirst","Emparejar Primero con las Ofertas Menores"
"dropdownBalancedModePassiveFirst","Emparejar primero pasivo"
"txtBalancedMatch","Elija qué ofertas coincidir primero cuando las ofertas de entrada y salida tienen la misma prioridad."
"GROUP_PATH_DISTANCE","Algoritmo de Emparejamiento por Distancia"
"optionPathDistanceServices","Usar distancia de ruta para los servicios"
"optionPathDistanceGoods","Usar distancia de ruta para los bienes"
"dropdownPathDistanceAlgorithmServices","Algoritmo de Servicios"
"dropdownPathDistanceAlgorithmGoods","Algoritmo de bienes"
"dropdownPathDistanceLOS","Línea de visión"
"dropdownPathDistanceConnectedLOS","Línea de visión conectada"
"dropdownPathDistance","Distancia de ruta"
"txtPathDistance","Usar la distancia de la ruta en lugar de la línea de la distancia de la vista. Esto resultará en mejores coincidencias donde su red o geografía es compleja, pero es más lenta, así que asegúrese de que su equipo es lo suficientemente rápido para esta opción."
"optionHighlightMatches","Resaltar Coincidencias"
"listBuildingPanelOffersPark","Parque"
"tabTransferRoadAccess","Sin acceso por carretera"
"btnResetRoadAccess","Restablecer acceso por carretera"
"tabGame","Juego"
"btnDeleteVehicle","Eliminar vehículo"
"tabMaintenance","Mantenimiento"
"GROUP_Maintenance","Mantenimiento"
"btnReleaseGhostVehicles","Liberar vehículos fantasma"
"txtReleaseGhostVehicles","Busca vehículos que estén atascados o sin posiciones o estatus válidos y los libera."
"btnReleaseBrokenPathing","Liberar ruta rota"
"txtBrokenPathUnits","Encuentre las unidades de ruta que no han sido liberadas correctamente, pero que no se utilizan y las libera correctamente."
"txtGhostVehiclesCount","Vehículos fantasma liberados"
"GROUP_MAINTENANCE_PATHING","Depuración de rutas"
"dropdownConnectionGraph","Mostrar gráfico de conexión de ruta"
"dropdownConnectionGraphNone","Ninguno"
"dropdownConnectionGraphGoods","Bienes"
"dropdownConnectionGraphPedestrianZoneServices","Servicios de Zona peatonal"
"dropdownConnectionGraphOtherServices","Otros servicios"
"txtShowConnectionGraph","This option will color each node to show whether they are connected or not according to the Transfer Manager algorithm. Nodes with the same color are connected, differently colored nodes are not."
"tabBuildingPanelCapacity","Capacidad"
"sliderTransferIssueDeadTimerValue","Umbral del temporizador de cementerio"
"sliderTransferIssueSickTimerValue","Umbral del temporizador de enfermos"
"sliderTransferIssueGoodsTimerValue","Umbral del temporizador de bienes"
"GROUP_SICK_COLLECTION","Recolección de ciudadanos enfermos"
"txtOverrideSickHandler","The vanilla sick handler has very little in game consequences, citizens will occasionally be forced to move home and very rarely a building will become abandoned. This option overrides the vanilla sick handler with a custom handler where citizens will often die if no ambulance arrives in time."
"optionOverrideSickHandler","Override Sick Handler"
"txtSickSadNotification","Display sad notification when there are sick to be collected but no normal sick issues with the building."
"optionDisplaySickNotification","Display Sad Notification"
"optionSickHelicopterRate","Helicopter Request Rate"
"txtSickHelicopterRate","How often will the citizens request a helicopter instead of an ambulance."
"optionSickWalkRate","Walk Request Rate"
"txtSickWalkRate","How often are the citizens willing to walk to the hospital instead of getting an ambulance."
"GROUP_BUILDINGPANEL_BUILDING_RESTRICTIONS","Restricciones del edificio"
"btnBuildingRestrictions","Edificios..."
"btnBuildingRestrictionsSelected","Seleccionar edificios"
"txtBuildingRestrictionsIncoming","Entrante"
"txtBuildingRestrictionsOutgoing","Saliente"
"txtBuildingRestrictionsAllBuildings","Todos los edificios"
"txtBuildingRestrictionsRestricted","Limitado"
"txtAllowedBuildings","Edificios permitidos"
"btnClear","Limpiar"
"reasonGoodsIn","Bienes entrantes"
"reasonStudent1","Estudiantes"
"reasonStudent2","Estudiantes"
"reasonStudent3","Estudiantes"
"reasonCrime","Crimen"
"reasonCrimeMove","Traslado de criminales"
"reasonGarbage","Basura"
"reasonGarbageMove","Movimiento de basura"
"reasonGarbageTransfer","Transferencia de basura"
"reasonDead","Recogiendo muertos"
"reasonDeadMove","Moviendo muertos"
"reasonSick","Recogiendo enfermos"
"reasonSickMove","Moviendo enfermos"
"reasonFire","Incendios"
"reasonFire2","Helicóptero de incendios"
"reasonForestFire","Incendio forestal"
"reasonMaterialOut","Materiales salientes"
"reasonMail","Correo"
"reasonMail2","Large Mail"
"reasonUnsortedMail","Correo sin ordenar"
"reasonSortedMail","Correo ordenado"
"reasonParkMaintenance","Mantenimiento de parques"
"reasonRoadMaintenance","Mantenimiento de caminos"
"reasonTaxi","Taxi"
"reasonTaxiMove","Movimiento de taxi"
"reasonCollapsed","Camiones"
"reasonCollapsed2","Helicópteros"
"reasonRawMaterial","Materia prima"
"reasonIncomingMaterial","Materiales entrantes"
"reasonOutgoingMaterial","Materiales salientes"
"reasonWarehouse","Almacenaje"
"reasonGoods","Bienes"
"reasonCash","Recolección de efectivo"
"reasonFloodWater","Inundación"
"reasonSnow","Recogiendo nieve"
"reasonSnowMove","Moviendo nieve"
"txtImprovedWarehouseMatching","Las ofertas del almacén Vanilla se limitan a la prioridad 2, esta opción les permitirá escalar a la prioridad 7."
"optionImprovedWarehouseMatching","Transferencia mejorada de almacenes"
"tooltipHighlightModeOff","Modo de resalte: apagado"
"tooltipHighlightModeMatches","Modo de resaltado: Coincidencias\r\n\r\nClave\r\nRoja: Construcción Seleccionada\r\nMagenta: Servicios\r\nCian: Materiales Rudos\r\nAzul: Bienes\r\nVerde: Correo\r\nAmarillo: Todo lo demás"
"tooltipHighlightModeIssues","Modo resaltado: Problemas\r\n\r\nClave\r\nRojo: Construcción seleccionada\r\nCian: Baja prioridad\r\nAzul: Alta prioridad\r\nVerde: Otros edificios de servicio para este tipo de problema"
"tooltipHighlightModeSettings","Highlight Mode: Settings\r\n\r\nKey\r\nRed: Building with settings."
"tooltipHighlightModeIssues2","Highlight Mode: Issues\r\n\r\nKey"
"GROUP_EXPORT_LIMITS","Límite de vehículos para exportaciones"
"sliderExportVehicleLimit","Límite del edificio de vehículos para exportaciones (%)"
"txtExportVehicleLimit","Si tus conexiones externas están funcionando, puede utilizar esta opción para limitar el número de vehículos que cada edificio puede asignar a la exportación.\r\n0% = Ninguna exportación permitida\r\n100% = Sin restricciones"
"optionImprovedWarehouseTransfer","Transferencia mejorada de almacenes"
"GROUP_VISUALS","Visualización"
"optionEnablePanelTransparency","Habilitar transparencia del panel (requiere reiniciar)"
"optionOverrideGenericIndustriesHandler","Anular operador de industrias genéricas"
"txtOverrideGenericIndustriesHandler","El operador de industria genérica tiende a pedir mucha materia prima de forma urgente, lo que puede generar gran tráfico de camiones y asfixiar los materiales disponibles. Este operador personalizado intenta corregir este problema."
"GROUP_MAINTENANCE_LOGGING","Registro de coincidencias"
"dropdownLoggingReason","Registro de razones"
"txtMatchLogging","Esta opción escribirá los archivos de registro por cada conjunto de coincidencias por la razón elegida. Advertencia: Esto produce una caída de rendimiento significativa, por favor habilita solo para propósitos de resolución de problemas."
"txtMatchLoggingPath","Ruta del archivo de registro:\r\n"
"optionShowBuildingId","Mostrar ID del edificio en el título"
"GROUP_PATH_FAIL_EXCLUSION","Ruta fallida"
"txtPathFailExclusion","Detecta fallos de ruta y bloquea más coincidencias entre estos objetos fallidos durante un tiempo."
"optionPathFailExclusion","Exclusión de la trayectoria fallida"
"dropdownCandidates","Registro de Candidatos"
"dropdownAllCandidates","Todos los candidatos"
"dropdownValidCandidates","Candidatos válidos"
"dropdownExcludedCandidates","Candidatos excluidos"
"dropdownNoCandidates","Sin candidatos"
"sliderPathDistanceHeuristic","Rendimiento del algoritmo"
"txtPathDistanceHeuristic","El algoritmo de distancia de ruta puede usar un heurístico para acelerar el cálculo, pero esta heurística puede reducir la precisión de elegir la coincidencia más cercana en algunas situaciones."
"txtPathDistanceHeuristicKey","0% = Preciso (Sin Heurística), 100% = Rápido (Solo Heurística)"
"txtPathDistanceShift","El algoritmo de distancia de ruta ajusta el tiempo de viaje del último segmento de una conexión externa, dentro del algoritmo, para permitir la aplicación de los multiplicadores de conexión externos. Cambiando este valor puede ajustar el valor base subyacente que se aplica a estos segmentos."
"sliderPathDistanceShift","Valor Base Multiplicador (Tiempo de Viaje)"
"txtPathUnitCount","Unidades de ruta liberadas"
"txtEnterBuildingId","Seleccione Edificio o Introducir ID de Edificio"
"tooltipCopySettings","Copiar ajustes"
"tooltipPasteSettings","Pegar ajustes"
"tooltipClearSettings","Limpiar ajustes"
"GROUP_TAXI_MOVE","Uso del soporte de taxi"
"txtTaxiMove","Esta opción hace del Taxi Stand el centro de taxis en lugar del depósito. Esto significa que los taxis ahora esperarán en las paradas cercanas a un aeropuerto o un concurrido distrito turístico en lugar de estar escondidos en un depósito de taxis."
"optionTaxiMove","Mejorar el uso del soporte de taxi"
"sliderTaxiStandDelay","Retraso en la parada de taxis"
"txtTaxiStandDelay","Añadir un pequeño retraso antes de un taxi, que está esperando en un puesto, hará una oferta de taxi. Esto impide que los taxis lleguen constantemente a un puesto de taxis, luego se los envía inmediatamente para recoger a otros ciudadanos."
"tabAdvanced","Advanced"
"GROUP_PATCHES","Patches"
"GROUP_SPAWN_PATCHES","Spawn Patches"
"GROUP_VEHICLE_PATCHES","Vehicle Patches"
"GROUP_WAREHOUSE_PATCHES","Warehouse Patches"
"txtAdvancedDescription","These patches are designed to fix issues in the vanilla game code that effect transfers. It is recommended to have them enabled unless troubleshooting an issue you are having."
"optionForceCargoShipSpawn","Force cargo ships to spawn at outside connections."
"optionForcePassengerShipSpawn","Force passenger ships to spawn at outside connections."
"optionForceCargoPlaneSpawn","Force cargo planes to spawn at outside connections."
"optionForcePassengerPlaneSpawn","Force passenger planes to spawn at outside connections."
"optionForceAirportGateToSpawn","Force passenger planes to spawn at airport DLC gates."
"optionFixCargoTrucksDisappearingOutsideConnections","Fix cargo trucks spawning at outside connections then disappearing."
"optionResetStopMaxWaitTimeWhenNoPasengers","Reset stop max wait time when no passengers waiting at stop."
"optionFixBankVansStuckCargoStations","Fix bank vans getting stuck at cargo stations."
"optionFixPostVansStuckCargoStations","Fix post vans getting stuck at cargo stations."
"optionFixTransportStationNullReferenceException","Fix transport station null reference exception."
"optionFixPostTruckCollectingMail","Fix post trucks collecting mail after visiting a service point."
"optionFixFishWarehouses","Fix fish warehouses spawning fishing boats."
"optionFixCargoWarehouseAccessSegment","Fix cargo warehouse pathing issues (incorrect access segment)."
"optionForceCargoTrainDespawnOutsideConnections","Force cargo trains to despawn at outside connections."
"optionForceCargoShipDespawnOutsideConnections","Force cargo ships to despawn at outside connections."
"optionForceCargoPlaneDespawnOutsideConnections","Force cargo planes to despawn at outside connections."
"optionRemoveEmptyWarehouseLimit","Remove Empty mode warehouse capacity limitation (Requires restart)."
"optionFixCargoWarehouseExcludeFlag","Fix cargo warehouse offer missing exclude flag (Requires restart)."
"optionFixCargoWarehouseOfferRatio","Fix cargo warehouse offer ratio for more even usage."
"optionLogCitizenPathFailures","Log citizen path failures"
"txtLogCitizenPathFailureWarning","Warning: This option usually produces a large number of path failures and is only intended to help when debugging a buildings path issues."
"GROUP_UNLIMITED","Unlimited Offer Amounts"
"txtApplyUnlimited","In a recent Cities Sylines update Colossal Order introduced an Unlimited flag to offers, usually for outside connections. This flag allows the offer to match any amount, enable this option to have this Transfer Manager apply this flag as well."
"txtApplyUnlimitedWarning","Warning: This option can produce a large amount of traffic when say a new warehouse is matched with an outside connection."
"optionApplyUnlimited","Apply Unlimited Offer Flag"
"txtAdditionalDistricts","Additional Districts"
"GROUP_INTERCITY_STOPS","Intercity Stops"
"txtIntercityStopSpawnAtCount","Force vehicle to spawn when the waiting passenger count reaches this value.\r\n0 = OFF"
"sliderForceTrainSpawnAtCount","Train Waiting Passenger Count"
"sliderForceShipSpawnAtCount","Ship Waiting Passenger Count"
"sliderForcePlaneSpawnAtCount","Plane Waiting Passenger Count"
"sliderForceBusSpawnAtCount","Bus Waiting Passenger Count"
"optionFixFindHospital","Patch ResidentAI.FindHospital (Requires restart)."
"txtFindHospital","There is a bad vanilla bug in ResidentAI.FindHospital that breaks sick, eldercare and childcare services."
"GROUP_OVEREDUCATED_WORKERS","Overeducated Workers"
"txtEmployOvereducatedWorkers","When this option is enabled, workers will occasionally apply for lower level jobs."
"optionEmployOverEducatedWorkers","Employ Overeducated Workers"
"GROUP_SICK_GENERATE","Sick Citizen Generatation"
"txtRandomSick","To increase hospital usage you can randomly make a citizen sick."
"txtRandomSickRate","Random Sick Rate"
"txtRandomSickRateScale","0 = OFF, 100 = Very High, 10000 = Very Low"
"sliderMainBuildingMaxMail","Main Building Max Mail"
"txtMainBuildingMaxMail","Main buildings collect all the mail for their areas. They have been created with a very low buffer limit of 2000, which results in constant demand for post vans to deliver mail. This option allows increasing their mail buffers so they will demand post vans less often."
"optionMainBuildingPostTruck","Use Post Trucks for Main Area Buildings"
"txtMainBuildingPostTruck","Post Trucks are used to collect mail from service points as they are less used and have larger mail capacity. This option will make them collect mail for main area buildings as well."
"GROUP_FIRETRUCK","Fire Truck"
"txtFiretruckExtinguishTrees","This option will make fire trucks extinguish nearby trees when putting out house fires."
"optionFiretruckExtinguishTrees","Fire Trucks Extinguish Trees"
"txtGlobalDistanceRestriction","Global Distance Restriction (km)"
"txtStatusHideVehicleReason","On the status tab of the building panel, hide the vehicles transfer reason when in a group. This option makes it easier to see what is happening on short lists but can be confusing on larger lists."
"optionStatusHideVehicleReason","Status Tab: Hide Vehicle Transfer Reason In Group"
"buttonResetPanelPosition","Reset Panel Position"
"columnPathFailureCount","Failure Count"
"columnId","Building ID"
"columnRestriction","Restrictions"
"issueGarbage","Garbage"
"issueIncoming","Incoming"
"issueOutgoing","Outgoing"
"issueNoServices","No Services"
"issueNoWorkers","No Workers"
"titleSettingsPanel","Building Settings"
"GROUP_SETTINGS_PANEL","Settings Panel"
"keyOpenSettingsPanel","Open Settings Panel"
"columnLocation","Location"
"pathingLocal","Local"
"tabPanels","Panels"
"txtCandidates","Candidates"
"txtBuildings","Buildings..."
"txtSelectBuildings","Select Buildings"
"txtSelectStartBuilding","Select Start Building"
"txtAlgorithm","Algorithm"
"txtDirection","Direction"
"txtForward","Forward"
"txtBackward","Backward"
"GROUP_PATH_DISTANCE_PANEL","Path Distance Panel"
"keyOpenPathDistancePanel","Open Path Distance Panel"
"txtPathDistanceCargoStationDelay","This option adjusts the travel time for the cargo station segment, within the algorithm, to take into account the transition between cargo vehicles."
"sliderCargoStationDelay","Cargo Station Delay"
"optionAddUnifiedUIbutton","Add Unified UI button"
"txtLocalVehicles","Local Vehicles"
"txtExternalVehicles","Outside Connection Vehicles"
"txtReturningVehicles","Returning to Facility"
