"Context","Source/Translation"
"txtImprovedWarehouseMatching","Vanilya deposu teklifleri öncelik 2 ile sınırlıdır, bu seçenek onların öncelik 7'ye ölçeklenmesini sağlayacaktır."
"optionImprovedWarehouseMatching","İyileştirilmiş Depo Transferleri"
"",""
"txtNewInterWarehouseMatching","Bu seçenek, depolar arası transferlerin daha düşük önceliklerde gerçekleşmesine izin verir, ancak depoların amaçsızca ürünleri fayda sağlamadan ileri geri göndermediğinden emin olmak için depolama seviyelerini kontrol eder."
"optionNewWarehouseTransfer","Geliştirilmiş Depolar Arası Transfer"
"",""
"optionWarehouseReserveTrucks","Yerel transferler için depo kargo kamyonlarını rezerve edin"
"optionWarehouseReserveTrucks_txt","Önce Depo ile etkinleştirilmesi önerilir: şehir talebini karşılamak için depo kamyonu kapasitesinin bir yüzdesini ayırın, tüm kamyonların ihracat için kullanılır."
"txtNewWarehouseReserveTrucks","Bu seçenek, kalan kamyon sayısı bu yüzdeden az olduğunda teklif dışı önceliğini düşürecektir. Bu, yüksek öncelikli yerel talebi karşılamak için kamyon kapasitesini ayırma etkisine sahiptir."
"",""
"GROUP_FACTORY_OPTIONS","Fabrika Seçenekleri"
"optionFactoryFirst","Önce Fabrika Tekliflerini Eşleştirin"
"optionFactoryFirstText","Bu seçenek, fabrikaların gelişmiş operasyon için mevcut en yakın teklifle eşleştirilmesini sağlamak için eşleştirme sürecinin başlarında gelen fabrika tekliflerini eşleştirir."
"",""
"GROUP_EXPORTIMPORT_OPTIONS","İhracat-ithalat Seçenekleri"
"OutsidePriorityDescription","These priorities will be applied in the matching process to make the outside connections more or less likely to be matched."
"",""
"GROUP_EXPERIMENTAL_DEATHCARE","Cenaze/Çöp"
"optionDeathcareExperimental","İyileştirilmiş Cenaze Transferleri"
"optionGarbageExperimental","İyileştirilmiş Çöp Transferleri"
"optionPoliceExperimental","İyileştirilmiş Polis Transferleri"
"optionImprovedMailTransfers","Geliştirilmiş Posta Transferleri"
"txtDeathcareExperimental","Varsayılan olarak Mezarlıklar, Çöplük ve Polis Karakolları her seferinde bir araç için transfer teklifi gönderir. Bu seçenek, teklifi mevcut araç sayısı olarak değiştirir ve bu da daha iyi eşleştirme ile sonuçlanabilir.\r\nArtık 1/2'den az araç kullanımdayken teklif önceliğini de artırıyor."
"",""
"GROUP_TRANSFERISSUE_PANEL","Aktarım Sorunu Paneli"
"keyOpenTransferIssuePanel","Transfer Sorunu Panelini Aç"
"optionShowIssuesWithVehiclesOnRoute","Rotadaki araçlarla ilgili sorunları göster"
"sliderTransferIssueDeleteResolvedDelay","Çözümlenen gecikmeyi sil"
"",""
"GROUP_STATISTICS_PANEL","İstatistik Paneli"
"keyOpenStatisticsPanel","İstatistik Panelini Aç"
"StatisticsPanelEnabled","İstatistikleri Etkinleştir"
"btnResetTransferManagerSettings","Tüm Transfer Yöneticisi Ayarlarını Sıfırla"
"btnResetPathingStatistics","Yolu Sıfırla"
"buttonResetTransferStatistics","Aktarım İstatistiklerini Sıfırla"
"tabBuildingPanelSettings","Ayarlar"
"",""
"GROUP_BUILDINGPANEL_SERVICES","Hizmet Seçenekleri"
"",""
"GROUP_BUILDINGPANEL_OUTSIDE_CONNECTIONS","Dış Bağlantılar"
"dropdownBuildingPanelImportExport","İthalat/ihracat"
"",""
"GROUP_BUILDINGPANEL_OUTSIDE_PRIORITY","Outside Distance Priority"
"txtOutsideConnectionCurrentPriority","Current Priority"
"",""
"GROUP_BUILDINGPANEL_GOODS_DELIVERY","Ürün Teslimat Seçenekleri"
"chkBuildingPanelReserveWarehouseTrucks","Yerel transferler için depo kargo kamyonlarını rezerve edin"
"tabBuildingPanelStatus","Durum"
"listBuildingPanelStatusColumn1","Malzeme"
"listBuildingPanelStatusColumn2","Değer"
"listBuildingPanelStatusColumn3","Yanıtlayıcı"
"listBuildingPanelStatusColumn4","Taşıt"
"listBuildingPanelStatusColumn5","Zaman"
"tabBuildingPanelTransfers","Transferler"
"labelBuildingPanelOffers","Transfer Teklifleri"
"labelBuildingPanelMatchOffers","Eşleşmeler"
"listBuildingPanelOffersColumn1","Gir/Çık"
"listBuildingPanelOffersColumn2","Ürün"
"listBuildingPanelOffersColumn3","Öncelik"
"listBuildingPanelOffersColumn4","Aktif"
"listBuildingPanelOffersColumn5","Miktar"
"listBuildingPanelOffersColumn6","Açıklama"
"listBuildingPanelMatchesColumn1","Zaman"
"listBuildingPanelMatchesColumn2","Materyal"
"listBuildingPanelMatchesColumn3","Aktif"
"listBuildingPanelMatchesColumn4","Miktar"
"listBuildingPanelMatchesColumn5","Δ"
"listBuildingPanelMatchesColumn6","Açıklama"
"titleTransferIssuesPanel","Aktarım Sorunları"
"tabTransferIssuesPathing","Yol"
"tabTransferIssues","Issues"
"listPathingColumn1","Zaman"
"listPathingColumn2","Kaynak"
"listPathingColumn3","Hedef"
"tabTransferIssuesDead","Ölü"
"txtIssue","Issue"
"listDeadColumn1","Ölü"
"listDeadColumn2","Zaman"
"listDeadColumn3","Kaynak"
"listDeadColumn4","Hedef"
"listDeadColumn5","Araç"
"tabTransferIssuesSick","Hasta"
"listSickColumn1","Hasta"
"listBuildingPanelVehicleTarget","Hedef"
"dropdownBuildingPanelPreferLocalLabel","Bölge Kısıtlamaları"
"dropdownBuildingPanelPreferLocal1","Tüm Bölgeler"
"dropdownBuildingPanelPreferLocal2","Bölge Sınırları İçinde"
"dropdownBuildingPanelPreferLocal3","Yalnızca Bölge İçinde"
"dropdownBuildingPanelPreferLocal4","Tüm Bölgeler, İstisna"
"tabTransferIssuesOutside","Dış"
"",""
"GROUP_BUILDING_PANEL","Bina Paneli"
"keyOpenBuildingPanel","Bina Panelini Aç"
"",""
"GROUP_LOCALISATION","Çeviri"
"dropdownLocalization","Dil"
"tabBuildingPanelVehicles","Araçlar"
"txtBuildingPanelTransferManagerWarning","Uyarı: Bu ayarlar, Özel Transfer Yöneticisinin etkinleştirilmesini gerektirir."
"tabTransferIssuesGoods","Giren Ürünler"
"tabTransferIssuesGoodsOut","Çıkan Ürünler"
"chkShowIssuesWithVehicles","Rotadaki araçlarla ilgili sorunları göster"
"",""
"GROUP_BUILDINGPANEL_DISTRICT","Bölge Kısıtlamaları"
"dropdownBuildingPanelOutgoingPreferLocalLabel","Giden"
"dropdownBuildingPanelIncomingPreferLocalLabel","Gelen"
"chkAllowImport","İthalata İzin ver"
"chkAllowExport","İhracata İzin ver"
"",""
"GROUP_BUILDINGPANEL_APPLYTOALL","Aynı Tip Binalara Uygula"
"txtApplyToBuilding","Apply To Buildings"
"tabExperimental","Deneysel"
"chkDistrictAllowServices","Hizmetlere İzin Ver (Çöp, Yangın, Polis...)"
"",""
"GROUP_DISTANCE_LIMITS","Mesafe Sınırları"
"tabDistanceRestrictions","Mesafe"
"sliderDeathcareDistanceLimits","Cenaze aracı mesafe sınırı (km)"
"sliderHealthcareDistanceLimits","Sağlık hizmeti mesafe sınırı (km)"
"sliderGarbageDistanceLimits","Çöp aracı mesafe sınırı (km)"
"sliderPoliceDistanceLimits","Polis  aracı mesafesi sınırı (km)"
"sliderFireDistanceLimits","İtfaiye aracı mesafesi sınırı (km)"
"sliderMailDistanceLimits","Posta aracı mesafesi sınırı (km)"
"txtDistanceLimits","Maximum allowed matching distance, 0 = Unlimited.\r\nImports/Exports are not affected."
"tabVehicleAI","Araç Yapay Zekası"
"",""
"GROUP_VEHICLE_AI","Araç YapayZekası Etkin/Devre Dışı"
"optionFireTruckAI","İtfaiye Kamyonu"
"optionFireCopterAI","Yangın Helikopteri"
"optionPostVanAI","Post Van"
"optionGarbageTruckAI","Çöp Kamyonu"
"optionPoliceCarAI","Polis Arabası"
"optionPoliceCopterAI","Polis Helikopteri"
"txtVehicleAIDescription","Araç Yapay Zekası, çözülmesi gereken yakın sorunları aramak için araçları geliştirir."
"tabImportExport","İthalat/ihracat"
"",""
"GROUP_IMPORT_RESTRICTIONS","İthalata İzin ver"
"txtImportRestrictions","Lütfen bu kaynakları devre dışı bırakmadan önce yeterli dahili üretime sahip olduğunuzdan emin olun."
"sliderWarehouseReservePercent","Şehir İçi Teslimat İçin Ayrılan Kamyon Sayısı (%)"
"sliderWarehouseReservePercentLocal","Yedek Kamyon (%)"
"",""
"GROUP_DUMMY_TRAFFIC","Sahte Trafik"
"optionDummyTraffic","Sahte Trafiği Devre Dışı Bırak"
"txtDummyTraffic","Oyun, şehri daha canlı hissettirmek için yapay trafik ekler. Bu seçenek, şehir içindeki trafiği azaltmak için sahte trafik aktarımlarını engeller."
"optionWarehouseOverride","Genel Ayarları Geçersiz Kıl"
"",""
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Dış Bağlantı Paneli"
"listConnectionName","İsim"
"listConnectionType","Tür"
"listConnectionUsage","Usage"
"listConnectionGuest","Misafir Araçları"
"listConnectionOwn","Kendi Araçlarımız"
"listConnectionStuck","Sıkışmış"
"listConnectionPriority","Priority"
"listConnectionImport","İthalat"
"listConnectionExport","İhracat"
"titleOutsideConnectionPanel","Dış Bağlantılar"
"keyOpenOutsidePanel","Dış Bağlantı Panelini Aç"
"txtDetectedDistricts","Tespit Edilen Bölgeler"
"btnDistricts","Bölgeler"
"btnDistrict","Bölge"
"btnPark","Alan"
"btnMap","Harita"
"txtNone","Hiçbiri"
"txtVehiclesNone","Hiçbiri"
"txtStatusNone","Hiçbiri"
"",""
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Mesafe Kısıtlamaları"
"sliderDistanceRestriction","Maksimum Eşleşme Mesafesi (km)"
"sliderDistanceRestrictionTooltip","0 = varsa veya kısıtlama yoksa genel ayarı kullan.\r\n1 + = Maksimum eşleşme mesafesi"
"titleDistrictPanel","Bölgeleri Seç"
"txtAllowedDistricts","İzin Verilen Bölgeler"
"txtBlockedDistricts","Engellenen Bölgeler"
"txtCurrentDistrict","Mevcut Bölge"
"txtCurrentPark","Mevcut Alan"
"txtLoad","Yükle"
"",""
"GROUP_IMPROVED_SERVICES_MATCHING","Geliştirilmiş Hizmet Eşleştirmesi"
"tabMatches","Eşleşmeler"
"titleTransferStatsPanel","Transfer Manager İstatistikleri"
"sliderOutsideCargoCapacity","Yük Kapasitesi"
"sliderOutsideResidentCapacity","Yerleşim Kapasitesi"
"sliderOutsideTouristFactor0","Turist Faktörü 0"
"sliderOutsideTouristFactor1","Turist Faktörü 1"
"sliderOutsideTouristFactor2","Turist Faktörü 2"
"sliderOutsideDummyTrafficFactor","Sahte Trafik Faktörü"
"btnOutsideReset","Sıfırla"
"",""
"GROUP_OUTSIDE_SETTINGS","Dış Bağlantı Parametreleri"
"",""
"GROUP_BALANCED_MATCH_MODE","Dengeli Eşleşme Modu"
"dropdownBalancedTitle","Önce Eşit Olanı Eşleştir"
"dropdownBalancedModeIncomingFirst","Önce Gelenleri Eşleştir (Vanilya)"
"dropdownBalancedModeLeastFirst","Önce En Az Teklifi Eşleştir"
"dropdownBalancedModePassiveFirst","Önce Pasifi Eşleştir"
"txtBalancedMatch","Gelen ve giden teklifler aynı önceliğe sahip olduğunda önce hangi teklifin eşleşeceğini seçin."
"",""
"GROUP_PATH_DISTANCE","Eşleşme Mesafesi Algoritması"
"optionPathDistanceServices","Hizmetler için Yol Mesafesini Kullanın"
"optionPathDistanceGoods","Ürünler için Yol Mesafesini Kullanın"
"dropdownPathDistanceAlgorithmServices","Hizmet Algoritması"
"dropdownPathDistanceAlgorithmGoods","Ürün Algoritması"
"dropdownPathDistanceLOS","Görüş Mesafesi"
"dropdownPathDistanceConnectedLOS","Bağlantılı Görüş Mesafesi"
"dropdownPathDistance","Yol Mesafesi"
"txtPathDistance","Görüş hattı mesafesi yerine yol mesafesini kullanın. Bu, ağınızın veya coğrafyanızın karmaşık ancak daha yavaş olduğu yerlerde daha iyi eşleşmeler sağlar, bu nedenle lütfen bilgisayarınızın bu seçenek için yeterince hızlı olduğundan emin olun."
"optionHighlightMatches","Eşleşmeleri Vurgula"
"listBuildingPanelOffersPark","Alan"
"tabTransferRoadAccess","Yol Erişimi Yok"
"btnResetRoadAccess","Yol Erişimini Sıfırla"
"tabGame","Oyun"
"btnDeleteVehicle","Aracı sil"
"tabMaintenance","Bakım"
"GROUP_Maintenance","Bakım"
"btnReleaseGhostVehicles","Hayalet Araçları Serbest Bırakın"
"txtReleaseGhostVehicles","Sıkışmış veya geçerli konumu veya durumu olmayan araçları arayın ve bırakın."
"btnReleaseBrokenPathing","Bozuk Yollamayı Serbest Bırak"
"txtBrokenPathUnits","Doğru şekilde serbest bırakılmayan ancak kullanılmayan yol birimlerini bulun ve bunları uygun şekilde serbest bırakın."
"txtGhostVehiclesCount","Hayalet Araçlar Serbest Bırakıldı"
"",""
"GROUP_MAINTENANCE_PATHING","Yol Hata Ayıklama"
"dropdownConnectionGraph","Yol Bağlantı Grafiğini Göster"
"dropdownConnectionGraphNone","Hiçbiri"
"dropdownConnectionGraphGoods","Ürün"
"dropdownConnectionGraphPedestrianZoneServices","Yaya Bölgesi Hizmetleri"
"dropdownConnectionGraphOtherServices","Diğer Hizmetler"
"txtShowConnectionGraph","This option will color each node to show whether they are connected or not according to the Transfer Manager algorithm. Nodes with the same color are connected, differently colored nodes are not."
"tabBuildingPanelCapacity","Kapasite"
"sliderTransferIssueDeadTimerValue","Ölüm Zamanlayıcı Eşiği"
"sliderTransferIssueSickTimerValue","Hasta Zamanlayıcı Eşiği"
"sliderTransferIssueGoodsTimerValue","Ürün Zamanlayıcı Eşiği"
"",""
"GROUP_SICK_COLLECTION","Hasta Vatandaş Toplama"
"txtOverrideSickHandler","The vanilla sick handler has very little in game consequences, citizens will occasionally be forced to move home and very rarely a building will become abandoned. This option overrides the vanilla sick handler with a custom handler where citizens will often die if no ambulance arrives in time."
"optionOverrideSickHandler","Override Sick Handler"
"txtSickSadNotification","Display sad notification when there are sick to be collected but no normal sick issues with the building."
"optionDisplaySickNotification","Display Sad Notification"
"optionSickHelicopterRate","Helicopter Request Rate"
"txtSickHelicopterRate","How often will the citizens request a helicopter instead of an ambulance."
"optionSickWalkRate","Walk Request Rate"
"txtSickWalkRate","How often are the citizens willing to walk to the hospital instead of getting an ambulance."
"",""
"GROUP_CRIME","Crime"
"txtToughOnCrime","Increase police presence in the city to reduce crime rates"
"optionPoliceToughOnCrime","Tough on crime"
"",""
"GROUP_BUILDINGPANEL_BUILDING_RESTRICTIONS","Bina Kısıtlamaları"
"btnBuildingRestrictions","Binalar..."
"btnBuildingRestrictionsSelected","Binaları Seç"
"txtBuildingRestrictionsIncoming","Gelen"
"txtBuildingRestrictionsOutgoing","Giden"
"txtBuildingRestrictionsAllBuildings","Tüm Binalar"
"txtBuildingRestrictionsRestricted","Sınırlı"
"txtAllowedBuildings","Allowed Buildings"
"btnClear","Temizle"
"",""
"reasonGoodsIn","Gelen Ürünler"
"reasonStudent1","Öğrenciler"
"reasonStudent2","Öğrenciler"
"reasonStudent3","Öğrenciler"
"reasonCrime","Suç"
"reasonCrimeMove","Suçlu Taşıma"
"reasonGarbage","Çöp"
"reasonGarbageMove","Çöp Taşıma"
"reasonGarbageTransfer","Çöp Transferi"
"reasonDead","Ölüleri Toplama"
"reasonDeadMove","Ölüleri Taşıma"
"reasonSick","Hasta Toplama"
"reasonSickMove","Hasta Taşıma"
"reasonFire","Yangın"
"reasonFire2","Yangın Helikopteri"
"reasonForestFire","Orman Yangını"
"reasonMaterialOut","Giden Malzeme"
"reasonMail","Posta"
"reasonMail2","Large Mail"
"reasonUnsortedMail","Sıralanmamış Posta"
"reasonSortedMail","Sıralanmış Posta"
"reasonParkMaintenance","Park Bakımı"
"reasonRoadMaintenance","Yol Bakımı"
"reasonTaxi","Taksi"
"reasonTaxiMove","TaxiMove"
"reasonCollapsed","Kamyonlar"
"reasonCollapsed2","Helikopterler"
"reasonRawMaterial","Hammadde"
"reasonIncomingMaterial","Gelen Malzeme"
"reasonOutgoingMaterial","Giden Malzeme"
"reasonWarehouse","Depolama"
"reasonGoods","Ürün"
"reasonCash","Nakit Tahsilatı"
"reasonFloodWater","Su baskını"
"reasonSnow","Kar Kürüme"
"reasonSnowMove","Kar Taşıma"
"",""
"tooltipHighlightModeOff","Vurgu Modu: Kapalı"
"tooltipHighlightModeMatches","Vurgulama Modu: Eşleşmeler\r\n\r\nKeyr\r\nKırmızı: Seçilen Bina\r\nMagenta: Hizmetler\r\nCamgöbeği: Hammaddeler\r\nMavi: Ürünler\r\nYeşil: Posta\r\nSarı: Diğer her şey"
"tooltipHighlightModeIssues","Vurgu Modu: Sorunlar\r\n\r\nKey\r\nKırmızı: Seçilen Bina\r\nCamgöbeği: Düşük Öncelikli\r\nMavi: Yüksek Öncelik\r\nYeşil: Bu sorun türü için diğer hizmet binaları"
"tooltipHighlightModeSettings","Highlight Mode: Settings\r\n\r\nKey\r\nRed: Building with settings."
"tooltipHighlightModeIssues2","Highlight Mode: Issues\r\n\r\nKey"
"",""
"GROUP_EXPORT_LIMITS","İhracat Araç Limitleri"
"sliderExportVehicleLimit","Bina İhracat Araç Limiti(%)"
"txtExportVehicleLimit","Dış bağlantılarınız aşırı çalışıyorsa, her binanın ihracata ayırabileceği araç sayısını sınırlamak için bu ayarı kullanabilirsiniz.\r\n%0 = İhracata İzin Verilmez\r\n%100 = Sınırsız"
"optionImprovedWarehouseTransfer","İyileştirilmiş Depo Transferi"
"",""
"GROUP_VISUALS","Görseller"
"optionEnablePanelTransparency","Panel Saydamlığını Etkinleştir (Yeniden Başlatma Gerektirir)"
"optionOverrideGenericIndustriesHandler","Türe ögzü Endüstri işleyicisini Geçersiz Kıl"
"txtOverrideGenericIndustriesHandler","Türe özgü endüstri işleyicisi, çok fazla malzemeyi çok acil olarak talep etme eğilimindedir, bu da çok fazla kamyon trafiği oluşturabilir ve mevcut malzemeyi tüketebilir. Bu işleyici, bu sorunları düzeltmeye çalışır."
"",""
"GROUP_MAINTENANCE_LOGGING","Eşleşme Kümesi Günlüğü"
"dropdownLoggingReason","Günlük Nedeni"
"txtMatchLogging","Bu seçenek, seçilen nedenden dolayı ayarlanan her eşleşme için günlük dosyalarını yazacaktır. Uyarı: Bu, önemli bir performans artışı üretir, lütfen yalnızca sorun giderme amacıyla etkinleştirin."
"txtMatchLoggingPath","Günlük Dosyası Yolu: \r\n"
"optionShowBuildingId","Bina ID Başlıkta Göster"
"",""
"GROUP_PATH_FAIL_EXCLUSION","Yol Hatası"
"txtPathFailExclusion","Yol hatalarını tespit edin ve bu başarısız nesneler arasındaki diğer eşleşmeleri bir süreliğine engelleyin."
"optionPathFailExclusion","Yol Hatası Hariç Tut"
"dropdownCandidates","Adayları Günlüğe Kaydet"
"dropdownAllCandidates","Tüm Adaylar"
"dropdownValidCandidates","Geçerli Adaylar"
"dropdownExcludedCandidates","Hariç Tutulan Adaylar"
"dropdownNoCandidates","Aday Yok"
"sliderPathDistanceHeuristic","Algoritma Performansı"
"txtPathDistanceHeuristic","Yol mesafesi algoritması, hesaplamayı hızlandırmak için bir sezgisel yöntem kullanabilir, ancak bu sezgisel yöntem, bazı durumlarda en yakın eşleşmeyi seçmenin doğruluğunu azaltabilir."
"txtPathDistanceHeuristicKey","%0 = Doğru (Sezgisel Yöntem Yok), %100 = Hızlı (Yalnızca Sezgisel Yöntem)"
"txtPathDistanceShift","Yol mesafesi algoritması, dış bağlantı çarpanlarının uygulanmasına izin vermek için algoritma içinde bir dış bağlantının son bölümünün seyahat süresini ayarlar. Bu değeri değiştirerek, bu segmentlere uygulanan temel değeri ayarlayabilirsiniz."
"sliderPathDistanceShift","Çarpan Taban Değeri (Seyahat Süresi)"
"txtPathUnitCount","Yol Birimleri Serbest Bırakıldı"
"txtEnterBuildingId","Binayı Seç veya Bina Kimliğini Gir"
"tooltipCopySettings","Copy Settings"
"tooltipPasteSettings","Paste Settings"
"tooltipClearSettings","Clear Settings"
"",""
"GROUP_TAXI_MOVE","Taxi Stand Usage"
"txtTaxiMove","This option makes the Taxi Stand the hub for taxi's rather than the depot. This means taxi's will now wait at stands near an airport or busy tourist district rather than be hidden at a taxi depot."
"optionTaxiMove","Improve Taxi Stand Usage"
"sliderTaxiStandDelay","Taxi Stand Delay"
"txtTaxiStandDelay","Add a small delay before a taxi, that is waiting at a stand, will make a taxi offer. This stops taxis from constantly arriving at a taxi stand then immediately being dispatched to pick up another citizen."
"tabAdvanced","Advanced"
"",""
"GROUP_PATCHES","Patches"
"txtAdvancedDescription","These patches are designed to fix issues in the vanilla game code that effect transfers. It is recommended to have them enabled unless troubleshooting an issue you are having."
"",""
"GROUP_SPAWN_PATCHES","Spawn Patches"
"optionForceCargoShipSpawn","Force cargo ships to spawn at outside connections."
"optionForcePassengerShipSpawn","Force passenger ships to spawn at outside connections."
"optionForceCargoPlaneSpawn","Force cargo planes to spawn at outside connections."
"optionForcePassengerPlaneSpawn","Force passenger planes to spawn at outside connections."
"optionForceAirportGateToSpawn","Force passenger planes to spawn at airport DLC gates."
"optionForceCargoTrainDespawnOutsideConnections","Force cargo trains to despawn at outside connections."
"optionForceCargoShipDespawnOutsideConnections","Force cargo ships to despawn at outside connections."
"optionForceCargoPlaneDespawnOutsideConnections","Force cargo planes to despawn at outside connections."
"",""
"GROUP_VEHICLE_PATCHES","Vehicle Patches"
"optionFixCargoTrucksDisappearingOutsideConnections","Fix cargo trucks spawning at outside connections then disappearing."
"optionResetStopMaxWaitTimeWhenNoPasengers","Reset stop max wait time when no passengers waiting at stop."
"optionFixBankVansStuckCargoStations","Fix bank vans getting stuck at cargo stations."
"optionFixPostVansStuckCargoStations","Fix post vans getting stuck at cargo stations."
"optionFixTransportStationNullReferenceException","Fix transport station null reference exception."
"optionFixPostTruckCollectingMail","Fix post trucks collecting mail after visiting a service point."
"optionFixFishWarehouses","Fix fish warehouses spawning fishing boats."
"optionFixCargoWarehouseAccessSegment","Fix cargo warehouse pathing issues (incorrect access segment)."
"",""
"GROUP_WAREHOUSE_PATCHES","Warehouse Patches"
"optionRemoveEmptyWarehouseLimit","Remove Empty mode warehouse capacity limitation (Requires restart)."
"optionFixCargoWarehouseExcludeFlag","Fix cargo warehouse offer missing exclude flag (Requires restart)."
"optionFixCargoWarehouseOfferRatio","Fix cargo warehouse offer ratio for more even usage."
"optionLogCitizenPathFailures","Log citizen path failures"
"txtLogCitizenPathFailureWarning","Warning: This option usually produces a large number of path failures and is only intended to help when debugging a buildings path issues."
"",""
"GROUP_UNLIMITED","Unlimited Offer Amounts"
"txtApplyUnlimited","In a recent Cities Sylines update Colossal Order introduced an Unlimited flag to offers, usually for outside connections. This flag allows the offer to match any amount, enable this option to have this Transfer Manager apply this flag as well."
"txtApplyUnlimitedWarning","Warning: This option can produce a large amount of traffic when say a new warehouse is matched with an outside connection."
"optionApplyUnlimited","Apply Unlimited Offer Flag"
"txtAdditionalDistricts","Additional Districts"
"",""
"GROUP_INTERCITY_STOPS","Intercity Stops"
"txtIntercityStopSpawnAtCount","Force vehicle to spawn when the waiting passenger count reaches this value.\r\n0 = OFF"
"sliderForceTrainSpawnAtCount","Train Waiting Passenger Count"
"sliderForceShipSpawnAtCount","Ship Waiting Passenger Count"
"sliderForcePlaneSpawnAtCount","Plane Waiting Passenger Count"
"sliderForceBusSpawnAtCount","Bus Waiting Passenger Count"
"",""
"optionFixFindHospital","Patch ResidentAI.FindHospital (Requires restart)."
"txtFindHospital","There is a bad vanilla bug in ResidentAI.FindHospital that breaks sick, eldercare and childcare services."
"",""
"GROUP_OVEREDUCATED_WORKERS","Overeducated Workers"
"txtEmployOvereducatedWorkers","When this option is enabled, workers will occasionally apply for lower level jobs."
"optionEmployOverEducatedWorkers","Employ Overeducated Workers"
"",""
"GROUP_SICK_GENERATE","Sick Citizen Generatation"
"txtRandomSick","To increase hospital usage you can randomly make a citizen sick."
"txtRandomSickRate","Random Sick Rate"
"txtRandomSickRateScale","0 = OFF, 100 = Very High, 10000 = Very Low"
"",""
"sliderMainBuildingMaxMail","Main Building Max Mail"
"txtMainBuildingMaxMail","Main buildings collect all the mail for their areas. They have been created with a very low buffer limit of 2000, which results in constant demand for post vans to deliver mail. This option allows increasing their mail buffers so they will demand post vans less often."
"optionMainBuildingPostTruck","Use Post Trucks for Main Area Buildings"
"txtMainBuildingPostTruck","Post Trucks are used to collect mail from service points as they are less used and have larger mail capacity. This option will make them collect mail for main area buildings as well."
"",""
"GROUP_FIRETRUCK","Fire Truck"
"txtFiretruckExtinguishTrees","This option will make fire trucks extinguish nearby trees when putting out house fires."
"optionFiretruckExtinguishTrees","Fire Trucks Extinguish Trees"
"",""
"txtGlobalDistanceRestriction","Global Distance Restriction (km)"
"txtStatusHideVehicleReason","On the status tab of the building panel, hide the vehicles transfer reason when in a group. This option makes it easier to see what is happening on short lists but can be confusing on larger lists."
"optionStatusHideVehicleReason","Status Tab: Hide Vehicle Transfer Reason In Group"
"buttonResetPanelPosition","Reset Panel Position"
"columnPathFailureCount","Failure Count"
"columnId","Building ID"
"columnRestriction","Restrictions"
"issueGarbage","Garbage"
"issueIncoming","Incoming"
"issueOutgoing","Outgoing"
"issueNoServices","No Services"
"issueNoWorkers","No Workers"
"titleSettingsPanel","Building Settings"
"",""
"GROUP_SETTINGS_PANEL","Settings Panel"
"keyOpenSettingsPanel","Open Settings Panel"
"columnLocation","Location"
"pathingLocal","Local"
"tabPanels","Panels"
"txtCandidates","Candidates"
"txtBuildings","Buildings..."
"txtSelectBuildings","Select Buildings"
"txtSelectStartBuilding","Select Start Building"
"txtAlgorithm","Algorithm"
"txtDirection","Direction"
"txtForward","Forward"
"txtBackward","Backward"
"",""
"GROUP_PATH_DISTANCE_PANEL","Path Distance Panel"
"keyOpenPathDistancePanel","Open Path Distance Panel"
