"Context","Source/Translation"
"dropdownBuildingPanelPreferLocal1","All Districts"
"dropdownBuildingPanelPreferLocal2","Prefer Within District"
"dropdownBuildingPanelPreferLocal3","Within District Only"
"dropdownBuildingPanelPreferLocal4","All Districts, Except For"
"tabTransferIssuesOutside","Outside"
"GROUP_BUILDING_PANEL","Building Panel"
"keyOpenBuildingPanel","Open Building Panel"
"GROUP_LOCALISATION","Localization"
"dropdownLocalization","Language"
"tabBuildingPanelVehicles","Vehicles"
"txtBuildingPanelTransferManagerWarning","Warning: These settings require the Custom Transfer Manager to be enabled."
"tabTransferIssuesGoods","Goods In"
"tabTransferIssuesGoodsOut","Goods Out"
"chkShowIssuesWithVehicles","Show issues with vehicles on route"
"GROUP_BUILDINGPANEL_DISTRICT","District Restrictions"
"dropdownBuildingPanelOutgoingPreferLocalLabel","Odchozí"
"dropdownBuildingPanelIncomingPreferLocalLabel","Příchozí"
"chkAllowImport","Povolit dovoz"
"chkAllowExport","Povolit vývoz"
"GROUP_BUILDINGPANEL_APPLYTOALL","Použít u všech budov tohoto typu"
"txtApplyToBuilding","Apply To Buildings"
"tabExperimental","Experimentální"
"chkDistrictAllowServices","Povolit služby (Sběr odpadu, Hasičská služba, Policie...)"
"GROUP_DISTANCE_LIMITS","Limity vzdálenosti"
"tabDistanceRestrictions","Vzdálenost"
"sliderDeathcareDistanceLimits","Hranice vzdálenosti starostlivosti o zosnulé (v km)"
"sliderHealthcareDistanceLimits","Hranice vzdálenosti zdravotní starostlivosti (v km)"
"sliderGarbageDistanceLimits","Hranice vzdálenosti starostlivosti o sběr odpadu (v km)"
"sliderPoliceDistanceLimits","Hranice vzdálenosti policie (v km)"
"sliderFireDistanceLimits","Hranice vzdálenosti hasičské služby (v km)"
"sliderMailDistanceLimits","Hranice vzdálenosti poštovních služeb (v km)"
"txtDistanceLimits","Maximální povolená vzdálenost párování, 0 = neomezené. Dovozy/vývozy nejsou dotčeny."
"tabVehicleAI","AI vozidla"
"GROUP_VEHICLE_AI","Povolit/zakázat AI vozidla"
"optionFireTruckAI","Hasičský vůz"
"optionFireCopterAI","Požární helikoptéra"
"optionGarbageTruckAI","Odpadkový vůz"
"optionPoliceCarAI","Policejní auto"
"optionPoliceCopterAI","Policejní vrtulník"
"txtVehicleAIDescription","Vozidlo Ai rozšiřuje vozidla k tomu, aby se snažila řešit problémy."
"tabImportExport","Dovoz/Vývoz"
"GROUP_IMPORT_RESTRICTIONS","Povolit dovoz"
"txtImportRestrictions","Před vypnutím těchto zdrojů se ujistěte, že máte dostatek vnitřní výroby."
"sliderWarehouseReservePercent","Rezervovat nákladní vozy pro místní doručování (v %)"
"sliderWarehouseReservePercentLocal","Rezervovat nákladní vozy (v %)"
"GROUP_DUMMY_TRAFFIC","Tranzitní provoz"
"optionDummyTraffic","Zakázat tranzitní provoz"
"txtDummyTraffic","Hra přidává tranzitní provoz, aby se město cítilo naživu. Tato možnost blokuje tranzitní provoz dopravy pro snížení provozu ve městě."
"optionWarehouseOverride","Přepsat globální nastavení"
"listConnectionName","Název"
"listConnectionType","Typ"
"listConnectionGuest","Návštěvná vozidla"
"listConnectionOwn","Vlastní vozidla"
"listConnectionStuck","Uvízlé"
"listConnectionMultiplier","Násobitel"
"listConnectionImport","Dovoz"
"listConnectionExport","Vývoz"
"titleOutsideConnectionPanel","Vnější spojení"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Násobitel vnější vzdálenosti"
"sliderOutsideDistanceMultiplier","Násobitel"
"sliderOutsideDistanceMultiplierTooltip","0 = Použít globální nastavení\r\n1 = beze změny vzdálenosti\r\n10 = 10x dál"
"OutsideMultiplierDescription1","Tyto násobitely jsou aplikovány na vypočtenou vzdálenost v algoritmu shody, aby se spojení zdálo více vzdálené, a proto je méně pravděpodobné, že bude zvoleno jako shoda."
"OutsideMultiplierDescription2","1 = Žádná změna vzdálenosti"
"OutsideMultiplierDescription3","10 = 10x dál"
"sliderShipMultiplier","Násobitel lodí"
"sliderPlaneMultiplier","Násobitel letadel"
"sliderTrainMultiplier","Train Multiplier"
"sliderRoadMultiplier","Road Multiplier"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Outside Connection Panel"
"keyOpenOutsidePanel","Open Outside Connection Panel"
"txtDetectedDistricts","Detected Districts"
"btnDistricts","Districts"
"btnDistrict","District"
"btnPark","Area"
"btnMap","Map"
"txtNone","None"
"txtVehiclesNone","None"
"txtStatusNone","None"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Distance Restrictions"
"sliderDistanceRestriction","Maximum Match Distance (km)"
"sliderDistanceRestrictionTooltip","0 = Use global setting, if any or no restriction.\r\n1+ = Maximum match distance"
"titleDistrictPanel","Select Districts"
"txtAllowedDistricts","Allowed Districts"
"txtBlockedDistricts","Blocked Districts"
"txtCurrentDistrict","Current District"
"txtCurrentPark","Current Area"
"txtLoad","Load"
"GROUP_IMPROVED_SERVICES_MATCHING","Improved Service Matching"
"tabMatches","Matches"
"titleTransferStatsPanel","Transfer Manager Statistics"
"sliderOutsideCargoCapacity","Cargo Capacity"
"sliderOutsideResidentCapacity","Resident Capacity"
"sliderOutsideTouristFactor0","Tourist Factor 0"
"sliderOutsideTouristFactor1","Tourist Factor 1"
"sliderOutsideTouristFactor2","Tourist Factor 2"
"sliderOutsideDummyTrafficFactor","Dummy Traffic Factor"
"btnOutsideReset","Reset"
"GROUP_OUTSIDE_SETTINGS","Outside Connection Parameters"
"GROUP_BALANCED_MATCH_MODE","Balanced Match Mode"
"dropdownBalancedTitle","Match First When Equal"
"dropdownBalancedModeIncomingFirst","Match Incoming First (Vanilla)"
"dropdownBalancedModeLeastFirst","Match Least Offers First"
"dropdownBalancedModePassiveFirst","Match Passive First"
"txtBalancedMatch","Choose which offer to match first when incoming and outging offers have the same priority."
"GROUP_PATH_DISTANCE","Match Distance Algorithm"
"optionPathDistanceServices","Use Path Distance for Services"
"optionPathDistanceGoods","Use Path Distance for Goods"
"dropdownPathDistanceAlgorithmServices","Services Algorithm"
"dropdownPathDistanceAlgorithmGoods","Goods Algorithm"
"dropdownPathDistanceLOS","Line of Sight"
"dropdownPathDistanceConnectedLOS","Connected Line of Sight"
"dropdownPathDistance","Path Distance"
"txtPathDistance","Use path distance instead of line of sight distance. This will result in better matches where your network or geography is complex but is slower so please ensure your computer is fast enough for this option."
"optionHighlightMatches","Highlight Matches"
"listBuildingPanelOffersPark","Park"
"tabTransferRoadAccess","No Road Access"
"btnResetRoadAccess","Obnovit silniční přístup"
"tabGame","Hra"
"btnDeleteVehicle","Odstranit vozidlo"
"tabMaintenance","Údržba"
"GROUP_Maintenance","Údržba"
"btnReleaseGhostVehicles","Uvolnit fantómová vozidla"
"txtReleaseGhostVehicles","Vyhledejte vozidla, která jsou uvězněna nebo nemají platné polohy nebo stav a uvolněte je."
"btnReleaseBrokenPathing","Uvolnění poškozeného trasování"
"txtBrokenPathUnits","Najděte jednotky trasy, které nebyly uvolněny správně, ale nejsou použity a uvolněte je správně."
"txtGhostVehiclesCount","Fantomová vozidla uvolněna"
"GROUP_MAINTENANCE_PATHING","Debugování trasy"
"dropdownConnectionGraph","Zobrazit graf připojení tras"
"dropdownConnectionGraphNone","Žádný"
"dropdownConnectionGraphGoods","Zboží"
"dropdownConnectionGraphPedestrianZoneServices","Služby pěších zon"
"dropdownConnectionGraphOtherServices","Ostatní služby"
"txtShowConnectionGraph","This option will color each node to show whether they are connected or not according to the Transfer Manager algorithm. Nodes with the same color are connected, differently colored nodes are not."
"tabBuildingPanelCapacity","Kapacita"
"sliderTransferIssueDeadTimerValue","Práh časovače úmrtí"
"sliderTransferIssueSickTimerValue","Práh časovače onemocnění"
"sliderTransferIssueGoodsTimerValue","Práh časovače zboží"
"GROUP_SICK_COLLECTION","Skupina nemocných občanů"
"optionOverrideResidentialSick","Override Residential Sick Handler"
"optionCollectionOtherBuildings","Collect Sick From Other Buildings"
"txtOverrideSickCollection","The vanilla sick handler tends to leave quite a few sick citizens uncollected. This option overrides the vanilla sick handler with a custom handler to hopefully improve this behaviour."
"txtSickCollectionOtherBuildings","The vanilla game only collects sick citizens from residential buildings. For more realism and better hospital usage sick citizens can also be collected from other building types as well."
"txtSickCollectionWarning","Warning: Enabling this option on an existing city will result in a surge of sick citizen collection which may tax your hospital system."
"GROUP_BUILDINGPANEL_BUILDING_RESTRICTIONS","Building Restrictions"
"btnBuildingRestrictions","Buildings..."
"btnBuildingRestrictionsSelected","Select Buildings"
"txtBuildingRestrictionsIncoming","Incoming"
"txtBuildingRestrictionsOutgoing","Outgoing"
"txtBuildingRestrictionsAllBuildings","All Buildings"
"txtBuildingRestrictionsRestricted","Restricted"
"txtAllowedBuildings","Allowed Buildings"
"btnClear","Clear"
"reasonGoodsIn","Incoming Goods"
"reasonStudent1","Students"
"reasonStudent2","Students"
"reasonStudent3","Students"
"reasonCrime","Crime"
"reasonCrimeMove","Moving Criminals"
"reasonGarbage","Garbage"
"reasonGarbageMove","Garbage Move"
"reasonGarbageTransfer","Garbage Transfer"
"reasonDead","Collecting Dead"
"reasonDeadMove","Moving Dead"
"reasonSick","Collecting Sick"
"reasonSickMove","Moving Sick"
"reasonFire","Fire"
"reasonFire2","Fire Helicopter"
"reasonForestFire","Forest Fire"
"reasonMaterialOut","Outgoing Material"
"reasonMail","Mail"
"reasonMail2","Large Mail"
"reasonUnsortedMail","Unsorted Mail"
"reasonSortedMail","Sorted Mail"
"reasonParkMaintenance","Park Maintenance"
"reasonRoadMaintenance","Road Maintenance"
"reasonTaxi","Taxi"
"reasonTaxiMove","TaxiMove"
"reasonCollapsed","Trucks"
"reasonCollapsed2","Helicopters"
"reasonRawMaterial","Raw Material"
"reasonIncomingMaterial","Incoming Material"
"reasonOutgoingMaterial","Outgoing Material"
"reasonWarehouse","Storage"
"reasonGoods","Goods"
"reasonCash","Cash Collection"
"reasonFloodWater","Flooding"
"reasonSnow","Collecting Snow"
"reasonSnowMove","Moving Snow"
"txtImprovedWarehouseMatching","Vanilla warehouse offers are limited to priority 2, this option will allow them to scale to priority 7."
"optionImprovedWarehouseMatching","Improved Warehouse Transfers"
"tooltipHighlightModeOff","Highlight Mode: Off"
"tooltipHighlightModeMatches","Highlight Mode: Matches\r\n\r\nKey\r\nRed: Selected Building\r\nMagenta: Services\r\nCyan: Raw Materials\r\nBlue: Goods\r\nGreen: Mail\r\nYellow: Everything else"
"tooltipHighlightModeIssues","Highlight Mode: Issues\r\n\r\nKey\r\nRed: Selected Building\r\nCyan and Gold: Low Priority\r\nBlue and Orange: High Priority\r\nGreen: Other service buildings for this issue type"
"GROUP_EXPORT_LIMITS","Export Vehicle Limits"
"sliderExportVehicleLimit","Building Export Vehicle Limit(%)"
"txtExportVehicleLimit","If your outside connections are getting over worked, you can use this setting to limit the number of vehicles that each building can allocate to exporting.\r\n0% = No Export Allowed\r\n100% = Unrestricted"
"optionImprovedWarehouseTransfer","Improved Warehouse Transfer"
"GROUP_VISUALS","Visuals"
"optionEnablePanelTransparency","Enable Panel Transparency (Requires Restart)"
"optionOverrideGenericIndustriesHandler","Override Generic Industries Handler"
"txtOverrideGenericIndustriesHandler","The generic industries handler tends to request a lot of material very urgently which can generate a lot of truck traffic and hog the available material. This handler attempts to correct these issues."
"GROUP_MAINTENANCE_LOGGING","Match Set Logging"
"dropdownLoggingReason","Log Reason"
"txtMatchLogging","This option will write out log files for each match set for the chosen reason. Warning: This produces a significant performance penalty, please only enable for trouble shooting purposes."
"txtMatchLoggingPath","Log File Path:\r\n"
"optionShowBuildingId","Show Building ID In Title"
"GROUP_PATH_FAIL_EXCLUSION","Path Failure"
"txtPathFailExclusion","Detect path failures and block any further matches between these failed objects for a while."
"optionPathFailExclusion","Path Failure Exclusion"
"dropdownCandidates","Log Candidates"
"dropdownAllCandidates","All Candidates"
"dropdownValidCandidates","Valid Candidates"
"dropdownExcludedCandidates","Excluded Candidates"
"dropdownNoCandidates","No Candidates"
"sliderPathDistanceHeuristic","Algorithm Performance"
"txtPathDistanceHeuristic","The path distance algorithm can use a heuristic to speed up the calculation, but this heuristic can reduce the accuracy of choosing the closest match in some situations."
"txtPathDistanceHeuristicKey","0% = Accurate (No Heuristic), 100% = Fast (Hueristic Only)"
"txtPathDistanceShift","The path distance algorithm adjusts the travel time of the last segment of an outside connection, within the algorithm, to allow applying the outside connection multipliers. By changing this value you can adjust the underlying base value that is applied to these segments."
"sliderPathDistanceShift","Multiplier Base Value (Travel Time)"
"txtPathUnitCount","Path Units Released"
"txtEnterBuildingId","Select Building or Enter Building ID"
"tooltipCopySettings","Copy Settings"
"tooltipPasteSettings","Paste Settings"
"tooltipClearSettings","Clear Settings"
"GROUP_TAXI_MOVE","Taxi Stand Usage"
"txtTaxiMove","This option makes the Taxi Stand the hub for taxi's rather than the depot. This means taxi's will now wait at stands near an airport or busy tourist district rather than be hidden at a taxi depot."
"optionTaxiMove","Improve Taxi Stand Usage"
"sliderTaxiStandDelay","Taxi Stand Delay"
"txtTaxiStandDelay","Add a small delay before a taxi, that is waiting at a stand, will make a taxi offer. This stops taxis from constantly arriving at a taxi stand then immediately being dispatched to pick up another citizen."
"tabAdvanced","Advanced"
"GROUP_PATCHES","Patches"
"GROUP_SPAWN_PATCHES","Spawn Patches"
"GROUP_VEHICLE_PATCHES","Vehicle Patches"
"GROUP_WAREHOUSE_PATCHES","Warehouse Patches"
"txtAdvancedDescription","These patches are designed to fix issues in the vanilla game code that effect transfers. It is recommended to have them enabled unless troubleshooting an issue you are having."
"optionForceCargoShipSpawn","Force cargo ships to spawn at outside connections."
"optionForcePassengerShipSpawn","Force passenger ships to spawn at outside connections."
"optionForceCargoPlaneSpawn","Force cargo planes to spawn at outside connections."
"optionForcePassengerPlaneSpawn","Force passenger planes to spawn at outside connections."
"optionForceAirportGateToSpawn","Force passenger planes to spawn at airport DLC gates."
"optionFixCargoTrucksDisappearingOutsideConnections","Fix cargo trucks spawning at outside connections then disappearing."
"optionResetStopMaxWaitTimeWhenNoPasengers","Reset stop max wait time when no passengers waiting at stop."
"optionFixBankVansStuckCargoStations","Fix bank vans getting stuck at cargo stations."
"optionFixPostVansStuckCargoStations","Fix post vans getting stuck at cargo stations."
"optionFixTransportStationNullReferenceException","Fix transport station null reference exception."
"optionFixPostTruckCollectingMail","Fix post trucks collecting mail after visiting a service point."
"optionFixFishWarehouses","Fix fish warehouses spawning fishing boats."
"optionFixCargoWarehouseAccessSegment","Fix cargo warehouse pathing issues (incorrect access segment)."
"optionForceCargoTrainDespawnOutsideConnections","Force cargo trains to despawn at outside connections."
"optionForceCargoShipDespawnOutsideConnections","Force cargo ships to despawn at outside connections."
"optionForceCargoPlaneDespawnOutsideConnections","Force cargo planes to despawn at outside connections."
"optionRemoveEmptyWarehouseLimit","Remove Empty mode warehouse capacity limitation (Requires restart)."
"optionFixCargoWarehouseExcludeFlag","Fix cargo warehouse offer missing exclude flag (Requires restart)."
"optionFixCargoWarehouseOfferRatio","Fix cargo warehouse offer ratio for more even usage."
"optionLogCitizenPathFailures","Log citizen path failures"
"txtLogCitizenPathFailureWarning","Warning: This option usually produces a large number of path failures and is only intended to help when debugging a buildings path issues."
"GROUP_UNLIMITED","Unlimited Offer Amounts"
"txtApplyUnlimited","In a recent Cities Sylines update Colossal Order introduced an Unlimited flag to offers, usually for outside connections. This flag allows the offer to match any amount, enable this option to have this Transfer Manager apply this flag as well."
"txtApplyUnlimitedWarning","Warning: This option can produce a large amount of traffic when say a new warehouse is matched with an outside connection."
"optionApplyUnlimited","Apply Unlimited Offer Flag"
"txtAdditionalDistricts","Additional Districts"
"GROUP_INTERCITY_STOPS","Intercity Stops"
"txtIntercityStopSpawnAtCount","Force vehicle to spawn when the waiting passenger count reaches this value.\r\n0 = OFF"
"sliderForceTrainSpawnAtCount","Train Waiting Passenger Count"
"sliderForceShipSpawnAtCount","Ship Waiting Passenger Count"
"sliderForcePlaneSpawnAtCount","Plane Waiting Passenger Count"
"sliderForceBusSpawnAtCount","Bus Waiting Passenger Count"
"optionFixFindHospital","Patch ResidentAI.FindHospital (Requires restart)."
"txtFindHospital","There is a bad vanilla bug in ResidentAI.FindHospital that breaks sick, eldercare and childcare services."
