"Context","Source/Translation"
"chkBuildingPanelReserveWarehouseTrucks","Резерв грузовых автомобилей склада для местных перевозок"
"tabBuildingPanelStatus","Статус"
"listBuildingPanelStatusColumn1","Материал"
"listBuildingPanelStatusColumn2","Ценность"
"listBuildingPanelStatusColumn3","Ответчик"
"listBuildingPanelStatusColumn4","Средство передвижения"
"listBuildingPanelStatusColumn5","Таймер"
"tabBuildingPanelTransfers","Трансферы"
"labelBuildingPanelOffers","Трансферные предложения"
"labelBuildingPanelMatchOffers","Подходящие предложения"
"listBuildingPanelOffersColumn1","Вход/Выход"
"listBuildingPanelOffersColumn2","Материал"
"listBuildingPanelOffersColumn3","Приоритет"
"listBuildingPanelOffersColumn4","Активный"
"listBuildingPanelOffersColumn5","Количество"
"listBuildingPanelOffersColumn6","Описание"
"listBuildingPanelMatchesColumn1","Время"
"listBuildingPanelMatchesColumn2","Материал"
"listBuildingPanelMatchesColumn3","Активный"
"listBuildingPanelMatchesColumn4","Количество"
"listBuildingPanelMatchesColumn5","Δ"
"listBuildingPanelMatchesColumn6","Описание"
"titleTransferIssuesPanel","Проблемы с переносом"
"tabTransferIssuesPathing","Путь"
"listPathingColumn1","Время"
"listPathingColumn2","Источник"
"listPathingColumn3","Цель"
"tabTransferIssuesDead","Мертв"
"listDeadColumn1","Мертв"
"listDeadColumn2","Таймер"
"listDeadColumn3","Источник"
"listDeadColumn4","Цель"
"listDeadColumn5","Средство передвижения"
"tabTransferIssuesSick","Болею"
"listSickColumn1","Болею"
"listBuildingPanelVehicleTarget","Цель"
"dropdownBuildingPanelPreferLocalLabel","Ограничения округов"
"dropdownBuildingPanelPreferLocal1","All districts"
"dropdownBuildingPanelPreferLocal2","Предпочитаю в районе"
"dropdownBuildingPanelPreferLocal3","Только в районе"
"dropdownBuildingPanelPreferLocal4","All Districts, Except For"
"tabTransferIssuesOutside","Снаружи"
"GROUP_BUILDING_PANEL","Строительная панель"
"keyOpenBuildingPanel","Открытая панель здания"
"GROUP_LOCALISATION","Локализация"
"dropdownLocalization","Язык"
"tabBuildingPanelVehicles","Автомобили"
"txtBuildingPanelTransferManagerWarning","Предупреждение. Эти настройки требуют включения Custom Transfer Manager."
"tabTransferIssuesGoods","Товары"
"chkShowIssuesWithVehicles","Показать проблемы с транспортными средствами на маршруте"
"GROUP_BUILDINGPANEL_DISTRICT","Ограничения округов"
"dropdownBuildingPanelOutgoingPreferLocalLabel","Исходящий"
"dropdownBuildingPanelIncomingPreferLocalLabel","Входящие"
"chkAllowImport","Разрешить импорт"
"chkAllowExport","Разрешить экспорт"
"GROUP_BUILDINGPANEL_APPLYTOALL","Применить ко всем зданиям одного типа"
"tabExperimental","Экспериментальная"
"chkDistrictAllowServices","Разрешить услуги (мусор, пожарная служба, полиция...)"
"GROUP_DISTANCE_LIMITS","Ограничения по расстоянию"
"tabDistanceRestrictions","Дистанция"
"sliderDeathcareDistanceLimits","Предельное расстояние смерти (км)"
"sliderHealthcareDistanceLimits","Ограничение расстояния для медицинских учреждений (км)"
"sliderGarbageDistanceLimits","Ограничение расстояния вывоза мусора (км)"
"sliderPoliceDistanceLimits","Ограничение расстояния полиции (км)"
"sliderFireDistanceLimits","Предел дальности огня (км)"
"sliderMailDistanceLimits","Ограничение расстояния почты (км)"
"txtDistanceLimits","Максимально допустимое расстояние совпадения, 0 = Не ограничено. Импорт/экспорт не затрагивается."
"tabVehicleAI","ИИ автомобиля"
"GROUP_VEHICLE_AI","Включить/отключить ИИ автомобиля"
"optionFireTruckAI","Пожарная машина"
"optionFireCopterAI","Пожарный вертолет"
"optionGarbageTruckAI","Мусоровоз"
"optionPoliceCarAI","Полицейская машина"
"optionPoliceCopterAI","Полицейский вертолет"
"txtVehicleAIDescription","VehicleAI улучшает транспортные средства, чтобы искать близлежащие проблемы для решения."
"tabImportExport","Импорт Экспорт"
"GROUP_IMPORT_RESTRICTIONS","Разрешить импорт"
"txtImportRestrictions","Прежде чем отключать эти ресурсы, убедитесь, что у вас достаточно внутреннего производства."
"sliderWarehouseReservePercent","Резервные грузовики для местных перевозок (%)"
"sliderWarehouseFirstPercent","Резервные грузовики для местных перевозок (%)"
"GROUP_DUMMY_TRAFFIC","Фиктивный трафик"
"optionDummyTraffic","Отключить фиктивный трафик"
"txtDummyTraffic","В игру добавлен фиктивный трафик, чтобы город казался более живым. Эта опция блокирует фиктивные передачи трафика, чтобы уменьшить трафик в городе."
"optionWarehouseOverride","Переопределить глобальные настройки"
"listConnectionName","Имя"
"listConnectionType","Тип"
"listConnectionGuest","Автомобили"
"listConnectionOwn","Автомобили"
"listConnectionMultiplier","Множитель"
"listConnectionImport","Импорт"
"listConnectionExport","Экспорт"
"titleOutsideConnectionPanel","Внешние соединения"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Множитель внешнего расстояния"
"sliderOutsideDistanceMultiplier","Множитель"
"sliderOutsideDistanceMultiplierTooltip","0 = Use global setting\r\n1 = No change to distance\r\n10 = 10x Further away"
"OutsideMultiplierDescription1","Эти множители применяются к рассчитанному расстоянию в алгоритме сопоставления, чтобы соединение казалось более далеким и, следовательно, с меньшей вероятностью было выбрано в качестве совпадения."
"OutsideMultiplierDescription2","1 = без изменения расстояния"
"OutsideMultiplierDescription3","10 = в 10 раз дальше"
"sliderShipMultiplier","Множитель корабля"
"sliderPlaneMultiplier","Множитель плоскости"
"sliderTrainMultiplier","Множитель поезда"
"sliderRoadMultiplier","Дорожный множитель"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Внешняя соединительная панель"
"keyOpenOutsidePanel","Открыть внешнюю панель подключения"
"optionNewWarehouseTransfer","Улучшенная межскладская передача"
"txtNewInterWarehouseMatching","Этот параметр позволяет выполнять перемещения между складами с более низким приоритетом, но проверяет уровни хранения, чтобы склады не бесцельно отправляли товары туда и обратно без какой-либо выгоды."
"txtDetectedDistricts","Обнаруженные районы"
"btnDistricts","Districts"
"btnDistrict","Район"
"btnPark","Парк/промышленность"
"btnMap","Карта"
"txtNone","Нет"
"txtVehiclesNone","None"
"txtStatusNone","None"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Distance Restrictions"
"sliderDistanceRestriction","Maximum Match Distance (km)"
"sliderDistanceRestrictionTooltip","0 = Use global setting, if any or no restriction.\r\n1+ = Maximum match distance"
"titleDistrictPanel","Select Districts"
"txtAllowedDistricts","Allowed Districts"
"txtBlockedDistricts","Blocked Districts"
"txtCurrentDistrict","Current District"
"txtCurrentPark","Current Park"
"txtLoad","Load"
"GROUP_IMPROVED_SERVICES_MATCHING","Improved Service Matching"
"tabMatches","Matches"
"titleTransferStatsPanel","Transfer Manager Statistics"
"sliderOutsideCargoCapacity","Cargo Capacity"
"sliderOutsideResidentCapacity","Resident Capacity"
"sliderOutsideTouristFactor0","Tourist Factor 0"
"sliderOutsideTouristFactor1","Tourist Factor 1"
"sliderOutsideTouristFactor2","Tourist Factor 2"
"sliderOutsideDummyTrafficFactor","Dummy Traffic Factor"
"btnOutsideReset","Reset"
"GROUP_OUTSIDE_SETTINGS","Outside Connection Parameters"
"GROUP_BALANCED_MATCH_MODE","Balanced Match Mode"
"dropdownBalancedTitle","Match First When Equal"
"dropdownBalancedModeIncomingFirst","Match Incoming First (Vanilla)"
"dropdownBalancedModeLeastFirst","Match Least Offers First"
"dropdownBalancedModePassiveFirst","Match Passive First"
"txtBalancedMatch","Choose which offer to match first when incoming and outging offers have the same priority."
"GROUP_PATH_DISTANCE","Match Distance Algorithm"
"optionPathDistance","Use Path Distance (Where available)"
"txtPathDistance","Use path distance instead of line of sight distance (where available). This will result in better matches where your network or geography is complex but is slower so please ensure your computer is fast enough for this option.\r\nCurrently restricted to main services."
"optionHighlightMatches","Highlight Matches"
"listBuildingPanelOffersPark","Park"

