"Context","Source/Translation"
"GROUP_IMPORT_RESTRICTIONS","Allow Import"
"txtImportRestrictions","Please ensure you have sufficient internal production before disabling these resources."
"sliderWarehouseReservePercent","Reserve Trucks for Local Transfers (%)"
"sliderWarehouseFirstPercent","Reserve Trucks for Local Transfers (%)"
"GROUP_DUMMY_TRAFFIC","Dummy Traffic"
"optionDummyTraffic","Disable Dummy Traffic"
"txtDummyTraffic","The game adds dummy traffic to make the city feel more alive. This option blocks dummy traffic transfers to reduce traffic within the city."
"optionWarehouseOverride","Override Global Settings"
"listConnectionName","Name"
"listConnectionType","Type"
"listConnectionGuest","Vehicles"
"listConnectionOwn","Vehicles"
"listConnectionMultiplier","Multiplier"
"listConnectionImport","Import"
"listConnectionExport","Export"
"titleOutsideConnectionPanel","Outside Connections"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Outside Distance Multiplier"
"sliderOutsideDistanceMultiplier","Multiplier"
"sliderOutsideDistanceMultiplierTooltip","0 = Use global setting\r\n1 = No change to distance\r\n10 = 10x Further away"
"OutsideMultiplierDescription1","These multipliers are applied to the calculated distance in the match algorithm to make the connection seem further away and hence less likely to be chosen as a match."
"OutsideMultiplierDescription2","1 = No change to distance"
"OutsideMultiplierDescription3","10 = 10x further away"
"sliderShipMultiplier","Ship Multiplier"
"sliderPlaneMultiplier","Plane Multiplier"
"sliderTrainMultiplier","Train Multiplier"
"sliderRoadMultiplier","Road Multiplier"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Outside Connection Panel"
"keyOpenOutsidePanel","Open Outside Connection Panel"
"optionNewWarehouseTransfer","Improved Inter-Warehouse Transfer"
"txtNewInterWarehouseMatching","This option allows inter-warehouse transfers to occur at lower priorities but checks the storage levels to ensure warehouses don't aimlessly send goods back and forth for no benefit."
"txtDetectedDistricts","Detected Districts"
"btnDistricts","Districts"
"btnDistrict","District"
"btnPark","Park/Industry"
"btnMap","Map"
"txtNone","None"
"txtVehiclesNone","None"
"txtStatusNone","None"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Distance Restrictions"
"sliderDistanceRestriction","Maximum Match Distance (km)"
"sliderDistanceRestrictionTooltip","0 = Use global setting, if any or no restriction.\r\n1+ = Maximum match distance"
"titleDistrictPanel","Select Districts"
"txtAllowedDistricts","Allowed Districts"
"txtBlockedDistricts","Blocked Districts"
"txtCurrentDistrict","Current District"
"txtCurrentPark","Current Park"
"txtLoad","Load"
"GROUP_IMPROVED_SERVICES_MATCHING","Improved Service Matching"
"tabMatches","Matches"
"titleTransferStatsPanel","Transfer Manager Statistics"
"sliderOutsideCargoCapacity","Cargo Capacity"
"sliderOutsideResidentCapacity","Resident Capacity"
"sliderOutsideTouristFactor0","Tourist Factor 0"
"sliderOutsideTouristFactor1","Tourist Factor 1"
"sliderOutsideTouristFactor2","Tourist Factor 2"
"sliderOutsideDummyTrafficFactor","Dummy Traffic Factor"
"btnOutsideReset","Reset"
"GROUP_OUTSIDE_SETTINGS","Outside Connection Parameters"
"GROUP_BALANCED_MATCH_MODE","Balanced Match Mode"
"dropdownBalancedTitle","Match First When Equal"
"dropdownBalancedModeIncomingFirst","Match Incoming First (Vanilla)"
"dropdownBalancedModeLeastFirst","Match Least Offers First"
"dropdownBalancedModePassiveFirst","Match Passive First"
"txtBalancedMatch","Choose which offer to match first when incoming and outging offers have the same priority."


