"Context","Source/Translation"
"dropdownBuildingPanelPreferLocalLabel","Restrições de Distrito"
"dropdownBuildingPanelPreferLocal1","Todos os distritos"
"dropdownBuildingPanelPreferLocal2","Prefira dentro do distrito"
"dropdownBuildingPanelPreferLocal3","Apenas dentro do distrito"
"dropdownBuildingPanelPreferLocal4","All Districts, Except For"
"tabTransferIssuesOutside","Fora"
"GROUP_BUILDING_PANEL","Prédio painel"
"keyOpenBuildingPanel","Abrir painel de Prédio"
"GROUP_LOCALISATION","Localização"
"dropdownLocalization","Language"
"tabBuildingPanelVehicles","Veículos"
"txtBuildingPanelTransferManagerWarning","Aviso: essas configurações exigem que o Gerenciador de transferência personalizada esteja ativado."
"tabTransferIssuesGoods","Goods In"
"tabTransferIssuesGoodsOut","Goods Out"
"chkShowIssuesWithVehicles","Mostrar problemas com veículos na rota"
"GROUP_BUILDINGPANEL_DISTRICT","Restrições Distritais"
"dropdownBuildingPanelOutgoingPreferLocalLabel","Enviado"
"dropdownBuildingPanelIncomingPreferLocalLabel","Entrada"
"chkAllowImport","Permitir a Importação"
"chkAllowExport","Permitir Exportação"
"GROUP_BUILDINGPANEL_APPLYTOALL","Aplicar a todos os edifícios do mesmo tipo"
"tabExperimental","Experimental"
"chkDistrictAllowServices","Permitir Serviços (Lixo, Bombeiros, Polícia...)"
"GROUP_DISTANCE_LIMITS","Limites de distância"
"tabDistanceRestrictions","Distância"
"sliderDeathcareDistanceLimits","Limite de distância de assistência à morte (km)"
"sliderHealthcareDistanceLimits","Limite de distância de assistência médica (km)"
"sliderGarbageDistanceLimits","Limite de distância do lixo (km)"
"sliderPoliceDistanceLimits","Limite de distância policial (km)"
"sliderFireDistanceLimits","Limite de distância de fogo (km)"
"sliderMailDistanceLimits","Limite de distância de correio (km)"
"txtDistanceLimits","Distância de correspondência máxima permitida, 0 = Ilimitado. As importações/exportações não são afetadas."
"tabVehicleAI","Veículos AI"
"GROUP_VEHICLE_AI","Ativar/desativar IA do veículo"
"optionFireTruckAI","Caminhão de bombeiros"
"optionFireCopterAI","Helicóptero de Incêndio"
"optionGarbageTruckAI","Caminhão de lixo"
"optionPoliceCarAI","Carro de polícia"
"optionPoliceCopterAI","Copter da Polícia"
"txtVehicleAIDescription","O VehicleAI aprimora os veículos para procurar problemas próximos a serem resolvidos."
"tabImportExport","Importar/Exportar"
"GROUP_IMPORT_RESTRICTIONS","Permitir a Importação"
"txtImportRestrictions","Certifique-se de ter produção interna suficiente antes de desativar esses recursos."
"sliderWarehouseReservePercent","Caminhões de Reserva para Transferências Locais (%)"
"sliderWarehouseFirstPercent","Caminhões de Reserva para Transferências Locais (%)"
"GROUP_DUMMY_TRAFFIC","Tráfego fictício"
"optionDummyTraffic","Desativar tráfego fictício"
"txtDummyTraffic","O jogo adiciona tráfego fictício para tornar a cidade mais viva. Esta opção bloqueia transferências de tráfego fictícias para reduzir o tráfego dentro da cidade."
"optionWarehouseOverride","Substituir configurações globais"
"listConnectionName","Nome"
"listConnectionType","Tipo"
"listConnectionGuest","Veículos"
"listConnectionOwn","Veículos"
"listConnectionMultiplier","Multiplicador"
"listConnectionImport","Importar"
"listConnectionExport","Exportar"
"titleOutsideConnectionPanel","Conexões externas"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Multiplicador de distância externa"
"sliderOutsideDistanceMultiplier","Multiplicador"
"sliderOutsideDistanceMultiplierTooltip","0 = Usar configuração global\r\n1 = Sem mudar distância\r\n10 = 10x Mais longe"
"OutsideMultiplierDescription1","Esses multiplicadores são aplicados à distância calculada no algoritmo de correspondência para fazer a conexão parecer mais distante e, portanto, menos provável de ser escolhida como uma correspondência."
"OutsideMultiplierDescription2","1 = Nenhuma mudança na distância"
"OutsideMultiplierDescription3","10 = 10x mais longe"
"sliderShipMultiplier","Multiplicador de Navios"
"sliderPlaneMultiplier","Multiplicador de Plano"
"sliderTrainMultiplier","Trem Multiplicador"
"sliderRoadMultiplier","Multiplicador de estrada"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Painel de conexão externa"
"keyOpenOutsidePanel","Abrir o painel de conexão externa"
"optionNewWarehouseTransfer","Transferência entre armazéns melhorada"
"txtNewInterWarehouseMatching","Essa opção permite que as transferências entre depósitos ocorram em prioridades mais baixas, mas verifica os níveis de armazenamento para garantir que os depósitos não enviem mercadorias de um lado para o outro sem nenhum benefício."
"txtDetectedDistricts","Distritos detectados"
"btnDistricts","Districts"
"btnDistrict","Distrito"
"btnPark","Parque/Indústria"
"btnMap","Mapa"
"txtNone","Nenhum"
"txtVehiclesNone","Nenhum"
"txtStatusNone","Nenhum"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Restrições de Distância"
"sliderDistanceRestriction","Distância Máxima de Correspondência (km)"
"sliderDistanceRestrictionTooltip","0 = Usar configuração global, se houver alguma restrição.\r\n1+ = Distância máxima de correspondência"
"titleDistrictPanel","Selecionar Distritos"
"txtAllowedDistricts","Distritos permitidos"
"txtBlockedDistricts","Blocked Districts"
"txtCurrentDistrict","Distrito atual"
"txtCurrentPark","Parque Atual"
"txtLoad","Carregar"
"GROUP_IMPROVED_SERVICES_MATCHING","Improved Service Matching"
"tabMatches","Matches"
"titleTransferStatsPanel","Transfer Manager Statistics"
"sliderOutsideCargoCapacity","Cargo Capacity"
"sliderOutsideResidentCapacity","Resident Capacity"
"sliderOutsideTouristFactor0","Tourist Factor 0"
"sliderOutsideTouristFactor1","Tourist Factor 1"
"sliderOutsideTouristFactor2","Tourist Factor 2"
"sliderOutsideDummyTrafficFactor","Dummy Traffic Factor"
"btnOutsideReset","Reset"
"GROUP_OUTSIDE_SETTINGS","Outside Connection Parameters"
"GROUP_BALANCED_MATCH_MODE","Balanced Match Mode"
"dropdownBalancedTitle","Match First When Equal"
"dropdownBalancedModeIncomingFirst","Match Incoming First (Vanilla)"
"dropdownBalancedModeLeastFirst","Match Least Offers First"
"dropdownBalancedModePassiveFirst","Match Passive First"
"txtBalancedMatch","Choose which offer to match first when incoming and outging offers have the same priority."
"GROUP_PATH_DISTANCE","Match Distance Algorithm"
"optionPathDistanceServices","Use Path Distance for Services"
"optionPathDistanceGoods","Use Path Distance for Goods"
"txtPathDistance","Use path distance instead of line of sight distance. This will result in better matches where your network or geography is complex but is slower so please ensure your computer is fast enough for this option."
"optionHighlightMatches","Highlight Matches"
"listBuildingPanelOffersPark","Park"
"tabTransferRoadAccess","No Road Access"
"btnResetRoadAccess","Reset Road Access"
"tabGame","Game"
"btnDeleteVehicle","Delete vehicle"
"tabMaintenance","Maintenance"
"GROUP_Maintenance","Maintenance"
"btnReleaseGhostVehicles","Release Ghost Vehicles"
"txtReleaseGhostVehicles","Look for vehicles that are stuck or without valid positions or status and release them."
"btnReleaseBrokenPathing","Release Broken Pathing"
"txtBrokenPathUnits","Find path units that have not been released correctly but are not used and release them properly."
"txtGhostVehiclesCount","Ghost Vehicles Released"


