"Context","Source/Translation"
"dropdownLocalization","Idioma"
"tabBuildingPanelVehicles","Veículos"
"txtBuildingPanelTransferManagerWarning","Aviso: essas configurações exigem que o Gerenciador de transferência personalizada esteja ativado."
"tabTransferIssuesGoods","Mercadorias entrando"
"tabTransferIssuesGoodsOut","Mercadorias Saindo"
"chkShowIssuesWithVehicles","Mostrar problemas com veículos na rota"
"GROUP_BUILDINGPANEL_DISTRICT","Restrições Distritais"
"dropdownBuildingPanelOutgoingPreferLocalLabel","Enviado"
"dropdownBuildingPanelIncomingPreferLocalLabel","Entrada"
"chkAllowImport","Permitir a Importação"
"chkAllowExport","Permitir Exportação"
"GROUP_BUILDINGPANEL_APPLYTOALL","Aplicar para os edifícios do tipo"
"tabExperimental","Experimental"
"chkDistrictAllowServices","Permitir Serviços (Lixo, Bombeiros, Polícia...)"
"GROUP_DISTANCE_LIMITS","Limites de distância"
"tabDistanceRestrictions","Distância"
"sliderDeathcareDistanceLimits","Limite de distância de assistência à morte (km)"
"sliderHealthcareDistanceLimits","Limite de distância de assistência médica (km)"
"sliderGarbageDistanceLimits","Limite de distância do lixo (km)"
"sliderPoliceDistanceLimits","Limite de distância policial (km)"
"sliderFireDistanceLimits","Limite de distância de fogo (km)"
"sliderMailDistanceLimits","Limite de distância de correio (km)"
"txtDistanceLimits","Distância de correspondência máxima permitida, 0 = Ilimitado. As importações/exportações não serão afetadas."
"tabVehicleAI","Veículos AI"
"GROUP_VEHICLE_AI","Ativar/desativar IA do veículo"
"optionFireTruckAI","Caminhão de bombeiros"
"optionFireCopterAI","Helicóptero de Incêndio"
"optionGarbageTruckAI","Caminhão de lixo"
"optionPoliceCarAI","Carro de polícia"
"optionPoliceCopterAI","Copter da Polícia"
"txtVehicleAIDescription","O VehicleAI aprimora os veículos para procurar problemas próximos a serem resolvidos."
"tabImportExport","Importar/Exportar"
"GROUP_IMPORT_RESTRICTIONS","Permitir a Importação"
"txtImportRestrictions","Certifique-se de ter produção interna suficiente antes de desativar esses recursos."
"sliderWarehouseReservePercent","Caminhões de Reserva para Entrega Local (%)"
"sliderWarehouseReservePercentLocal","Caminhões de Reserva (%)"
"GROUP_DUMMY_TRAFFIC","Tráfego fictício"
"optionDummyTraffic","Desativar tráfego fictício"
"txtDummyTraffic","O jogo adiciona tráfego fictício para tornar a cidade mais viva. Esta opção bloqueia transferências de tráfego fictícias para reduzir o tráfego dentro da cidade."
"optionWarehouseOverride","Substituir configurações globais"
"listConnectionName","Nome"
"listConnectionType","Tipo"
"listConnectionGuest","Veículos Visitantes"
"listConnectionOwn","Veículos Próprios"
"listConnectionStuck","Travado"
"listConnectionMultiplier","Multiplicador"
"listConnectionImport","Importar"
"listConnectionExport","Exportar"
"titleOutsideConnectionPanel","Conexões externas"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Multiplicador de distância externa"
"sliderOutsideDistanceMultiplier","Multiplicador"
"sliderOutsideDistanceMultiplierTooltip","0 = Usar configuração global\r\n1 = Sem mudar distância\r\n10 = 10x Mais longe"
"OutsideMultiplierDescription1","Esses multiplicadores são aplicados à distância calculada pelo algoritmo de correspondência para fazer a conexão parecer mais distante e, menos provável de ser escolhida como uma correspondência."
"OutsideMultiplierDescription2","1 = Nenhuma mudança na distância"
"OutsideMultiplierDescription3","10 = 10x mais longe"
"sliderShipMultiplier","Multiplicador de Navios"
"sliderPlaneMultiplier","Multiplicador de Plano"
"sliderTrainMultiplier","Trem Multiplicador"
"sliderRoadMultiplier","Multiplicador de estrada"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Painel de conexão externa"
"keyOpenOutsidePanel","Abrir o painel de conexão externa"
"txtDetectedDistricts","Distritos detectados"
"btnDistricts","Distritos"
"btnDistrict","Distrito"
"btnPark","Área"
"btnMap","Mapa"
"txtNone","Nenhum"
"txtVehiclesNone","Nenhum"
"txtStatusNone","Nenhum"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Restrições de Distância"
"sliderDistanceRestriction","Distância Máxima de Correspondência (km)"
"sliderDistanceRestrictionTooltip","0 = Usar configuração global, se houver alguma restrição.\r\n1+ = Distância máxima de correspondência"
"titleDistrictPanel","Selecionar Distritos"
"txtAllowedDistricts","Distritos permitidos"
"txtBlockedDistricts","Distritos Bloqueados"
"txtCurrentDistrict","Distrito atual"
"txtCurrentPark","Área Atual"
"txtLoad","Carregar"
"GROUP_IMPROVED_SERVICES_MATCHING","Serviço de Correspondência Melhorada"
"tabMatches","Correspondências"
"titleTransferStatsPanel","Estatísticas do Gerenciador de Transferências"
"sliderOutsideCargoCapacity","Capacidade de Carga"
"sliderOutsideResidentCapacity","Capcidade Residencial"
"sliderOutsideTouristFactor0","Fator Turístico 0"
"sliderOutsideTouristFactor1","Fator Turístico 1"
"sliderOutsideTouristFactor2","Fator Turístico 2"
"sliderOutsideDummyTrafficFactor","Fator de Tráfego Fictício"
"btnOutsideReset","Redefinir"
"GROUP_OUTSIDE_SETTINGS","Parâmetros de Conexão Externa"
"GROUP_BALANCED_MATCH_MODE","Modo de Correspondência Balanceada"
"dropdownBalancedTitle","Corresponda primeiro quando igual"
"dropdownBalancedModeIncomingFirst","Corresponda as Entradas Primeiro (Padrão)"
"dropdownBalancedModeLeastFirst","Corresponda as Ofertas menores Primeiro"
"dropdownBalancedModePassiveFirst","Atender passivo primeiro"
"txtBalancedMatch","Escolha quais ofertas atender primeiro quando as ofertas de entrada e saída tem a mesma prioridade."
"GROUP_PATH_DISTANCE","Corresponder Algoritmo de Distância"
"optionPathDistanceServices","Use Distância do Caminho para Serviços"
"optionPathDistanceGoods","Use Distância do Caminho para Mercadorias"
"dropdownPathDistanceAlgorithmServices","Algoritmo de Serviço"
"dropdownPathDistanceAlgorithmGoods","Algoritmo de Mercadorias"
"dropdownPathDistanceLOS","Campo de Visão"
"dropdownPathDistanceConnectedLOS","Conectado a Linha de Visão"
"dropdownPathDistance","Tamanho do Trajeto"
"txtPathDistance","Use tamanho do caminho invés de distância visível. Isto resultará em melhores atendimentos onde sua rede/geografia é mais complexa, porem tornará o computador mais lento, caso você não tenha um bom computador para usar esta opção."
"optionHighlightMatches","Destacar correspondências"
"listBuildingPanelOffersPark","Estacionamento"
"tabTransferRoadAccess","Sem Acesso à Estrada"
"btnResetRoadAccess","Redefinir Acesso à Estrada"
"tabGame","Jogo"
"btnDeleteVehicle","Excluir Veículo"
"tabMaintenance","Manutenção"
"GROUP_Maintenance","Manutenção"
"btnReleaseGhostVehicles","Liberar veículos Invisíveis"
"txtReleaseGhostVehicles","Procure por veículos travados ou sem posições válidas, ou estado disponível e libere-os."
"btnReleaseBrokenPathing","Liberar Trajeto Quebrado"
"txtBrokenPathUnits","Encontre os trajetos que não foram consertados corretamente, mas não são usados e conserte-os corretamente."
"txtGhostVehiclesCount","Veículos Invísiveis Liberados"
"GROUP_MAINTENANCE_PATHING","Depuração de Trajeto"
"dropdownConnectionGraph","Mostra Gráfico de Conexão de Trajeto"
"dropdownConnectionGraphNone","Nenhum"
"dropdownConnectionGraphGoods","Mercadorias"
"dropdownConnectionGraphPedestrianZoneServices","Zona de Serviço de Pedestres"
"dropdownConnectionGraphOtherServices","Outros Serviços"
"txtShowConnectionGraph","Enquanto o painel de construção estiver aberto, esta opção irá colorir os nós para mostrar se está conectado ou não conforme o algoritmo do Gerenciador de Transferências. Nós com a mesma cor estão conectados, nós de cores diferentes não."
"tabBuildingPanelCapacity","Capacidade"
"sliderTransferIssueDeadTimerValue","Limite de Tempo para Mortos"
"sliderTransferIssueSickTimerValue","Limite de Tempo par Doentes"
"sliderTransferIssueGoodsTimerValue","Limite de Tempo para Mercadorias"
"GROUP_SICK_COLLECTION","Coleta de Cidadãos Doentes"
"optionOverrideResidentialSick","Substituir o Gerenciador de Doentes Residenciais"
"optionCollectionOtherBuildings","Coletar Doentes de Outros Edifícios"
"txtOverrideSickCollection","O gerenciador básico de doentes tende a deixar um grande número de cidadãos sem serem coletados. Esta opção substitui o gerenciador básico com um customizado que melhora o comportamento."
"txtSickCollectionOtherBuildings","O jogo base só coleta os cidadãos doentes de edifício residenciais. Para um realismo maior e melhor uso de hospitais, cidadãos doentes podem ser coletados de outros tipos de edifício também."
"txtSickCollectionWarning","Aviso: Ativar esta opção em uma cidade já existente resultará em uma onda de coleta de cidadãos doentes o que pode sobrecarregar o seu sistema de hospitais."
"GROUP_BUILDINGPANEL_BUILDING_RESTRICTIONS","Restrições do Edifício"
"btnBuildingRestrictions","Edifícios..."
"btnBuildingRestrictionsSelected","Selecione os Edifícios"
"txtBuildingRestrictionsIncoming","Entrada"
"txtBuildingRestrictionsOutgoing","Saída"
"txtBuildingRestrictionsAllBuildings","Todos os edifícios"
"txtBuildingRestrictionsRestricted","Restrito"
"txtAllowedBuildings","Construções Permitidas"
"btnClear","Excluir"
"reasonGoodsIn","Mercadorias Recebidas"
"reasonStudent1","Estudantes"
"reasonStudent2","Estudantes"
"reasonStudent3","Estudantes"
"reasonCrime","Crime"
"reasonCrimeMove","Movendo Criminosos"
"reasonGarbage","Lixo"
"reasonGarbageMove","Mudança de Lixo"
"reasonGarbageTransfer","Transferência de Lixo"
"reasonDead","Coletando Mortos"
"reasonDeadMove","Movendo Mortos"
"reasonSick","Coletando Doentes"
"reasonSickMove","Movendo Doentes"
"reasonFire","Incêndio"
"reasonFire2","Helicóptero de Incêndio"
"reasonForestFire","Incêndio Florestal"
"reasonMaterialOut","Material de Saída"
"reasonMail","Correio"
"reasonUnsortedMail","Correio Desorganizado"
"reasonSortedMail","Correio Organizado"
"reasonParkMaintenance","Manutenção de Parques"
"reasonRoadMaintenance","Manutenção da estrada"
"reasonTaxi","Táxi"
"reasonTaxiMove","TaxiMove"
"reasonCollapsed","Caminhões"
"reasonCollapsed2","Helicópteros"
"reasonRawMaterial","Matéria-prima"
"reasonIncomingMaterial","Material de Entrada"
"reasonOutgoingMaterial","Material de Saída"
"reasonWarehouse","Armazenamento"
"reasonGoods","Produtos"
"reasonCash","Coleta de Dinheiro"
"reasonFloodWater","Inundação"
"reasonSnow","Coletando Neve"
"reasonSnowMove","Movendo Neve"
"txtImprovedWarehouseMatching","As ofertas padrões de Armazém são limitadas a prioridade 2, esta opção permitirá escalar a prioridade até 7."
"optionImprovedWarehouseMatching","Transferências de Armazém Melhoradas"
"tooltipHighlightModeOff","Modo de Destaque: Desligado"
"tooltipHighlightModeMatches","Modo Destaque: Correspondências\r\n\r\nChave\r\nVermelho: Edifício Selecionado\r\nMagenta: Serviços\r\nCiano: Matérias-primas\r\nAzul: Mercadorias\r\nVerde: Correio\r\nAmarelo: Outros"
"tooltipHighlightModeIssues","Modo de Destaque: Problemas\r\n\r\nChave\r\nVermelho: Edifício Selecionado\r\nCiano e Dourado: Baixa Prioridade\r\nAzul e Laranja: Alta Prioridade\r\nVerde: Outros edifícios de serviço para este tipo de problema"
"GROUP_EXPORT_LIMITS","Limite de Veículo de Exportação"
"sliderExportVehicleLimit","Limite de Veículo de Exportação em Edifícios (%)"
"txtExportVehicleLimit","Se suas conexões externas estão sobrecarregadas, você pode usar esta configuração para limitar o número de veículos que cada edifício pode alocar para exportação.\r\n0% = Nenhuma exportação permitida\r\n100% = Sem restrições"
"optionImprovedWarehouseTransfer","Transferências de Armazém Melhoradas"
"GROUP_VISUALS","Visuais"
"optionEnablePanelTransparency","Ativar Transparência do Painel (Requer Reinicilização)"
"optionOverrideGenericIndustriesHandler","Substituir manipulador genérico de indústrias"
"txtOverrideGenericIndustriesHandler","O encarregado das indústrias genéricas costuma solicitar muito material com muita urgência, o que pode gerar muito tráfego de caminhões e monopolizar o material disponível. Este manipulador tenta corrigir esses problemas."
"GROUP_MAINTENANCE_LOGGING","Corresponda os Relatórios de Definição"
"dropdownLoggingReason","Razão do Relatório"
"txtMatchLogging","Esta opção irá escrever arquivos de relatório para cada correspondência definida por motivo escolhido. Aviso: Isto produz uma significativa perda de desempenho, por favor use apenas para resolução de problemas."
"txtMatchLoggingPath","Caminho do Arquivo de Relatório:\r\n"
"optionShowBuildingId","Mostrar a ID do Prédio no Título"
"GROUP_PATH_FAIL_EXCLUSION","Falha no Trajeto"
"txtPathFailExclusion","Detecta falhas de caminho e bloqueia qualquer correspondência entre os objetos que falharam por enquanto."
"optionPathFailExclusion","Falha na Exclusão do Trajeto"
"dropdownCandidates","Registrar Candidatos"
"dropdownAllCandidates","Todos os candidatos"
"dropdownValidCandidates","Candidatos válidos"
"dropdownExcludedCandidates","Candidatos excluídos"
"dropdownNoCandidates","Nenhum candidato"
"sliderPathDistanceHeuristic","Desempenho do Algoritmo"
"txtPathDistanceHeuristic","O algorítimo do tamanho do caminho pode usar uma heurística par aumentar a velocidade do cálculo, mas esta heurística pode reduzir a precisão escolhendo a correspondência mais próxima em alguma situações."
"txtPathDistanceHeuristicKey","0% = Precisão (sem heurística), 100% = Rápido (apenas heurística)"
"txtPathDistanceShift","O Algoritmo de distância de trajeto ajusta o tempo de viagem o último segmento de uma conexão externa, enquanto no algoritmo, para permitir aplicar os multiplicadores de conexões externas. Mudando este valor, poderá ajustar o valor base, usado na aplicação nestes segmentos."
"sliderPathDistanceShift","Multiplicador de Valor Básico(Tempo de Viagem)"
"txtPathUnitCount","Quantidade de Trajetos Liberados"
"txtEnterBuildingId","Selecione ou Digite o ID do Edifício"
"tooltipCopySettings","Copiar Configurações"
"tooltipPasteSettings","Colar Configurações"
"tooltipClearSettings","Limpar configurações"
"GROUP_TAXI_MOVE","Taxi Stand Usage"
"txtTaxiMove","This option makes the Taxi Stand the hub for taxi's rather than the depot. This means taxi's will now wait at stands near an airport or busy tourist district rather than be hidden at a taxi depot."
"optionTaxiMove","Improve Taxi Stand Usage"
"sliderTaxiStandDelay","Taxi Stand Delay"
"txtTaxiStandDelay","Add a small delay before a taxi, that is waiting at a stand, will make a taxi offer. This stops taxis from constantly arriving at a taxi stand then immediately being dispatched to pick up another citizen."
