"Context","Source/Translation"
"tabVehicleAI","Voertuig AI"
"GROUP_VEHICLE_AI","Voertuig AI in-/uitschakelen"
"optionFireTruckAI","Brandweerwagen"
"optionFireCopterAI","Blushelikopter"
"optionGarbageTruckAI","Vuilniswagen"
"optionPoliceCarAI","Politiewagen"
"optionPoliceCopterAI","Politiehelikopter"
"txtVehicleAIDescription","VoertuigAI verbetert voertuigen om te zoeken naar problemen in de buurt om op te lossen."
"tabImportExport","Import/Export"
"GROUP_IMPORT_RESTRICTIONS","Import toestaan"
"txtImportRestrictions","Zorg ervoor dat je voldoende interne productie hebt voordat deze grondstoffen worden uitgeschakeld."
"sliderWarehouseReservePercent","Reserveer vrachtwagens voor lokale leveringen (%)"
"sliderWarehouseReservePercentLocal","Reserveer vrachtwagens (%)"
"GROUP_DUMMY_TRAFFIC","Model Verkeer"
"optionDummyTraffic","Model Verkeer Uitschakelen"
"txtDummyTraffic","Het spel voegt model verkeer toe om de stad meer tot leven te laten komen. Deze optie blokkeert dit verkeer om zo de hoeveelheid verkeer in de stad te verminderen."
"optionWarehouseOverride","Algemene Instellingen Overschrijven"
"listConnectionName","Naam"
"listConnectionType","Type"
"listConnectionGuest","Gast Voertuigen"
"listConnectionOwn","Eigen Voertuigen"
"listConnectionStuck","Stuck"
"listConnectionMultiplier","Vermenigvuldiger"
"listConnectionImport","Import"
"listConnectionExport","Export"
"titleOutsideConnectionPanel","Uitgaande Verbindingen"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Vermenigvuldigingsfactor afstand voor uitgaande verbindingen"
"sliderOutsideDistanceMultiplier","Vermenigvuldiger"
"sliderOutsideDistanceMultiplierTooltip","0 = Gebruik globale instelling\r\n1 = Geen verandering van de afstand\r\n10 = 10x verder weg"
"OutsideMultiplierDescription1","Deze vermenigvuldigers worden toegepast op de berekende afstand in het toewijzingsalgoritme om de verbinding verder weg te laten lijken en daardoor uiteindelijk minder waarschijnlijk gekozen worden."
"OutsideMultiplierDescription2","1 = Geen verandering van de afstand"
"OutsideMultiplierDescription3","10 = 10x verder weg"
"sliderShipMultiplier","Vermenigvuldiger voor schepen"
"sliderPlaneMultiplier","Vermenigvuldiger voor vliegtuigen"
"sliderTrainMultiplier","Vermenigvuldiger voor treinen"
"sliderRoadMultiplier","Vermenigvuldiger voor wegen"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Uitgaande Verbindingen"
"keyOpenOutsidePanel","Open venster uitgaande verbindingen"
"txtDetectedDistricts","Gedetecteerde Districten"
"btnDistricts","Districten"
"btnDistrict","District"
"btnPark","Gebied"
"btnMap","Kaart"
"txtNone","Geen"
"txtVehiclesNone","Geen"
"txtStatusNone","Geen"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Afstandsbeperkingen"
"sliderDistanceRestriction","Maximale Toewijzingsafstand (km)"
"sliderDistanceRestrictionTooltip","0 = Algemene instellingen gebruiken, als er enige of geen beperking is.\r\n1 + = Maximale afstand"
"titleDistrictPanel","Selecteer Districten"
"txtAllowedDistricts","Toegestane Districten"
"txtBlockedDistricts","Geblokkeerde districten"
"txtCurrentDistrict","Huidig ​​District"
"txtCurrentPark","Huidig gebied"
"txtLoad","Laden"
"GROUP_IMPROVED_SERVICES_MATCHING","Verbeterde diensten"
"tabMatches","Overeenkomsten"
"titleTransferStatsPanel","Transfer Manager Statistieken"
"sliderOutsideCargoCapacity","Laadcapaciteit"
"sliderOutsideResidentCapacity","Bewonerscapaciteit"
"sliderOutsideTouristFactor0","Toeristenfactor 0"
"sliderOutsideTouristFactor1","Toeristenfactor 1"
"sliderOutsideTouristFactor2","Toeristenfactor 2"
"sliderOutsideDummyTrafficFactor","Dummy verkeersfactor"
"btnOutsideReset","Terugzetten"
"GROUP_OUTSIDE_SETTINGS","Parameters voor uitgaande verbindingen"
"GROUP_BALANCED_MATCH_MODE","Toewijzigen balanceren"
"dropdownBalancedTitle","Wanneer gelijk is eerst toewijzen"
"dropdownBalancedModeIncomingFirst","Inkomend eerst toewijzen (Vanilla)"
"dropdownBalancedModeLeastFirst","Minste aanbiedingen eerst toewijzen"
"dropdownBalancedModePassiveFirst","Passief eerst toewijzen"
"txtBalancedMatch","Kies welk verzoek eerst moet worden behandeld indien inkomende en uitgaande verzoeken dezelfde prioriteit hebben."
"GROUP_PATH_DISTANCE","Maximale Toewijzingsafstand algoritme"
"optionPathDistanceServices","Gebruik padafstand voor diensten"
"optionPathDistanceGoods","Gebruik padafstand voor goederen"
"dropdownPathDistanceAlgorithmServices","Services Algorithm"
"dropdownPathDistanceAlgorithmGoods","Goods Algorithm"
"dropdownPathDistanceLOS","Line of Sight"
"dropdownPathDistanceConnectedLOS","Connected Line of Sight"
"dropdownPathDistance","Path Distance"
"txtPathDistance","Gebruik padafstand in plaats van gezichtsveld afstand. Dit leidt tot betere overeenkomsten wanneer uw netwerk of geografie complex is, maar is langzamer, dus zorg ervoor dat uw computer snel genoeg is voor deze optie."
"optionHighlightMatches","Overeenkomsten markeren"
"listBuildingPanelOffersPark","Park"
"tabTransferRoadAccess","Geen toegang tot de weg"
"btnResetRoadAccess","Toegang tot de weg herstellen"
"tabGame","Spel"
"btnDeleteVehicle","Voertuig verwijderen"
"tabMaintenance","Onderhoud"
"GROUP_Maintenance","Onderhoud"
"btnReleaseGhostVehicles","Spookvoertuigen vrijgeven"
"txtReleaseGhostVehicles","Zoek naar voertuigen die vastzitten of geen geldige positie of status hebben en geef ze vrij."
"btnReleaseBrokenPathing","Routering vrijgeven"
"txtBrokenPathUnits","Niet correct vrijgegeven, maar niet gebruikte pad-eenheden opsporen en correct vrijgeven."
"txtGhostVehiclesCount","Spookvoertuigen vrijgegeven"
"GROUP_MAINTENANCE_PATHING","Traject Foutopsporing"
"dropdownConnectionGraph","Toon Traject Connectie Grafiek"
"dropdownConnectionGraphNone","Geen"
"dropdownConnectionGraphGoods","Goederen"
"dropdownConnectionGraphPedestrianZoneServices","Pedestrian Zone Services"
"dropdownConnectionGraphOtherServices","Andere diensten"
"txtShowConnectionGraph","While the building panel is open, this option will color each node to show whether they are connected or not according to the Transfer Manager algorithm. Nodes with the same color are connected, differently colored nodes are not."
"tabBuildingPanelCapacity","Capaciteit"
"sliderTransferIssueDeadTimerValue","Drempel Tijdklok Overledenen"
"sliderTransferIssueSickTimerValue","Drempel Tijdklok Zieken"
"sliderTransferIssueGoodsTimerValue","Drempel Tijdklok Goederen"
"GROUP_SICK_COLLECTION","Ophalen Zieken"
"optionOverrideResidentialSick","Overschrijf ziekenafhandeling"
"optionCollectionOtherBuildings","Verzamel Zieken van andere Gebouwen"
"txtOverrideSickCollection","De vanilla afhandelaar voor zieken heeft de neiging best veel zieken niet te verzamelen. Deze opties overschrijft deze vanilla afhandelaar met een aangepast zodat dit hopelijk verbeterd wordt."
"txtSickCollectionOtherBuildings","Het vanille-spel verzamelt alleen zieken van woongebouwen. Voor meer realisme en beter ziekenhuisgebruik kunnen zieke burgers ook uit andere gebouwsoorten worden verzameld."
"txtSickCollectionWarning","Waarschuwing: Het aanzetten van deze optie in een bestaande stad zal resulteren in een enorme toename van ziekenverzameling en kan je ziekenhuissysteem flink op de proef stellen."
"GROUP_BUILDINGPANEL_BUILDING_RESTRICTIONS","Gebouw Beperkingen"
"btnBuildingRestrictions","Gebouwen..."
"btnBuildingRestrictionsSelected","Selecteer Gebouwen"
"txtBuildingRestrictionsIncoming","Inkomend"
"txtBuildingRestrictionsOutgoing","Uitgaand"
"txtBuildingRestrictionsAllBuildings","Alle gebouwen"
"txtBuildingRestrictionsRestricted","Beperkt"
"txtAllowedBuildings","Allowed Buildings"
"btnClear","Wis"
"reasonGoodsIn","Inkomende goederen"
"reasonStudent1","Studenten"
"reasonStudent2","Studenten"
"reasonStudent3","Studenten"
"reasonCrime","Criminaliteit"
"reasonCrimeMove","Verplaaten van Criminelen"
"reasonGarbage","Afval"
"reasonGarbageMove","Verplaatsen van Afval"
"reasonGarbageTransfer","Afval Overdracht"
"reasonDead","Verzamelen Overledenen"
"reasonDeadMove","Verplaatsen Overledenen"
"reasonSick","Verzamelen Zieken"
"reasonSickMove","Verplaatsen Zieken"
"reasonFire","Brand"
"reasonFire2","Blushelikopter"
"reasonForestFire","Bosbrand"
"reasonMaterialOut","Uitgaand Materiaal"
"reasonMail","Post"
"reasonUnsortedMail","Ongesorteerde Post"
"reasonSortedMail","Gesorteerde Post"
"reasonParkMaintenance","Parkonderhoud"
"reasonRoadMaintenance","Wegenonderhoud"
"reasonTaxi","Taxi"
"reasonTaxiMove","TaxiMove"
"reasonCollapsed","Vrachtwagens"
"reasonCollapsed2","Helikopters"
"reasonRawMaterial","Grondstoffen"
"reasonIncomingMaterial","Inkomend Materiaal"
"reasonOutgoingMaterial","Uitgaand Materiaal"
"reasonWarehouse","Opslag"
"reasonGoods","Goederen"
"reasonCash","Geld ophalen"
"reasonFloodWater","Overstroming"
"reasonSnow","Verzamelen van sneeuw"
"reasonSnowMove","Verplaatsen van sneeuw"
"txtImprovedWarehouseMatching","Vanilla warehouse offers are limited to priority 2, this option will allow them to scale to priority 7."
"optionImprovedWarehouseMatching","Verbeterd magazijntransport"
"tooltipHighlightModeOff","Markeermodus: Uit"
"tooltipHighlightModeMatches","Markeermodus: Overeenkomsten\r\n\r\nSleutel\r\nRood: Geselecteerd gebouw\r\nMagenta: Diensten\r\nCyaan: Grondstoffen\r\nBlauw: Goederen\r\nGroen: Post\r\nGeel: Andere"
"tooltipHighlightModeIssues","Highlight Mode: Issues\r\n\r\nKey\r\nRed: Selected Building\r\nCyan and Gold: Low Priority\r\nBlue and Orange: High Priority\r\nGreen: Other service buildings for this issue type"
"GROUP_EXPORT_LIMITS","Beperkingen voor exportvoertuigen"
"sliderExportVehicleLimit","Beperking van de exportvoertuigen van gebouwen (%)"
"txtExportVehicleLimit","If your outside connections are getting over worked, you can use this setting to limit the number of vehicles that each building can allocate to exporting.\r\n0% = No Export Allowed\r\n100% = Unrestricted"
"optionImprovedWarehouseTransfer","Verbeterd magazijntransport"
"GROUP_VISUALS","Weergave"
"optionEnablePanelTransparency","Transparantie van paneel inschakelen (vereist herstart)"
"optionOverrideGenericIndustriesHandler","Override Generic Industries Handler"
"txtOverrideGenericIndustriesHandler","The generic industries handler tends to request a lot of material very urgently which can generate a lot of truck traffic and hog the available material. This handler attempts to correct these issues."
"GROUP_MAINTENANCE_LOGGING","Match Set Logging"
"dropdownLoggingReason","Reden van log"
"txtMatchLogging","This option will write out log files for each match set for the chosen reason. Warning: This produces a significant performance penalty, please only enable for trouble shooting purposes."
"txtMatchLoggingPath","Pad logboekbestand:\r\n"
"optionShowBuildingId","Toon gebouw ID in titel"
"GROUP_PATH_FAIL_EXCLUSION","Path Failure"
"txtPathFailExclusion","Detect path failures and block any further matches between these failed objects for a while."
"optionPathFailExclusion","Path Failure Exclusion"
"dropdownCandidates","Log Candidates"
"dropdownAllCandidates","Alle kandidaten"
"dropdownValidCandidates","Geldige kandidaten"
"dropdownExcludedCandidates","Uitgesloten kandidaten"
"dropdownNoCandidates","Geen kandidaten"
"sliderPathDistanceHeuristic","Algorithm Performance"
"txtPathDistanceHeuristic","The path distance algorithm can use a heuristic to speed up the calculation, but this heuristic can reduce the accuracy of choosing the closest match in some situations."
"txtPathDistanceHeuristicKey","0% = Accurate (No Heuristic), 100% = Fast (Hueristic Only)"
"txtPathDistanceShift","The path distance algorithm adjusts the travel time of the last segment of an outside connection, within the algorithm, to allow applying the outside connection multipliers. By changing this value you can adjust the underlying base value that is applied to these segments."
"sliderPathDistanceShift","Multiplier Base Value (Travel Time)"
"txtPathUnitCount","Path Units Released"
"txtEnterBuildingId","Select Building or Enter Building ID"
"tooltipCopySettings","Copy Settings"
"tooltipPasteSettings","Paste Settings"
"tooltipClearSettings","Clear Settings"
