"Context","Source/Translation"
"GROUP_BUILDINGPANEL_OUTSIDE_CONNECTIONS","Conexiones exteriores"
"dropdownBuildingPanelImportExport","Importar/Exportar"
"GROUP_BUILDINGPANEL_GOODS_DELIVERY","Opciones de entrega"
"chkBuildingPanelReserveWarehouseTrucks","Almacén de reserva de camiones de carga para traslados locales"
"tabBuildingPanelStatus","Estado"
"listBuildingPanelStatusColumn1","Material"
"listBuildingPanelStatusColumn2","Valor"
"listBuildingPanelStatusColumn3","Responder"
"listBuildingPanelStatusColumn4","Vehículo"
"listBuildingPanelStatusColumn5","Temporizador"
"tabBuildingPanelTransfers","Transferencias"
"labelBuildingPanelOffers","Ofertas de Transferencia"
"labelBuildingPanelMatchOffers","Ofertas de partidos"
"listBuildingPanelOffersColumn1","Entrada / salida"
"listBuildingPanelOffersColumn2","Material"
"listBuildingPanelOffersColumn3","Prioridad"
"listBuildingPanelOffersColumn4","Activo"
"listBuildingPanelOffersColumn5","Monto"
"listBuildingPanelOffersColumn6","Descripción"
"listBuildingPanelMatchesColumn1","Tiempo"
"listBuildingPanelMatchesColumn2","Material"
"listBuildingPanelMatchesColumn3","Activo"
"listBuildingPanelMatchesColumn4","Monto"
"listBuildingPanelMatchesColumn5","Δ"
"listBuildingPanelMatchesColumn6","Descripción"
"titleTransferIssuesPanel","Problemas de transferencia"
"tabTransferIssuesPathing","Ruta"
"listPathingColumn1","Tiempo"
"listPathingColumn2","Fuente"
"listPathingColumn3","Objetivo"
"tabTransferIssuesDead","Muerto"
"listDeadColumn1","Muerto"
"listDeadColumn2","Temporizador"
"listDeadColumn3","Fuente"
"listDeadColumn4","Objetivo"
"listDeadColumn5","Vehículo"
"tabTransferIssuesSick","Enfermo"
"listSickColumn1","Enfermo"
"listBuildingPanelVehicleTarget","Objetivo"
"dropdownBuildingPanelPreferLocalLabel","Calefacción urbana"
"dropdownBuildingPanelPreferLocal1","Todos los distritos"
"dropdownBuildingPanelPreferLocal2","Preferir dentro del distrito"
"dropdownBuildingPanelPreferLocal3","Solo dentro del Distrito"
"dropdownBuildingPanelPreferLocal4","All Districts, Except For"
"tabTransferIssuesOutside","Fuera de"
"GROUP_BUILDING_PANEL","Panel de Edificios"
"keyOpenBuildingPanel","Panel de Edificios"
"GROUP_LOCALISATION","Localización"
"dropdownLocalization","Idioma"
"tabBuildingPanelVehicles","Vehículos"
"txtBuildingPanelTransferManagerWarning","Advertencia: Esta configuración requiere que el Administrador de transferencia personalizado esté habilitado."
"tabTransferIssuesGoods","Los bienes"
"chkShowIssuesWithVehicles","Mostrar problemas con vehículos en ruta"
"GROUP_BUILDINGPANEL_DISTRICT","Restricciones del Distrito"
"dropdownBuildingPanelOutgoingPreferLocalLabel","Saliendo"
"dropdownBuildingPanelIncomingPreferLocalLabel","Entrante"
"chkAllowImport","Permitir Importación"
"chkAllowExport","Permitir exportaciones"
"GROUP_BUILDINGPANEL_APPLYTOALL","Aplicar a todos los edificios del mismo tipo"
"tabExperimental","Experimental"
"chkDistrictAllowServices","Permitir Servicios (Basura, Bomberos, Policía...)"
"GROUP_DISTANCE_LIMITS","Límites de distancia"
"tabDistanceRestrictions","Distancia"
"sliderDeathcareDistanceLimits","Límite de distancia del cuidado de la muerte (km)"
"sliderHealthcareDistanceLimits","Límite de distancia asistencial (km)"
"sliderGarbageDistanceLimits","Límite de distancia de basura (km)"
"sliderPoliceDistanceLimits","Límite de distancia policial (km)"
"sliderFireDistanceLimits","Límite de distancia de fuego (km)"
"sliderMailDistanceLimits","Límite de distancia de correo (km)"
"txtDistanceLimits","Distancia de coincidencia máxima permitida, 0 = Ilimitado. Las importaciones/exportaciones no se ven afectadas."
"tabVehicleAI","Vehículo AI"
"GROUP_VEHICLE_AI","Habilitar/deshabilitar la IA del vehículo"
"optionFireTruckAI","Camión de bomberos"
"optionFireCopterAI","Helicóptero de fuego"
"optionGarbageTruckAI","Camión de la basura"
"optionPoliceCarAI","Coche de policía"
"optionPoliceCopterAI","Helicóptero de la policía"
"txtVehicleAIDescription","VehicleAI mejora los vehículos para buscar problemas cercanos para resolver."
"tabImportExport","Importar/Exportar"
"GROUP_IMPORT_RESTRICTIONS","Permitir Importación"
"txtImportRestrictions","Asegúrese de tener suficiente producción interna antes de deshabilitar estos recursos."
"sliderWarehouseReservePercent","Reserva de Camiones para Traslados Locales (%)"
"sliderWarehouseFirstPercent","Reserva de Camiones para Traslados Locales (%)"
"GROUP_DUMMY_TRAFFIC","Tráfico ficticio"
"optionDummyTraffic","Desactivar tráfico ficticio"
"txtDummyTraffic","El juego agrega tráfico ficticio para que la ciudad se sienta más viva. Esta opción bloquea las transferencias de tráfico ficticias para reducir el tráfico dentro de la ciudad."
"optionWarehouseOverride","Anular la configuración global"
"listConnectionName","Nombre"
"listConnectionType","Tipo"
"listConnectionGuest","Vehículos"
"listConnectionOwn","Vehículos"
"listConnectionMultiplier","Multiplicador"
"listConnectionImport","Importar"
"listConnectionExport","Exportar"
"titleOutsideConnectionPanel","Conexiones exteriores"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Multiplicador de distancia exterior"
"sliderOutsideDistanceMultiplier","Multiplicador"
"sliderOutsideDistanceMultiplierTooltip","0 = Use global setting\r\n1 = No change to distance\r\n10 = 10x Further away"
"OutsideMultiplierDescription1","Estos multiplicadores se aplican a la distancia calculada en el algoritmo de coincidencia para hacer que la conexión parezca más lejana y, por lo tanto, menos probable que se elija como coincidencia."
"OutsideMultiplierDescription2","1 = Sin cambios en la distancia"
"OutsideMultiplierDescription3","10 = 10x más lejos"
"sliderShipMultiplier","Multiplicador de barcos"
"sliderPlaneMultiplier","Multiplicador plano"
"sliderTrainMultiplier","Multiplicador de tren"
"sliderRoadMultiplier","Multiplicador de carreteras"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Panel de conexión exterior"
"keyOpenOutsidePanel","Panel de conexión exterior abierto"
"optionNewWarehouseTransfer","Transferencia mejorada entre almacenes"
"txtNewInterWarehouseMatching","Esta opción permite que las transferencias entre almacenes se realicen con prioridades más bajas, pero verifica los niveles de almacenamiento para garantizar que los almacenes no envíen mercancías de un lado a otro sin ningún beneficio."
"txtDetectedDistricts","Distritos detectados"
"btnDistricts","Districts"
"btnDistrict","Barrio"
"btnPark","Parque/Industria"
"btnMap","Mapa"
"txtNone","Ninguna"
"txtVehiclesNone","None"
"txtStatusNone","None"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Distance Restrictions"
"sliderDistanceRestriction","Maximum Match Distance (km)"
"sliderDistanceRestrictionTooltip","0 = Use global setting, if any or no restriction.\r\n1+ = Maximum match distance"
"titleDistrictPanel","Select Districts"
"txtAllowedDistricts","Allowed Districts"
"txtBlockedDistricts","Blocked Districts"
"txtCurrentDistrict","Current District"
"txtCurrentPark","Current Park"
"txtLoad","Load"
"GROUP_IMPROVED_SERVICES_MATCHING","Improved Service Matching"
"tabMatches","Matches"
"titleTransferStatsPanel","Transfer Manager Statistics"
"sliderOutsideCargoCapacity","Cargo Capacity"
"sliderOutsideResidentCapacity","Resident Capacity"
"sliderOutsideTouristFactor0","Tourist Factor 0"
"sliderOutsideTouristFactor1","Tourist Factor 1"
"sliderOutsideTouristFactor2","Tourist Factor 2"
"sliderOutsideDummyTrafficFactor","Dummy Traffic Factor"
"btnOutsideReset","Reset"
"GROUP_OUTSIDE_SETTINGS","Outside Connection Parameters"
"GROUP_BALANCED_MATCH_MODE","Balanced Match Mode"
"dropdownBalancedTitle","Match First When Equal"
"dropdownBalancedModeIncomingFirst","Match Incoming First (Vanilla)"
"dropdownBalancedModeLeastFirst","Match Least Offers First"
"dropdownBalancedModePassiveFirst","Match Passive First"
"txtBalancedMatch","Choose which offer to match first when incoming and outging offers have the same priority."


